Name,Code,Easting,Northing,Elevation,Description,Longitude,Latitude,Ellipsoidal height,Origin,Easting RMS,Northing RMS,Elevation RMS,Lateral RMS,Antenna height,Antenna height units,Solution status,Averaging start,Averaging end,Samples,PDOP,GDOP,Base easting,Base northing,Base elevation,Base longitude,Base latitude,Base ellipsoidal height,Baseline,Mount point,CS name,GPS Satellites,GLONASS Satellites,Galileo Satellites,BeiDou Satellites,QZSS Satellites
1,,728135.803,4631932.261,3853.458,1pr._1,77.74625119,41.80644247,3853.458,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2024-08-18 11:59:52.7 UTC+06:00,2024-08-18 11:59:52.7 UTC+06:00,1,1.8,2.2,728540.271,4631775.734,3823.33,77.7510544,41.8049178,3823.33,435.038,,WGS 84 / UTM zone 43N,7,6,6,0,0
2,,728136.776,4631936.521,3851.357,1pr._2,77.74626453,41.80648052,3851.357,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2024-08-18 12:00:15.8 UTC+06:00,2024-08-18 12:00:15.8 UTC+06:00,1,1.8,2.2,728540.271,4631775.734,3823.33,77.7510544,41.8049178,3823.33,435.539,,WGS 84 / UTM zone 43N,7,6,6,0,0
3,,728138.145,4631940.504,3849.274,1pr._3,77.74628252,41.80651595,3849.274,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2024-08-18 12:00:27.8 UTC+06:00,2024-08-18 12:00:27.8 UTC+06:00,1,1.8,2.2,728540.271,4631775.734,3823.33,77.7510544,41.8049178,3823.33,435.623,,WGS 84 / UTM zone 43N,7,6,6,0,0
4,,728139.077,4631944.812,3847.14,1pr._4,77.74629538,41.80655444,3847.14,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2024-08-18 12:00:55.8 UTC+06:00,2024-08-18 12:00:55.8 UTC+06:00,1,1.8,2.2,728540.271,4631775.734,3823.33,77.7510544,41.8049178,3823.33,436.283,,WGS 84 / UTM zone 43N,7,6,6,0,0
5,,728140.477,4631948.922,3844.877,1pr._5,77.7463138,41.80659101,3844.877,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2024-08-18 12:01:07.7 UTC+06:00,2024-08-18 12:01:07.7 UTC+06:00,1,1.8,2.2,728540.271,4631775.734,3823.33,77.7510544,41.8049178,3823.33,436.482,,WGS 84 / UTM zone 43N,7,6,6,0,0
6,,728141.387,4631953.238,3842.808,1pr._6,77.7463264,41.80662959,3842.808,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2024-08-18 12:01:20.8 UTC+06:00,2024-08-18 12:01:20.8 UTC+06:00,1,1.8,2.2,728540.271,4631775.734,3823.33,77.7510544,41.8049178,3823.33,437.277,,WGS 84 / UTM zone 43N,7,6,6,0,0
7,,728142.615,4631957.433,3840.611,1pr._7,77.74634279,41.80666697,3840.611,Global,0.01,0.01,0.012,0.014,1.934,m,FIX,2024-08-18 12:01:32.8 UTC+06:00,2024-08-18 12:01:32.8 UTC+06:00,1,1.8,2.2,728540.271,4631775.734,3823.33,77.7510544,41.8049178,3823.33,437.779,,WGS 84 / UTM zone 43N,7,6,6,0,0
8,,728143.564,4631961.788,3838.295,1pr._9,77.74635587,41.80670588,3838.295,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2024-08-18 12:01:43.7 UTC+06:00,2024-08-18 12:01:43.7 UTC+06:00,1,1.8,2.2,728540.271,4631775.734,3823.33,77.7510544,41.8049178,3823.33,438.652,,WGS 84 / UTM zone 43N,7,6,6,0,0
9,,728144.674,4631966.24,3835.829,1pr._9,77.74637093,41.80674562,3835.829,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2024-08-18 12:02:15.8 UTC+06:00,2024-08-18 12:02:15.8 UTC+06:00,1,1.8,2.2,728540.271,4631775.734,3823.33,77.7510544,41.8049178,3823.33,439.472,,WGS 84 / UTM zone 43N,7,6,6,0,0
10,,728145.878,4631970.273,3833.394,1pr._10,77.74638695,41.80678155,3833.394,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2024-08-18 12:02:33.8 UTC+06:00,2024-08-18 12:02:33.8 UTC+06:00,1,1.8,2.2,728540.271,4631775.734,3823.33,77.7510544,41.8049178,3823.33,440.084,,WGS 84 / UTM zone 43N,7,6,6,0,0
11,,728147.195,4631974.56,3830.968,1pr._11,77.74640443,41.80681974,3830.968,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2024-08-18 12:03:02.8 UTC+06:00,2024-08-18 12:03:02.8 UTC+06:00,1,1.9,2.3,728540.271,4631775.734,3823.33,77.7510544,41.8049178,3823.33,440.762,,WGS 84 / UTM zone 43N,7,6,6,0,0
12,,728148.371,4631978.693,3828.793,1pr._12,77.74642018,41.80685658,3828.793,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2024-08-18 12:03:19.7 UTC+06:00,2024-08-18 12:03:19.7 UTC+06:00,1,1.9,2.3,728540.271,4631775.734,3823.33,77.7510544,41.8049178,3823.33,441.556,,WGS 84 / UTM zone 43N,7,6,6,0,0
13,,728149.48,4631982.788,3826.434,1pr._13,77.74643508,41.8068931,3826.434,Global,0.01,0.01,0.012,0.014,1.934,m,FIX,2024-08-18 12:03:31.8 UTC+06:00,2024-08-18 12:03:31.8 UTC+06:00,1,1.9,2.3,728540.271,4631775.734,3823.33,77.7510544,41.8049178,3823.33,442.441,,WGS 84 / UTM zone 43N,7,6,6,0,0
14,,728150.651,4631987.218,3824.248,1pr._14,77.74645086,41.80693262,3824.248,Global,0.01,0.01,0.012,0.014,1.934,m,FIX,2024-08-18 12:03:46.8 UTC+06:00,2024-08-18 12:03:46.8 UTC+06:00,1,1.9,2.3,728540.271,4631775.734,3823.33,77.7510544,41.8049178,3823.33,443.484,,WGS 84 / UTM zone 43N,7,6,6,0,0
15,,728151.842,4631991.643,3821.899,1pr._15,77.74646689,41.80697208,3821.899,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2024-08-18 12:04:08.8 UTC+06:00,2024-08-18 12:04:08.8 UTC+06:00,1,2.2,2.7,728540.271,4631775.734,3823.33,77.7510544,41.8049178,3823.33,444.561,,WGS 84 / UTM zone 43N,7,6,6,0,0
16,,728152.91,4631995.783,3819.851,1pr._16,77.74648132,41.80700903,3819.851,Global,0.01,0.01,0.011,0.014,1.934,m,FIX,2024-08-18 12:04:21.8 UTC+06:00,2024-08-18 12:04:21.8 UTC+06:00,1,2.2,2.7,728540.271,4631775.734,3823.33,77.7510544,41.8049178,3823.33,445.661,,WGS 84 / UTM zone 43N,7,6,6,0,0
17,,728154.092,4632000.148,3817.599,1pr._17,77.74649722,41.80704796,3817.599,Global,0.01,0.01,0.017,0.014,1.934,m,FIX,2024-08-18 12:04:34.8 UTC+06:00,2024-08-18 12:04:34.8 UTC+06:00,1,2.2,2.7,728540.271,4631775.734,3823.33,77.7510544,41.8049178,3823.33,446.825,,WGS 84 / UTM zone 43N,7,6,6,0,0
18,,728155.517,4632004.61,3815.576,1pr._18,77.74651607,41.8070877,3815.576,Global,0.01,0.01,0.013,0.014,1.934,m,FIX,2024-08-18 12:04:48.8 UTC+06:00,2024-08-18 12:04:48.8 UTC+06:00,1,2.2,2.7,728540.271,4631775.734,3823.33,77.7510544,41.8049178,3823.33,447.88,,WGS 84 / UTM zone 43N,7,6,6,0,0
19,,728156.774,4632008.892,3813.526,1pr._19,77.74653282,41.80712586,3813.526,Global,0.01,0.01,0.013,0.014,1.934,m,FIX,2024-08-18 12:05:04.8 UTC+06:00,2024-08-18 12:05:04.8 UTC+06:00,1,2.2,2.7,728540.271,4631775.734,3823.33,77.7510544,41.8049178,3823.33,449.042,,WGS 84 / UTM zone 43N,7,6,6,0,0
20,,728157.845,4632013.298,3811.372,1pr._20,77.7465474,41.80716518,3811.372,Global,0.01,0.01,0.011,0.014,1.934,m,FIX,2024-08-18 12:05:17.8 UTC+06:00,2024-08-18 12:05:17.8 UTC+06:00,1,2.2,2.7,728540.271,4631775.734,3823.33,77.7510544,41.8049178,3823.33,450.478,,WGS 84 / UTM zone 43N,7,6,6,0,0
21,,728159.086,4632017.674,3809.867,1pr._21,77.746564,41.80720419,3809.867,Global,0.01,0.01,0.013,0.014,1.934,m,FIX,2024-08-18 12:05:28.8 UTC+06:00,2024-08-18 12:05:28.8 UTC+06:00,1,2.2,2.7,728540.271,4631775.734,3823.33,77.7510544,41.8049178,3823.33,451.791,,WGS 84 / UTM zone 43N,7,6,6,0,0
22,,728160.367,4632022.605,3809.78,1pr._22,77.74658131,41.80724819,3809.78,Global,0.01,0.01,0.015,0.014,1.934,m,FIX,2024-08-18 12:05:36.8 UTC+06:00,2024-08-18 12:05:36.8 UTC+06:00,1,2.2,2.7,728540.271,4631775.734,3823.33,77.7510544,41.8049178,3823.33,453.38,,WGS 84 / UTM zone 43N,7,6,6,0,0
23,,728161.405,4632027.309,3809.521,1pr._23,77.7465956,41.80729021,3809.521,Global,0.01,0.01,0.014,0.014,1.934,m,FIX,2024-08-18 12:05:44.8 UTC+06:00,2024-08-18 12:05:44.8 UTC+06:00,1,2.2,2.7,728540.271,4631775.734,3823.33,77.7510544,41.8049178,3823.33,455.102,,WGS 84 / UTM zone 43N,7,6,6,0,0
24,,728162.856,4632032.161,3809.158,1pr._24,77.7466149,41.80733344,3809.158,Global,0.01,0.01,0.011,0.014,1.934,m,FIX,2024-08-18 12:05:54.8 UTC+06:00,2024-08-18 12:05:54.8 UTC+06:00,1,2.2,2.7,728540.271,4631775.734,3823.33,77.7510544,41.8049178,3823.33,456.612,,WGS 84 / UTM zone 43N,7,6,6,0,0
25,,728164.514,4632038.266,3808.535,1pr._25,77.74663719,41.80738789,3808.535,Global,0.01,0.01,0.016,0.014,1.934,m,FIX,2024-08-18 12:06:05.8 UTC+06:00,2024-08-18 12:06:05.8 UTC+06:00,1,2.2,2.7,728540.271,4631775.734,3823.33,77.7510544,41.8049178,3823.33,458.728,,WGS 84 / UTM zone 43N,7,6,6,0,0
26,,728165.81,4632043.039,3808.219,1pr._26,77.74665462,41.80743046,3808.219,Global,0.01,0.01,0.011,0.014,1.934,m,FIX,2024-08-18 12:06:15.8 UTC+06:00,2024-08-18 12:06:15.8 UTC+06:00,1,2.2,2.7,728540.271,4631775.734,3823.33,77.7510544,41.8049178,3823.33,460.431,,WGS 84 / UTM zone 43N,7,6,6,0,0
27,,728167.062,4632048.009,3807.966,1pr._27,77.74667158,41.80747481,3807.966,Global,0.01,0.01,0.012,0.014,1.934,m,FIX,2024-08-18 12:06:24.8 UTC+06:00,2024-08-18 12:06:24.8 UTC+06:00,1,2.2,2.7,728540.271,4631775.734,3823.33,77.7510544,41.8049178,3823.33,462.331,,WGS 84 / UTM zone 43N,7,6,6,0,0
28,,728168.437,4632052.681,3807.688,1pr._28,77.74668991,41.80751645,3807.688,Global,0.01,0.01,0.011,0.014,1.934,m,FIX,2024-08-18 12:06:35.8 UTC+06:00,2024-08-18 12:06:35.8 UTC+06:00,1,2.2,2.7,728540.271,4631775.734,3823.33,77.7510544,41.8049178,3823.33,464.006,,WGS 84 / UTM zone 43N,7,6,6,0,0
29,,728169.821,4632057.461,3807.39,1pr._29,77.74670838,41.80755905,3807.39,Global,0.01,0.01,0.013,0.014,1.934,m,FIX,2024-08-18 12:06:43.8 UTC+06:00,2024-08-18 12:06:43.8 UTC+06:00,1,2.2,2.7,728540.271,4631775.734,3823.33,77.7510544,41.8049178,3823.33,465.783,,WGS 84 / UTM zone 43N,7,6,6,0,0
30,,728170.941,4632062.355,3807.072,1pr._30,77.74672374,41.80760276,3807.072,Global,0.01,0.01,0.014,0.014,1.934,m,FIX,2024-08-18 12:06:52.8 UTC+06:00,2024-08-18 12:06:52.8 UTC+06:00,1,2.2,2.7,728540.271,4631775.734,3823.33,77.7510544,41.8049178,3823.33,467.885,,WGS 84 / UTM zone 43N,7,6,6,0,0
31,,728171.962,4632067.233,3806.831,1pr._31,77.74673789,41.80764635,3806.831,Global,0.01,0.01,0.013,0.014,1.934,m,FIX,2024-08-18 12:07:01.8 UTC+06:00,2024-08-18 12:07:01.8 UTC+06:00,1,2.2,2.7,728540.271,4631775.734,3823.33,77.7510544,41.8049178,3823.33,470.098,,WGS 84 / UTM zone 43N,7,6,6,0,0
32,,728173.544,4632072.018,3806.504,1pr._32,77.74675876,41.80768895,3806.504,Global,0.01,0.01,0.025,0.014,1.934,m,FIX,2024-08-18 12:07:10.8 UTC+06:00,2024-08-18 12:07:10.8 UTC+06:00,1,2.2,2.7,728540.271,4631775.734,3823.33,77.7510544,41.8049178,3823.33,471.861,,WGS 84 / UTM zone 43N,7,6,0,0,0
33,,728174.735,4632076.914,3806.073,1pr._33,77.74677495,41.80773265,3806.073,Global,0.015,0.011,0.045,0.019,1.934,m,FIX,2024-08-18 12:07:18.8 UTC+06:00,2024-08-18 12:07:18.8 UTC+06:00,1,2.2,2.7,728540.271,4631775.734,3823.33,77.7510544,41.8049178,3823.33,474.047,,WGS 84 / UTM zone 43N,7,6,0,0,0
