Name,Easting,Northing,Elevation,Description,Longitude,Latitude,Ellipsoidal height,Easting RMS,Northing RMS,Elevation RMS,Lateral RMS,Antenna height,Antenna height units,Solution status,Averaging start,Averaging end,Samples,PDOP,Base easting,Base northing,Base elevation,Base longitude,Base latitude,Base ellipsoidal height,Baseline,CS name
E1,,,,,78.07353945,41.81189520,3519.330,0.770,0.542,1.343,0.942,2.134,m,SINGLE,2022-08-18 15:13:06.0 UTC+06:00,2022-08-18 15:13:16.0 UTC+06:00,11,1.1,,,,,,,,Global CS
E2,,,,,78.07355343,41.81188800,3519.014,0.667,0.467,1.200,0.815,2.134,m,SINGLE,2022-08-18 15:13:31.0 UTC+06:00,2022-08-18 15:13:41.0 UTC+06:00,11,1.0,,,,,,,,Global CS
E3,,,,,78.07357771,41.81187340,3519.332,0.640,0.448,1.101,0.782,2.134,m,SINGLE,2022-08-18 15:13:59.0 UTC+06:00,2022-08-18 15:14:10.0 UTC+06:00,12,1.1,,,,,,,,Global CS
E4,,,,,78.07359784,41.81186195,3519.529,0.603,0.461,1.054,0.759,2.134,m,SINGLE,2022-08-18 15:14:24.0 UTC+06:00,2022-08-18 15:14:34.0 UTC+06:00,11,1.3,,,,,,,,Global CS
E5,,,,,78.07361403,41.81184702,3520.946,0.429,0.362,0.792,0.561,2.134,m,SINGLE,2022-08-18 15:14:50.0 UTC+06:00,2022-08-18 15:15:00.0 UTC+06:00,11,1.2,,,,,,,,Global CS
E6,,,,,78.07363763,41.81183324,3522.216,0.405,0.337,0.700,0.527,2.134,m,SINGLE,2022-08-18 15:15:17.0 UTC+06:00,2022-08-18 15:15:28.0 UTC+06:00,12,1.3,,,,,,,,Global CS
E7,,,,,78.07365464,41.81182382,3521.896,0.365,0.321,0.652,0.486,2.134,m,SINGLE,2022-08-18 15:15:39.0 UTC+06:00,2022-08-18 15:15:49.0 UTC+06:00,11,1.2,,,,,,,,Global CS
E8,,,,,78.07367134,41.81181547,3522.090,0.372,0.321,0.657,0.491,2.134,m,SINGLE,2022-08-18 15:16:01.0 UTC+06:00,2022-08-18 15:16:12.0 UTC+06:00,12,1.3,,,,,,,,Global CS
E9,,,,,78.07369193,41.81180336,3522.560,0.389,0.314,0.650,0.500,2.134,m,SINGLE,2022-08-18 15:16:36.0 UTC+06:00,2022-08-18 15:16:46.0 UTC+06:00,11,1.3,,,,,,,,Global CS
E10,,,,,78.07370792,41.81179478,3522.541,0.364,0.297,0.625,0.469,2.134,m,SINGLE,2022-08-18 15:17:04.0 UTC+06:00,2022-08-18 15:17:15.0 UTC+06:00,12,1.2,,,,,,,,Global CS
E11,,,,,78.07373002,41.81178596,3522.926,0.388,0.302,0.664,0.492,2.134,m,SINGLE,2022-08-18 15:17:32.0 UTC+06:00,2022-08-18 15:17:42.0 UTC+06:00,11,1.2,,,,,,,,Global CS
E12,,,,,78.07375180,41.81177631,3522.962,0.376,0.310,0.666,0.488,2.134,m,SINGLE,2022-08-18 15:17:57.0 UTC+06:00,2022-08-18 15:18:08.0 UTC+06:00,12,1.2,,,,,,,,Global CS
E13,,,,,78.07376953,41.81176824,3522.312,0.438,0.339,0.757,0.554,2.134,m,SINGLE,2022-08-18 15:18:23.0 UTC+06:00,2022-08-18 15:18:33.0 UTC+06:00,11,1.1,,,,,,,,Global CS
E14,,,,,78.07379148,41.81175971,3522.349,0.547,0.380,0.921,0.666,2.134,m,SINGLE,2022-08-18 15:18:46.0 UTC+06:00,2022-08-18 15:18:56.0 UTC+06:00,11,1.1,,,,,,,,Global CS
E15,,,,,78.07381705,41.81174903,3522.529,0.602,0.401,1.000,0.723,2.134,m,SINGLE,2022-08-18 15:19:10.0 UTC+06:00,2022-08-18 15:19:21.0 UTC+06:00,12,1.1,,,,,,,,Global CS
E16,,,,,78.07383966,41.81174100,3522.621,0.617,0.416,1.103,0.744,2.134,m,SINGLE,2022-08-18 15:19:39.0 UTC+06:00,2022-08-18 15:19:50.0 UTC+06:00,12,1.2,,,,,,,,Global CS
E17,,,,,78.07386015,41.81173319,3522.169,0.632,0.427,1.204,0.762,2.134,m,SINGLE,2022-08-18 15:20:10.0 UTC+06:00,2022-08-18 15:20:20.0 UTC+06:00,11,1.2,,,,,,,,Global CS
E18,,,,,78.07388291,41.81171763,3520.972,0.515,0.484,1.054,0.707,2.134,m,SINGLE,2022-08-18 15:20:37.0 UTC+06:00,2022-08-18 15:20:48.0 UTC+06:00,12,1.2,,,,,,,,Global CS
E19,,,,,78.07390436,41.81170040,3520.234,0.361,0.251,0.640,0.440,2.134,m,SINGLE,2022-08-18 15:21:02.0 UTC+06:00,2022-08-18 15:21:13.0 UTC+06:00,12,1.2,,,,,,,,Global CS
E20,,,,,78.07392113,41.81170152,3520.655,0.325,0.234,0.599,0.400,2.134,m,SINGLE,2022-08-18 15:21:26.0 UTC+06:00,2022-08-18 15:21:37.0 UTC+06:00,12,1.2,,,,,,,,Global CS
E21,,,,,78.07394019,41.81169551,3520.523,0.317,0.221,0.581,0.387,2.134,m,SINGLE,2022-08-18 15:21:57.0 UTC+06:00,2022-08-18 15:22:07.0 UTC+06:00,11,1.2,,,,,,,,Global CS
E22,,,,,78.07396285,41.81168433,3520.319,0.349,0.241,0.599,0.424,2.134,m,SINGLE,2022-08-18 15:22:19.0 UTC+06:00,2022-08-18 15:22:30.0 UTC+06:00,12,1.2,,,,,,,,Global CS
E23,,,,,78.07398569,41.81167125,3520.456,0.322,0.218,0.600,0.389,2.134,m,SINGLE,2022-08-18 15:22:54.0 UTC+06:00,2022-08-18 15:23:05.0 UTC+06:00,12,1.2,,,,,,,,Global CS
E24,,,,,78.07400701,41.81166376,3520.730,0.322,0.228,0.583,0.394,2.134,m,SINGLE,2022-08-18 15:23:22.0 UTC+06:00,2022-08-18 15:23:32.0 UTC+06:00,11,1.2,,,,,,,,Global CS
E25,,,,,78.07402681,41.81165323,3520.759,0.325,0.230,0.591,0.398,2.134,m,SINGLE,2022-08-18 15:23:54.0 UTC+06:00,2022-08-18 15:24:04.0 UTC+06:00,11,1.2,,,,,,,,Global CS
E26,,,,,78.07405009,41.81164420,3520.893,0.389,0.241,0.680,0.458,2.134,m,SINGLE,2022-08-18 15:24:21.0 UTC+06:00,2022-08-18 15:24:31.0 UTC+06:00,11,1.2,,,,,,,,Global CS
B51/2_new,,,,,78.07407939,41.81164725,3522.430,0.301,0.227,0.557,0.377,2.134,m,SINGLE,2022-08-18 15:25:43.0 UTC+06:00,2022-08-18 15:25:54.0 UTC+06:00,12,1.2,,,,,,,,Global CS
E27,,,,,78.07407103,41.81163225,3523.383,0.475,0.267,0.619,0.545,2.134,m,SINGLE,2022-08-18 15:26:16.0 UTC+06:00,2022-08-18 15:26:27.0 UTC+06:00,12,1.2,,,,,,,,Global CS
E27,,,,,78.07407225,41.81162539,3524.620,0.319,0.226,0.552,0.391,2.134,m,SINGLE,2022-08-18 15:27:01.0 UTC+06:00,2022-08-18 15:27:12.0 UTC+06:00,12,1.2,,,,,,,,Global CS
E28,,,,,78.07408538,41.81161858,3524.046,0.320,0.234,0.555,0.397,2.134,m,SINGLE,2022-08-18 15:27:24.0 UTC+06:00,2022-08-18 15:27:35.0 UTC+06:00,12,1.2,,,,,,,,Global CS
E29,,,,,78.07411224,41.81160804,3524.437,0.312,0.212,0.540,0.377,2.134,m,SINGLE,2022-08-18 15:28:00.0 UTC+06:00,2022-08-18 15:28:10.0 UTC+06:00,11,1.2,,,,,,,,Global CS
E30,,,,,78.07413310,41.81159893,3524.771,0.320,0.227,0.554,0.392,2.134,m,SINGLE,2022-08-18 15:28:23.0 UTC+06:00,2022-08-18 15:28:33.0 UTC+06:00,11,1.2,,,,,,,,Global CS
E31,,,,,78.07415425,41.81159129,3524.697,0.307,0.219,0.548,0.377,2.134,m,SINGLE,2022-08-18 15:28:45.0 UTC+06:00,2022-08-18 15:28:56.1 UTC+06:00,12,1.2,,,,,,,,Global CS
E32,,,,,78.07417301,41.81158120,3524.555,0.321,0.230,0.526,0.395,2.134,m,SINGLE,2022-08-18 15:29:09.0 UTC+06:00,2022-08-18 15:29:20.0 UTC+06:00,12,1.2,,,,,,,,Global CS
E33,,,,,78.07419507,41.81157132,3524.492,0.294,0.211,0.522,0.361,2.134,m,SINGLE,2022-08-18 15:29:33.0 UTC+06:00,2022-08-18 15:29:44.0 UTC+06:00,12,1.2,,,,,,,,Global CS
E34,,,,,78.07421239,41.81156197,3524.710,0.301,0.226,0.532,0.376,2.134,m,SINGLE,2022-08-18 15:29:55.0 UTC+06:00,2022-08-18 15:30:05.1 UTC+06:00,11,1.2,,,,,,,,Global CS
E35,,,,,78.07422971,41.81155299,3524.438,,,,,2.134,m,SINGLE,2022-08-18 15:30:18.1 UTC+06:00,2022-08-18 15:30:18.1 UTC+06:00,1,1.2,,,,,,,,Global CS
E36,,,,,78.07424625,41.81154729,3524.138,0.315,0.212,0.523,0.380,2.134,m,SINGLE,2022-08-18 15:30:40.1 UTC+06:00,2022-08-18 15:30:43.0 UTC+06:00,4,1.2,,,,,,,,Global CS
E37,,,,,78.07427049,41.81153625,3524.255,0.347,0.253,0.543,0.429,2.134,m,SINGLE,2022-08-18 15:30:56.0 UTC+06:00,2022-08-18 15:31:07.1 UTC+06:00,12,1.2,,,,,,,,Global CS
E38,,,,,78.07429666,41.81152491,3524.442,0.324,0.221,0.540,0.392,2.134,m,SINGLE,2022-08-18 15:31:21.1 UTC+06:00,2022-08-18 15:31:32.1 UTC+06:00,12,1.2,,,,,,,,Global CS
E39,,,,,78.07431865,41.81151666,3524.505,0.332,0.241,0.552,0.411,2.134,m,SINGLE,2022-08-18 15:31:44.1 UTC+06:00,2022-08-18 15:31:55.1 UTC+06:00,12,1.3,,,,,,,,Global CS
E40,,,,,78.07433666,41.81150584,3524.533,0.311,0.228,0.546,0.386,2.134,m,SINGLE,2022-08-18 15:32:08.1 UTC+06:00,2022-08-18 15:32:18.1 UTC+06:00,11,1.2,,,,,,,,Global CS
E41,,,,,78.07435885,41.81149535,3525.015,0.345,0.229,0.535,0.414,2.134,m,SINGLE,2022-08-18 15:32:32.1 UTC+06:00,2022-08-18 15:32:42.1 UTC+06:00,11,1.2,,,,,,,,Global CS
E42,,,,,78.07438094,41.81148703,3524.792,0.317,0.214,0.519,0.383,2.134,m,SINGLE,2022-08-18 15:32:53.1 UTC+06:00,2022-08-18 15:33:03.1 UTC+06:00,11,1.2,,,,,,,,Global CS
E43,,,,,78.07440190,41.81148021,3524.745,0.296,0.222,0.544,0.370,2.134,m,SINGLE,2022-08-18 15:33:20.1 UTC+06:00,2022-08-18 15:33:30.1 UTC+06:00,11,1.2,,,,,,,,Global CS
E44,,,,,78.07441920,41.81147154,3524.892,0.301,0.207,0.515,0.365,2.134,m,SINGLE,2022-08-18 15:33:43.1 UTC+06:00,2022-08-18 15:33:54.1 UTC+06:00,12,1.2,,,,,,,,Global CS
E45,,,,,78.07443804,41.81146397,3524.329,0.309,0.213,0.515,0.375,2.134,m,SINGLE,2022-08-18 15:34:09.1 UTC+06:00,2022-08-18 15:34:19.1 UTC+06:00,11,1.2,,,,,,,,Global CS
E46,,,,,78.07445866,41.81145588,3524.618,0.299,0.209,0.534,0.365,2.134,m,SINGLE,2022-08-18 15:34:31.1 UTC+06:00,2022-08-18 15:34:42.1 UTC+06:00,12,1.1,,,,,,,,Global CS
E47,,,,,78.07447986,41.81144823,3524.846,0.335,0.229,0.558,0.406,2.134,m,SINGLE,2022-08-18 15:34:56.1 UTC+06:00,2022-08-18 15:35:06.1 UTC+06:00,11,1.1,,,,,,,,Global CS
E48,,,,,78.07450042,41.81143812,3524.287,0.348,0.231,0.539,0.418,2.134,m,SINGLE,2022-08-18 15:35:18.1 UTC+06:00,2022-08-18 15:35:28.1 UTC+06:00,11,1.1,,,,,,,,Global CS
