Name,Easting,Northing,Elevation,Description,Longitude,Latitude,Ellipsoidal height,Easting RMS,Northing RMS,Elevation RMS,Lateral RMS,Antenna height,Antenna height units,Solution status,Averaging start,Averaging end,Samples,PDOP,Base easting,Base northing,Base elevation,Base longitude,Base latitude,Base ellipsoidal height,Baseline,CS name
1,,,,,71.57103704,39.64662303,3799.555,0.012,0.013,0.011,0.018,1.504,m,FIX,2022-07-24 10:01:43.1 UTC+06:00,2022-07-24 10:01:48.1 UTC+06:00,6,1.1,,,,71.57103487,39.6466398,3798.977,2.804,Global CS
2,,,,,71.57103698,39.64662303,3799.561,0.01,0.011,0.012,0.015,1.504,m,FIX,2022-07-24 10:01:51.1 UTC+06:00,2022-07-24 10:01:56.1 UTC+06:00,6,1.1,,,,71.57103487,39.6466398,3798.977,2.804,Global CS
3,,,,,71.57101617,39.64658201,3800.684,0.012,0.012,0.01,0.016,1.504,m,FIX,2022-07-24 10:02:35.1 UTC+06:00,2022-07-24 10:02:40.1 UTC+06:00,6,1.1,,,,71.57103487,39.6466398,3798.977,7.356,Global CS
4,,,,,71.57098744,39.64654624,3801.84,0.012,0.017,0.011,0.02,1.504,m,FIX,2022-07-24 10:03:02.1 UTC+06:00,2022-07-24 10:03:08.1 UTC+06:00,7,1.1,,,,71.57103487,39.6466398,3798.977,11.992,Global CS
5,,,,,71.5709572,39.64650838,3802.745,0.011,0.012,0.01,0.016,1.504,m,FIX,2022-07-24 10:03:26.1 UTC+06:00,2022-07-24 10:03:32.1 UTC+06:00,7,1.1,,,,71.57103487,39.6466398,3798.977,16.889,Global CS
6,,,,,71.57093611,39.64646776,3804.075,0.01,0.013,0.011,0.017,1.504,m,FIX,2022-07-24 10:04:14.1 UTC+06:00,2022-07-24 10:04:20.1 UTC+06:00,7,1.1,,,,71.57103487,39.6466398,3798.977,21.935,Global CS
7,,,,,71.57091171,39.64642928,3805,0.011,0.012,0.012,0.016,1.504,m,FIX,2022-07-24 10:04:47.1 UTC+06:00,2022-07-24 10:04:53.1 UTC+06:00,7,1.1,,,,71.57103487,39.6466398,3798.977,26.759,Global CS
8,,,,,71.57088417,39.64638917,3805.904,0.01,0.011,0.012,0.015,1.504,m,FIX,2022-07-24 10:05:41.1 UTC+06:00,2022-07-24 10:05:47.1 UTC+06:00,7,1.1,,,,71.57103487,39.6466398,3798.977,31.841,Global CS
9,,,,,71.57085885,39.64635056,3807.233,0.013,0.011,0.01,0.017,1.504,m,FIX,2022-07-24 10:06:09.1 UTC+06:00,2022-07-24 10:06:15.1 UTC+06:00,7,1.1,,,,71.57103487,39.6466398,3798.977,36.823,Global CS
10,,,,,71.57083204,39.64631295,3808.012,0.012,0.012,0.012,0.017,1.504,m,FIX,2022-07-24 10:06:34.1 UTC+06:00,2022-07-24 10:06:39.1 UTC+06:00,6,1.1,,,,71.57103487,39.6466398,3798.977,41.618,Global CS
11,,,,,71.57080992,39.64627158,3810.024,0.011,0.011,0.01,0.015,1.504,m,FIX,2022-07-24 10:07:06.1 UTC+06:00,2022-07-24 10:07:11.1 UTC+06:00,6,1.1,,,,71.57103487,39.6466398,3798.977,46.948,Global CS
12,,,,,71.57078539,39.64623366,3810.707,0.014,0.013,0.011,0.019,1.504,m,FIX,2022-07-24 10:07:30.1 UTC+06:00,2022-07-24 10:07:35.1 UTC+06:00,6,1.1,,,,71.57103487,39.6466398,3798.977,51.669,Global CS
13,,,,,71.57075856,39.64619463,3811.253,0.011,0.011,0.011,0.015,1.504,m,FIX,2022-07-24 10:07:52.1 UTC+06:00,2022-07-24 10:07:57.1 UTC+06:00,6,1.1,,,,71.57103487,39.6466398,3798.977,56.559,Global CS
14,,,,,71.57073464,39.64615249,3812.446,0.014,0.012,0.011,0.018,1.504,m,FIX,2022-07-24 10:08:15.1 UTC+06:00,2022-07-24 10:08:20.1 UTC+06:00,6,1.1,,,,71.57103487,39.6466398,3798.977,61.791,Global CS
15,,,,,71.57071411,39.64611397,3813.726,0.011,0.01,0.012,0.015,1.504,m,FIX,2022-07-24 10:08:41.1 UTC+06:00,2022-07-24 10:08:46.1 UTC+06:00,6,1.1,,,,71.57103487,39.6466398,3798.977,66.595,Global CS
16,,,,,71.57069234,39.64607285,3815.022,0.016,0.012,0.011,0.02,1.504,m,FIX,2022-07-24 10:09:21.1 UTC+06:00,2022-07-24 10:09:26.1 UTC+06:00,6,1.1,,,,71.57103487,39.6466398,3798.977,71.687,Global CS
17,,,,,71.57066921,39.64603116,3815.425,0.012,0.011,0.01,0.016,1.504,m,FIX,2022-07-24 10:09:46.1 UTC+06:00,2022-07-24 10:09:51.1 UTC+06:00,6,1.1,,,,71.57103487,39.6466398,3798.977,76.683,Global CS
18,,,,,71.57064108,39.64599338,3816.186,0.013,0.017,0.011,0.021,1.504,m,FIX,2022-07-24 10:10:28.1 UTC+06:00,2022-07-24 10:10:33.1 UTC+06:00,6,1.1,,,,71.57103487,39.6466398,3798.977,81.55,Global CS
19,,,,,71.57062257,39.6459521,3816.29,0.01,0.012,0.01,0.016,1.504,m,FIX,2022-07-24 10:10:52.1 UTC+06:00,2022-07-24 10:10:57.2 UTC+06:00,6,1.1,,,,71.57103487,39.6466398,3798.977,86.279,Global CS
20,,,,,71.5706014,39.64590965,3816.577,0.011,0.012,0.011,0.016,1.504,m,FIX,2022-07-24 10:11:17.1 UTC+06:00,2022-07-24 10:11:23.2 UTC+06:00,7,1.1,,,,71.57103487,39.6466398,3798.977,91.269,Global CS
21,,,,,71.57057793,39.64587033,3817.378,0.011,0.011,0.011,0.015,1.504,m,FIX,2022-07-24 10:11:43.1 UTC+06:00,2022-07-24 10:11:49.1 UTC+06:00,7,1.1,,,,71.57103487,39.6466398,3798.977,96.14,Global CS
22,,,,,71.57056273,39.64582676,3817.924,0.011,0.01,0.012,0.015,1.504,m,FIX,2022-07-24 10:12:03.2 UTC+06:00,2022-07-24 10:12:09.2 UTC+06:00,7,1.1,,,,71.57103487,39.6466398,3798.977,101.102,Global CS
23,,,,,71.5705417,39.6457841,3818.532,0.011,0.013,0.01,0.017,1.504,m,FIX,2022-07-24 10:12:24.1 UTC+06:00,2022-07-24 10:12:29.2 UTC+06:00,6,1.1,,,,71.57103487,39.6466398,3798.977,106.189,Global CS
24,,,,,71.57052502,39.64574252,3819.176,0.013,0.014,0.01,0.019,1.504,m,FIX,2022-07-24 10:12:47.2 UTC+06:00,2022-07-24 10:12:53.1 UTC+06:00,7,1.1,,,,71.57103487,39.6466398,3798.977,111.007,Global CS
25,,,,,71.57050554,39.64570073,3819.584,0.011,0.014,0.01,0.018,1.504,m,FIX,2022-07-24 10:13:12.1 UTC+06:00,2022-07-24 10:13:17.2 UTC+06:00,6,1.1,,,,71.57103487,39.6466398,3798.977,115.918,Global CS
26,,,,,71.57049964,39.64565137,3820.522,0.012,0.011,0.011,0.016,1.504,m,FIX,2022-07-24 10:13:40.1 UTC+06:00,2022-07-24 10:13:45.2 UTC+06:00,6,1.1,,,,71.57103487,39.6466398,3798.977,121.256,Global CS
27,,,,,71.57048532,39.6456104,3821.612,0.012,0.014,0.01,0.019,1.504,m,FIX,2022-07-24 10:14:05.2 UTC+06:00,2022-07-24 10:14:11.2 UTC+06:00,7,1.1,,,,71.57103487,39.6466398,3798.977,126.062,Global CS
28,,,,,71.57047052,39.64556811,3822.613,0.011,0.013,0.01,0.017,1.504,m,FIX,2022-07-24 10:14:36.1 UTC+06:00,2022-07-24 10:14:41.2 UTC+06:00,6,1.1,,,,71.57103487,39.6466398,3798.977,130.989,Global CS
29,,,,,71.57045564,39.64552472,3822.803,0.02,0.011,0.011,0.023,1.504,m,FIX,2022-07-24 10:15:16.1 UTC+06:00,2022-07-24 10:15:21.2 UTC+06:00,6,1.1,,,,71.57103487,39.6466398,3798.977,135.88,Global CS
30,,,,,71.5704405,39.64548172,3823.308,0.01,0.01,0.01,0.015,1.504,m,FIX,2022-07-24 10:15:38.1 UTC+06:00,2022-07-24 10:15:43.2 UTC+06:00,6,1.1,,,,71.57103487,39.6466398,3798.977,140.799,Global CS
31,,,,,71.57043165,39.64543585,3823.501,0.01,0.011,0.01,0.015,1.504,m,FIX,2022-07-24 10:16:01.2 UTC+06:00,2022-07-24 10:16:07.2 UTC+06:00,7,1.1,,,,71.57103487,39.6466398,3798.977,145.778,Global CS
32,,,,,71.57041558,39.6453918,3823.667,0.01,0.012,0.012,0.016,1.504,m,FIX,2022-07-24 10:16:36.1 UTC+06:00,2022-07-24 10:16:41.2 UTC+06:00,6,1.1,,,,71.57103487,39.6466398,3798.977,150.793,Global CS
33,,,,,71.57040523,39.64535151,3824.079,0.011,0.011,0.011,0.015,1.504,m,FIX,2022-07-24 10:17:08.1 UTC+06:00,2022-07-24 10:17:13.2 UTC+06:00,6,1.1,,,,71.57103487,39.6466398,3798.977,155.294,Global CS
34,,,,,71.57039813,39.64530446,3823.959,0.011,0.011,0.013,0.015,1.504,m,FIX,2022-07-24 10:17:36.1 UTC+06:00,2022-07-24 10:17:41.2 UTC+06:00,6,1.1,,,,71.57103487,39.6466398,3798.977,160.305,Global CS
35,,,,,71.57038775,39.64526161,3823.938,0.011,0.014,0.013,0.018,1.504,m,FIX,2022-07-24 10:18:01.2 UTC+06:00,2022-07-24 10:18:07.2 UTC+06:00,7,1.1,,,,71.57103487,39.6466398,3798.977,165.025,Global CS
36,,,,,71.57038355,39.64521752,3823.966,0.01,0.011,0.01,0.015,1.504,m,FIX,2022-07-24 10:18:36.1 UTC+06:00,2022-07-24 10:18:41.2 UTC+06:00,6,1.1,,,,71.57103487,39.6466398,3798.977,169.704,Global CS
37,,,,,71.57037437,39.64517288,3824.367,0.011,0.011,0.011,0.015,1.504,m,FIX,2022-07-24 10:19:21.2 UTC+06:00,2022-07-24 10:19:27.2 UTC+06:00,7,1.1,,,,71.57103487,39.6466398,3798.977,174.644,Global CS
38,,,,,71.57037053,39.64512647,3824.266,0.011,0.011,0.01,0.016,1.504,m,FIX,2022-07-24 10:19:47.2 UTC+06:00,2022-07-24 10:19:53.1 UTC+06:00,7,1.1,,,,71.57103487,39.6466398,3798.977,179.553,Global CS
39,,,,,71.57037246,39.64508126,3824.299,0.01,0.011,0.01,0.015,1.504,m,FIX,2022-07-24 10:20:37.1 UTC+06:00,2022-07-24 10:20:43.1 UTC+06:00,7,1.1,,,,71.57103487,39.6466398,3798.977,184.218,Global CS
40,,,,,71.57036765,39.64503695,3824.453,0.011,0.011,0.011,0.016,1.504,m,FIX,2022-07-24 10:21:27.1 UTC+06:00,2022-07-24 10:21:33.1 UTC+06:00,7,1.1,,,,71.57103487,39.6466398,3798.977,188.998,Global CS
41,,,,,71.57037277,39.64499409,3824.528,0.011,0.012,0.01,0.017,1.504,m,FIX,2022-07-24 10:21:58.1 UTC+06:00,2022-07-24 10:22:03.1 UTC+06:00,6,1.1,,,,71.57103487,39.6466398,3798.977,193.362,Global CS
