Name,Code,Easting,Northing,Elevation,Description,Longitude,Latitude,Ellipsoidal height,Origin,Easting RMS,Northing RMS,Elevation RMS,Lateral RMS,Antenna height,Antenna height units,Solution status,Averaging start,Averaging end,Samples,PDOP,GDOP,Base easting,Base northing,Base elevation,Base longitude,Base latitude,Base ellipsoidal height,Baseline,Mount point,CS name,GPS Satellites,GLONASS Satellites,Galileo Satellites,BeiDou Satellites,QZSS Satellites
1,,728596.985,4636060.439,3741.943,5pr._1,77.75338861,41.84344894,3741.943,Global,0.46,0.39,0.86,0.603,1.934,m,SINGLE,2024-08-19 13:28:15.8 UTC+06:00,2024-08-19 13:28:15.8 UTC+06:00,1,1,1.2,,,,,,,,,WGS 84 / UTM zone 43N,,,,,
2,,728595.774,4636065.232,3742.108,5pr._2,77.75337588,41.84349241,3742.108,Global,0.44,0.38,0.82,0.581,1.934,m,SINGLE,2024-08-19 13:28:29.8 UTC+06:00,2024-08-19 13:28:29.8 UTC+06:00,1,1,1.2,,,,,,,,,WGS 84 / UTM zone 43N,,,,,
3,,728594.013,4636070.413,3741.869,5pr._3,77.7533567,41.84353952,3741.869,Global,0.43,0.37,0.8,0.567,1.934,m,SINGLE,2024-08-19 13:28:40.8 UTC+06:00,2024-08-19 13:28:40.8 UTC+06:00,1,1,1.2,,,,,,,,,WGS 84 / UTM zone 43N,,,,,
4,,728592.505,4636075.056,3742.2,5pr._4,77.75334034,41.84358173,3742.2,Global,0.44,0.38,0.82,0.581,1.934,m,SINGLE,2024-08-19 13:29:01.9 UTC+06:00,2024-08-19 13:29:01.9 UTC+06:00,1,1,1.2,,,,,,,,,WGS 84 / UTM zone 43N,,,,,
5,,728591.331,4636080.234,3742.004,5pr._5,77.75332821,41.84362866,3742.004,Global,0.44,0.38,0.82,0.581,1.934,m,SINGLE,2024-08-19 13:29:10.8 UTC+06:00,2024-08-19 13:29:10.8 UTC+06:00,1,1,1.2,,,,,,,,,WGS 84 / UTM zone 43N,,,,,
6,,728589.878,4636084.705,3743.3,5pr._6,77.75331247,41.8436693,3743.3,Global,1.4,1.4,1.5,1.98,1.934,m,SINGLE,2024-08-19 13:29:19.8 UTC+06:00,2024-08-19 13:29:19.8 UTC+06:00,1,1.2,1.4,,,,,,,,,WGS 84 / UTM zone 43N,,,,,
7,,728588.586,4636089.112,3743.28,5pr._7,77.75329862,41.84370932,3743.28,Global,0.77,0.78,1.2,1.096,1.934,m,SINGLE,2024-08-19 13:29:27.8 UTC+06:00,2024-08-19 13:29:27.8 UTC+06:00,1,1.2,1.4,,,,,,,,,WGS 84 / UTM zone 43N,,,,,
8,,728587.236,4636093.955,3743.504,5pr._8,77.75328424,41.84375328,3743.504,Global,0.57,0.58,1,0.813,1.934,m,SINGLE,2024-08-19 13:29:36.8 UTC+06:00,2024-08-19 13:29:36.8 UTC+06:00,1,1.2,1.4,,,,,,,,,WGS 84 / UTM zone 43N,,,,,
9,,728586.061,4636098.461,3743.569,5pr._9,77.75327185,41.84379416,3743.569,Global,0.48,0.49,0.95,0.686,1.934,m,SINGLE,2024-08-19 13:29:45.8 UTC+06:00,2024-08-19 13:29:45.8 UTC+06:00,1,1.2,1.4,,,,,,,,,WGS 84 / UTM zone 43N,,,,,
10,,728584.72,4636102.92,3744.145,5pr._10,77.75325744,41.84383465,3744.145,Global,0.43,0.45,0.89,0.622,1.934,m,SINGLE,2024-08-19 13:29:55.8 UTC+06:00,2024-08-19 13:29:55.8 UTC+06:00,1,1.2,1.4,,,,,,,,,WGS 84 / UTM zone 43N,,,,,
11,,728583.708,4636107.616,3744.415,5pr._11,77.75324707,41.8438772,3744.415,Global,0.41,0.42,0.85,0.587,1.934,m,SINGLE,2024-08-19 13:30:04.8 UTC+06:00,2024-08-19 13:30:04.8 UTC+06:00,1,1.2,1.4,,,,,,,,,WGS 84 / UTM zone 43N,,,,,
12,,728582.454,4636112.111,3744.719,5pr._12,77.75323372,41.843918,3744.719,Global,0.4,0.4,0.83,0.566,1.934,m,SINGLE,2024-08-19 13:30:13.8 UTC+06:00,2024-08-19 13:30:13.8 UTC+06:00,1,1.2,1.4,,,,,,,,,WGS 84 / UTM zone 43N,,,,,
13,,728580.803,4636117.072,3744.818,5pr._13,77.75321577,41.84396311,3744.818,Global,0.39,0.39,0.82,0.552,1.934,m,SINGLE,2024-08-19 13:30:23.9 UTC+06:00,2024-08-19 13:30:23.9 UTC+06:00,1,1.3,1.5,,,,,,,,,WGS 84 / UTM zone 43N,,,,,
14,,728579.263,4636121.875,3744.79,5pr._14,77.7531991,41.84400676,3744.79,Global,0.4,0.39,0.82,0.559,1.934,m,SINGLE,2024-08-19 13:30:33.9 UTC+06:00,2024-08-19 13:30:33.9 UTC+06:00,1,1.3,1.5,,,,,,,,,WGS 84 / UTM zone 43N,,,,,
15,,728577.953,4636126.984,3745.056,5pr._15,77.75318531,41.8440531,3745.056,Global,0.42,0.39,0.83,0.573,1.934,m,SINGLE,2024-08-19 13:30:44.8 UTC+06:00,2024-08-19 13:30:44.8 UTC+06:00,1,1.3,1.5,,,,,,,,,WGS 84 / UTM zone 43N,,,,,
16,,728576.409,4636132.008,3744.919,5pr._16,77.75316867,41.84409874,3744.919,Global,0.41,0.38,0.82,0.559,1.934,m,SINGLE,2024-08-19 13:30:52.8 UTC+06:00,2024-08-19 13:30:52.8 UTC+06:00,1,1.3,1.5,,,,,,,,,WGS 84 / UTM zone 43N,,,,,
17,,728575.165,4636137.394,3744.806,5pr._17,77.75315579,41.84414756,3744.806,Global,0.4,0.38,0.81,0.552,1.934,m,SINGLE,2024-08-19 13:31:01.8 UTC+06:00,2024-08-19 13:31:01.8 UTC+06:00,1,1.3,1.5,,,,,,,,,WGS 84 / UTM zone 43N,,,,,
18,,728574.174,4636141.959,3744.716,5pr._18,77.75314563,41.84418891,3744.716,Global,0.39,0.38,0.8,0.545,1.934,m,SINGLE,2024-08-19 13:31:10.9 UTC+06:00,2024-08-19 13:31:10.9 UTC+06:00,1,1.3,1.5,,,,,,,,,WGS 84 / UTM zone 43N,,,,,
19,,728572.368,4636146.692,3744.733,5pr._19,77.75312572,41.84423201,3744.733,Global,0.39,0.37,0.8,0.538,1.934,m,SINGLE,2024-08-19 13:31:20.9 UTC+06:00,2024-08-19 13:31:20.9 UTC+06:00,1,1.3,1.5,,,,,,,,,WGS 84 / UTM zone 43N,,,,,
20,,728570.9,4636151.213,3744.82,5pr._20,77.7531098,41.84427311,3744.82,Global,0.38,0.37,0.79,0.53,1.934,m,SINGLE,2024-08-19 13:31:30.9 UTC+06:00,2024-08-19 13:31:30.9 UTC+06:00,1,1.3,1.5,,,,,,,,,WGS 84 / UTM zone 43N,,,,,
21,,728569.399,4636155.694,3744.625,5pr._21,77.75309347,41.84431386,3744.625,Global,0.38,0.37,0.79,0.53,1.934,m,SINGLE,2024-08-19 13:31:40.0 UTC+06:00,2024-08-19 13:31:40.0 UTC+06:00,1,1.3,1.5,,,,,,,,,WGS 84 / UTM zone 43N,,,,,
