Name,Easting,Northing,Elevation,Description,Longitude,Latitude,Ellipsoidal height,Easting RMS,Northing RMS,Elevation RMS,Lateral RMS,Antenna height,Antenna height units,Solution status,Averaging start,Averaging end,Samples,PDOP,Base easting,Base northing,Base elevation,Base longitude,Base latitude,Base ellipsoidal height,Baseline,CS name
E1,,,,,78.08482944,41.80030879,3544.400,0.564,0.448,1.107,0.720,2.134,m,SINGLE,2022-08-19 11:41:01.0 UTC+06:00,2022-08-19 11:41:12.0 UTC+06:00,12,1.2,,,,,,,,Global CS
E2,,,,,78.08485270,41.80030093,3544.393,0.551,0.435,1.100,0.702,2.134,m,SINGLE,2022-08-19 11:41:22.0 UTC+06:00,2022-08-19 11:41:33.0 UTC+06:00,12,1.2,,,,,,,,Global CS
E3,,,,,78.08487933,41.80029362,3544.731,0.550,0.430,1.100,0.698,2.134,m,SINGLE,2022-08-19 11:41:41.0 UTC+06:00,2022-08-19 11:41:51.0 UTC+06:00,11,1.2,,,,,,,,Global CS
E4,,,,,78.08490483,41.80028570,3545.338,0.498,0.385,1.030,0.630,2.134,m,SINGLE,2022-08-19 11:41:58.0 UTC+06:00,2022-08-19 11:42:09.0 UTC+06:00,12,1.2,,,,,,,,Global CS
E5,,,,,78.08492715,41.80027424,3545.998,0.516,0.406,1.000,0.657,2.134,m,SINGLE,2022-08-19 11:42:18.0 UTC+06:00,2022-08-19 11:42:29.0 UTC+06:00,12,1.2,,,,,,,,Global CS
E6,,,,,78.08494804,41.80026544,3546.106,0.521,0.423,1.100,0.671,2.134,m,SINGLE,2022-08-19 11:42:42.0 UTC+06:00,2022-08-19 11:42:52.0 UTC+06:00,11,1.2,,,,,,,,Global CS
E7,,,,,78.08496482,41.80025802,3546.509,0.528,0.435,1.101,0.684,2.134,m,SINGLE,2022-08-19 11:43:00.1 UTC+06:00,2022-08-19 11:43:11.0 UTC+06:00,12,1.1,,,,,,,,Global CS
E8,,,,,78.08498409,41.80025101,3546.663,0.534,0.441,1.100,0.692,2.134,m,SINGLE,2022-08-19 11:43:19.0 UTC+06:00,2022-08-19 11:43:30.1 UTC+06:00,12,1.1,,,,,,,,Global CS
E9,,,,,78.08501013,41.80024439,3547.005,0.537,0.441,1.101,0.695,2.134,m,SINGLE,2022-08-19 11:43:39.0 UTC+06:00,2022-08-19 11:43:49.0 UTC+06:00,11,1.1,,,,,,,,Global CS
E10,,,,,78.08502892,41.80023659,3546.703,0.523,0.430,1.100,0.677,2.134,m,SINGLE,2022-08-19 11:43:58.0 UTC+06:00,2022-08-19 11:44:09.0 UTC+06:00,12,1.1,,,,,,,,Global CS
