Name,Easting,Northing,Elevation,Description,Longitude,Latitude,Ellipsoidal height,Easting RMS,Northing RMS,Elevation RMS,Lateral RMS,Antenna height,Antenna height units,Solution status,Averaging start,Averaging end,Samples,PDOP,Base easting,Base northing,Base elevation,Base longitude,Base latitude,Base ellipsoidal height,Baseline,CS name
34,,,,,71.58418676,39.65201179,3867.97,0.028,0.014,0.011,0.031,2.134,m,FIX,2022-07-26 11:48:25.2 UTC+06:00,2022-07-26 11:48:31.2 UTC+06:00,7,1.4,,,,71.58390014,39.65183881,3870.069,31.252,Global CS
35,,,,,71.58424049,39.65202735,3867.652,0.011,0.012,0.01,0.017,2.134,m,FIX,2022-07-26 11:49:01.2 UTC+06:00,2022-07-26 11:49:07.2 UTC+06:00,7,1.5,,,,71.58390014,39.65183881,3870.069,35.96,Global CS
36,,,,,71.58429389,39.65204514,3867.443,0.012,0.012,0.011,0.018,2.134,m,FIX,2022-07-26 11:49:26.2 UTC+06:00,2022-07-26 11:49:31.2 UTC+06:00,6,1.5,,,,71.58390014,39.65183881,3870.069,40.85,Global CS
37,,,,,71.58434724,39.65206352,3867.297,0.01,0.01,0.011,0.015,2.134,m,FIX,2022-07-26 11:49:49.2 UTC+06:00,2022-07-26 11:49:55.2 UTC+06:00,7,1.5,,,,71.58390014,39.65183881,3870.069,45.801,Global CS
38,,,,,71.58440179,39.65207886,3867.048,0.01,0.012,0.01,0.016,2.134,m,FIX,2022-07-26 11:50:10.2 UTC+06:00,2022-07-26 11:50:15.2 UTC+06:00,6,1.5,,,,71.58390014,39.65183881,3870.069,50.676,Global CS
39,,,,,71.58445738,39.65209431,3867.238,0.011,0.011,0.011,0.016,2.134,m,FIX,2022-07-26 11:50:29.2 UTC+06:00,2022-07-26 11:50:35.2 UTC+06:00,7,1.5,,,,71.58390014,39.65183881,3870.069,55.64,Global CS
40,,,,,71.5845109,39.65211024,3866.913,0.01,0.011,0.011,0.015,2.134,m,FIX,2022-07-26 11:50:57.2 UTC+06:00,2022-07-26 11:51:03.2 UTC+06:00,7,1.5,,,,71.58390014,39.65183881,3870.069,60.513,Global CS
41,,,,,71.58456582,39.65212629,3867.166,0.01,0.012,0.011,0.016,2.134,m,FIX,2022-07-26 11:51:19.2 UTC+06:00,2022-07-26 11:51:25.2 UTC+06:00,7,1.5,,,,71.58390014,39.65183881,3870.069,65.486,Global CS
42,,,,,71.58461972,39.65214288,3867.717,0.01,0.014,0.011,0.017,2.134,m,FIX,2022-07-26 11:51:48.2 UTC+06:00,2022-07-26 11:51:53.2 UTC+06:00,6,1.5,,,,71.58390014,39.65183881,3870.069,70.43,Global CS
43,,,,,71.58467194,39.65215857,3868.648,0.011,0.014,0.011,0.018,2.134,m,FIX,2022-07-26 11:52:13.2 UTC+06:00,2022-07-26 11:52:19.2 UTC+06:00,7,1.5,,,,71.58390014,39.65183881,3870.069,75.199,Global CS
44,,,,,71.5847213,39.65217355,3870.67,0.01,0.011,0.011,0.015,2.134,m,FIX,2022-07-26 11:52:58.2 UTC+06:00,2022-07-26 11:53:03.2 UTC+06:00,6,1.5,,,,71.58390014,39.65183881,3870.069,79.772,Global CS
45,,,,,71.58477536,39.65218882,3871.688,0.012,0.01,0.01,0.016,2.134,m,FIX,2022-07-26 11:53:23.2 UTC+06:00,2022-07-26 11:53:29.2 UTC+06:00,7,1.5,,,,71.58390014,39.65183881,3870.069,84.714,Global CS
46,,,,,71.58482265,39.65221191,3872.735,0.011,0.011,0.011,0.015,2.134,m,FIX,2022-07-26 11:53:49.2 UTC+06:00,2022-07-26 11:53:55.2 UTC+06:00,7,1.5,,,,71.58390014,39.65183881,3870.069,89.549,Global CS
47,,,,,71.58487109,39.65223371,3873.802,0.011,0.012,0.011,0.016,2.134,m,FIX,2022-07-26 11:54:20.2 UTC+06:00,2022-07-26 11:54:25.2 UTC+06:00,6,1.4,,,,71.58390014,39.65183881,3870.069,94.407,Global CS
