Name,Code,Easting,Northing,Elevation,Description,Longitude,Latitude,Ellipsoidal height,Origin,Easting RMS,Northing RMS,Elevation RMS,Lateral RMS,Antenna height,Antenna height units,Solution status,Averaging start,Averaging end,Samples,PDOP,GDOP,Base easting,Base northing,Base elevation,Base longitude,Base latitude,Base ellipsoidal height,Baseline,Mount point,CS name,GPS Satellites,GLONASS Satellites,Galileo Satellites,BeiDou Satellites,QZSS Satellites
11,,731949.027,4635770.041,3740.543,6pr._11,77.79360335,41.83986189,3740.543,Global,0.42,0.36,0.85,0.553,1.934,m,SINGLE,2024-08-19 14:48:05.0 UTC+06:00,2024-08-19 14:48:05.0 UTC+06:00,1,1.3,1.5,,,,,,,,,WGS 84 / UTM zone 43N,,,,,
12,,731944.592,4635767.847,3740.221,6pr._12,77.79354913,41.83984344,3740.221,Global,0.41,0.36,0.85,0.546,1.934,m,SINGLE,2024-08-19 14:48:20.0 UTC+06:00,2024-08-19 14:48:20.0 UTC+06:00,1,1.3,1.5,,,,,,,,,WGS 84 / UTM zone 43N,,,,,
13,,731940.672,4635765.7,3740.358,6pr._13,77.79350114,41.83982528,3740.358,Global,0.41,0.36,0.85,0.546,1.934,m,SINGLE,2024-08-19 14:48:28.0 UTC+06:00,2024-08-19 14:48:28.0 UTC+06:00,1,1.3,1.5,,,,,,,,,WGS 84 / UTM zone 43N,,,,,
14,,731936.452,4635763.685,3740.116,6pr._14,77.79344958,41.83980839,3740.116,Global,0.41,0.36,0.85,0.546,1.934,m,SINGLE,2024-08-19 14:48:39.0 UTC+06:00,2024-08-19 14:48:39.0 UTC+06:00,1,1.3,1.5,,,,,,,,,WGS 84 / UTM zone 43N,,,,,
15,,731932.07,4635761.129,3739.768,6pr._15,77.79339587,41.83978668,3739.768,Global,0.42,0.36,0.86,0.553,1.934,m,SINGLE,2024-08-19 14:48:47.0 UTC+06:00,2024-08-19 14:48:47.0 UTC+06:00,1,1.3,1.5,,,,,,,,,WGS 84 / UTM zone 43N,,,,,
16,,731927.67,4635758.311,3739.746,6pr._16,77.79334183,41.83976261,3739.746,Global,0.42,0.36,0.86,0.553,1.934,m,SINGLE,2024-08-19 14:48:55.0 UTC+06:00,2024-08-19 14:48:55.0 UTC+06:00,1,1.3,1.5,,,,,,,,,WGS 84 / UTM zone 43N,,,,,
17,,731923.282,4635755.676,3739.396,6pr._17,77.793288,41.83974019,3739.396,Global,0.42,0.36,0.87,0.553,1.934,m,SINGLE,2024-08-19 14:49:03.0 UTC+06:00,2024-08-19 14:49:03.0 UTC+06:00,1,1.3,1.5,,,,,,,,,WGS 84 / UTM zone 43N,,,,,
18,,731919.175,4635752.737,3739.272,6pr._18,77.79323745,41.83971496,3739.272,Global,0.43,0.36,0.88,0.561,1.934,m,SINGLE,2024-08-19 14:49:10.0 UTC+06:00,2024-08-19 14:49:10.0 UTC+06:00,1,1.4,1.7,,,,,,,,,WGS 84 / UTM zone 43N,,,,,
19,,731913.856,4635750.832,3739.158,6pr._19,77.79317272,41.83969937,3739.158,Global,1.8,1.5,1.6,2.343,1.934,m,SINGLE,2024-08-19 14:49:18.0 UTC+06:00,2024-08-19 14:49:18.0 UTC+06:00,1,1.3,1.5,,,,,,,,,WGS 84 / UTM zone 43N,,,,,
20,,731909.902,4635748.556,3738.133,6pr._20,77.79312426,41.83968006,3738.133,Global,0.78,0.65,1.2,1.015,1.934,m,SINGLE,2024-08-19 14:49:26.0 UTC+06:00,2024-08-19 14:49:26.0 UTC+06:00,1,1.3,1.5,,,,,,,,,WGS 84 / UTM zone 43N,,,,,
21,,731906.144,4635746.816,3738.113,6pr._21,77.79307837,41.83966551,3738.113,Global,0.49,0.43,0.9,0.652,1.934,m,SINGLE,2024-08-19 14:49:35.0 UTC+06:00,2024-08-19 14:49:35.0 UTC+06:00,1,1.3,1.5,,,,,,,,,WGS 84 / UTM zone 43N,,,,,
22,,731901.806,4635744.686,3737.631,6pr._22,77.79302535,41.83964761,3737.631,Global,0.4,0.35,0.78,0.532,1.934,m,SINGLE,2024-08-19 14:49:42.0 UTC+06:00,2024-08-19 14:49:42.0 UTC+06:00,1,1.3,1.5,,,,,,,,,WGS 84 / UTM zone 43N,,,,,
23,,731898.337,4635742.828,3738.848,6pr._23,77.79298289,41.83963191,3738.848,Global,0.34,0.29,0.68,0.447,1.934,m,SINGLE,2024-08-19 14:49:53.0 UTC+06:00,2024-08-19 14:49:53.0 UTC+06:00,1,1.3,1.5,,,,,,,,,WGS 84 / UTM zone 43N,,,,,
24,,731893.834,4635740.261,3739.231,6pr._24,77.79292771,41.83961014,3739.231,Global,0.31,0.26,0.62,0.405,1.934,m,SINGLE,2024-08-19 14:50:02.0 UTC+06:00,2024-08-19 14:50:02.0 UTC+06:00,1,1.3,1.5,,,,,,,,,WGS 84 / UTM zone 43N,,,,,
25,,731888.835,4635731.992,3728.427,6pr._25,77.79286434,41.83953721,3728.427,Global,0.018,0.014,0.033,0.023,1.934,m,FIX,2024-08-19 14:53:03.0 UTC+06:00,2024-08-19 14:53:03.0 UTC+06:00,1,1.4,1.6,728540.676,4631774.945,3824.264,77.75105896,41.80491059,3824.264,5186.086,,WGS 84 / UTM zone 43N,8,5,7,0,0
26,,731884.497,4635729.568,3728.633,6pr._26,77.79281119,41.83951667,3728.633,Global,0.019,0.013,0.029,0.023,1.934,m,FIX,2024-08-19 14:53:13.0 UTC+06:00,2024-08-19 14:53:13.0 UTC+06:00,1,1.4,1.6,728540.676,4631774.945,3824.264,77.75105896,41.80491059,3824.264,5181.429,,WGS 84 / UTM zone 43N,8,5,7,0,0
27,,731880.199,4635727.086,3728.832,6pr._27,77.79275852,41.83949561,3728.832,Global,0.02,0.013,0.03,0.024,1.934,m,FIX,2024-08-19 14:53:21.0 UTC+06:00,2024-08-19 14:53:21.0 UTC+06:00,1,1.4,1.6,728540.676,4631774.945,3824.264,77.75105896,41.80491059,3824.264,5176.756,,WGS 84 / UTM zone 43N,8,5,7,0,0
28,,731875.922,4635724.548,3729.175,6pr._28,77.79270607,41.83947402,3729.175,Global,0.021,0.012,0.029,0.024,1.934,m,FIX,2024-08-19 14:53:31.0 UTC+06:00,2024-08-19 14:53:31.0 UTC+06:00,1,1.4,1.6,728540.676,4631774.945,3824.264,77.75105896,41.80491059,3824.264,5172.049,,WGS 84 / UTM zone 43N,8,5,7,0,0
29,,731870.051,4635722.704,3734.45,6pr._29,77.79263472,41.83945916,3734.45,Global,0.74,0.61,1.4,0.959,1.934,m,SINGLE,2024-08-19 14:53:40.0 UTC+06:00,2024-08-19 14:53:40.0 UTC+06:00,1,1.3,1.5,,,,,,,,,WGS 84 / UTM zone 43N,,,,,
30,,731865.848,4635719.972,3734.246,6pr._30,77.79258308,41.83943581,3734.246,Global,0.39,0.3,0.73,0.492,1.934,m,SINGLE,2024-08-19 14:53:52.0 UTC+06:00,2024-08-19 14:53:52.0 UTC+06:00,1,1.3,1.6,,,,,,,,,WGS 84 / UTM zone 43N,,,,,
31,,731861.329,4635717.526,3734.478,6pr._31,77.79252777,41.83941512,3734.478,Global,0.33,0.26,0.64,0.42,1.934,m,SINGLE,2024-08-19 14:54:01.0 UTC+06:00,2024-08-19 14:54:01.0 UTC+06:00,1,1.3,1.6,,,,,,,,,WGS 84 / UTM zone 43N,,,,,
32,,731857.481,4635715.374,3734.974,6pr._32,77.79248064,41.83939689,3734.974,Global,0.32,0.25,0.6,0.406,1.934,m,SINGLE,2024-08-19 14:54:09.0 UTC+06:00,2024-08-19 14:54:09.0 UTC+06:00,1,1.3,1.6,,,,,,,,,WGS 84 / UTM zone 43N,,,,,
33,,731853.196,4635712.403,3734.987,6pr._33,77.79242792,41.83937141,3734.987,Global,0.31,0.24,0.59,0.392,1.934,m,SINGLE,2024-08-19 14:54:17.0 UTC+06:00,2024-08-19 14:54:17.0 UTC+06:00,1,1.3,1.6,,,,,,,,,WGS 84 / UTM zone 43N,,,,,
34,,731850.31,4635709.007,3729.7,6pr._34,77.79239188,41.83934171,3729.7,Global,0.01,0.01,0.011,0.014,1.934,m,FIX,2024-08-19 14:54:31.0 UTC+06:00,2024-08-19 14:54:31.0 UTC+06:00,1,1.3,1.6,728540.676,4631774.945,3824.264,77.75105896,41.80491059,3824.264,5143.647,,WGS 84 / UTM zone 43N,8,7,6,0,0
35,,731846.001,4635706.535,3729.752,6pr._35,77.79233907,41.83932073,3729.752,Global,0.01,0.01,0.017,0.014,1.934,m,FIX,2024-08-19 14:54:40.0 UTC+06:00,2024-08-19 14:54:40.0 UTC+06:00,1,1.3,1.6,728540.676,4631774.945,3824.264,77.75105896,41.80491059,3824.264,5138.979,,WGS 84 / UTM zone 43N,8,7,6,0,0
36,,731841.735,4635704.053,3729.847,6pr._36,77.79228677,41.83929965,3729.847,Global,0.015,0.01,0.027,0.018,1.934,m,FIX,2024-08-19 14:54:52.0 UTC+06:00,2024-08-19 14:54:52.0 UTC+06:00,1,1.4,1.7,728540.676,4631774.945,3824.264,77.75105896,41.80491059,3824.264,5134.332,,WGS 84 / UTM zone 43N,8,7,6,0,0
37,,731837.413,4635701.57,3729.921,6pr._37,77.79223381,41.83927858,3729.921,Global,0.012,0.01,0.023,0.016,1.934,m,FIX,2024-08-19 14:55:00.0 UTC+06:00,2024-08-19 14:55:00.0 UTC+06:00,1,1.3,1.6,728540.676,4631774.945,3824.264,77.75105896,41.80491059,3824.264,5129.649,,WGS 84 / UTM zone 43N,8,7,6,0,0
38,,731833.043,4635699.086,3729.817,6pr._38,77.79218026,41.83925751,3729.817,Global,0.018,0.013,0.032,0.022,1.934,m,FIX,2024-08-19 14:55:12.0 UTC+06:00,2024-08-19 14:55:12.0 UTC+06:00,1,1.3,1.6,728540.676,4631774.945,3824.264,77.75105896,41.80491059,3824.264,5124.938,,WGS 84 / UTM zone 43N,8,7,6,0,0
39,,731828.872,4635696.533,3729.902,6pr._39,77.7921291,41.83923577,3729.902,Global,0.01,0.01,0.021,0.014,1.934,m,FIX,2024-08-19 14:55:22.0 UTC+06:00,2024-08-19 14:55:22.0 UTC+06:00,1,1.3,1.6,728540.676,4631774.945,3824.264,77.75105896,41.80491059,3824.264,5120.3,,WGS 84 / UTM zone 43N,8,7,6,0,0
40,,731824.544,4635693.815,3729.831,6pr._40,77.79207596,41.83921258,3729.831,Global,0.012,0.01,0.029,0.016,1.934,m,FIX,2024-08-19 14:55:33.0 UTC+06:00,2024-08-19 14:55:33.0 UTC+06:00,1,1.3,1.6,728540.676,4631774.945,3824.264,77.75105896,41.80491059,3824.264,5115.436,,WGS 84 / UTM zone 43N,8,7,6,0,0
41,,731820.22,4635691.266,3729.733,6pr._41,77.79202294,41.83919091,3729.733,Global,0.011,0.01,0.025,0.015,1.934,m,FIX,2024-08-19 14:55:41.0 UTC+06:00,2024-08-19 14:55:41.0 UTC+06:00,1,1.3,1.6,728540.676,4631774.945,3824.264,77.75105896,41.80491059,3824.264,5110.707,,WGS 84 / UTM zone 43N,8,7,6,0,0
42,,731815.968,4635688.738,3729.72,6pr._42,77.7919708,41.83916942,3729.72,Global,0.016,0.013,0.035,0.021,1.934,m,FIX,2024-08-19 14:55:50.0 UTC+06:00,2024-08-19 14:55:50.0 UTC+06:00,1,1.3,1.6,728540.676,4631774.945,3824.264,77.75105896,41.80491059,3824.264,5106.039,,WGS 84 / UTM zone 43N,8,7,6,0,0
43,,731811.694,4635686.247,3729.693,6pr._43,77.79191841,41.83914826,3729.693,Global,0.01,0.01,0.013,0.014,1.934,m,FIX,2024-08-19 14:55:59.0 UTC+06:00,2024-08-19 14:55:59.0 UTC+06:00,1,1.2,1.4,728540.676,4631774.945,3824.264,77.75105896,41.80491059,3824.264,5101.385,,WGS 84 / UTM zone 43N,6,7,6,0,0
44,,731807.466,4635683.75,3729.69,6pr._44,77.79186657,41.83912704,3729.69,Global,0.01,0.01,0.019,0.014,1.934,m,FIX,2024-08-19 14:56:06.0 UTC+06:00,2024-08-19 14:56:06.0 UTC+06:00,1,1.2,1.4,728540.676,4631774.945,3824.264,77.75105896,41.80491059,3824.264,5096.757,,WGS 84 / UTM zone 43N,6,7,6,0,0
45,,731803.436,4635681.138,3729.52,6pr._45,77.79181706,41.83910472,3729.52,Global,0.013,0.011,0.029,0.017,1.934,m,FIX,2024-08-19 14:56:15.0 UTC+06:00,2024-08-19 14:56:15.0 UTC+06:00,1,1.2,1.4,728540.676,4631774.945,3824.264,77.75105896,41.80491059,3824.264,5092.171,,WGS 84 / UTM zone 43N,6,7,6,0,0
46,,731799.176,4635678.662,3729.174,6pr._46,77.79176486,41.83908368,3729.174,Global,0.012,0.01,0.025,0.016,1.934,m,FIX,2024-08-19 14:56:23.0 UTC+06:00,2024-08-19 14:56:23.0 UTC+06:00,1,1.2,1.4,728540.676,4631774.945,3824.264,77.75105896,41.80491059,3824.264,5087.545,,WGS 84 / UTM zone 43N,6,7,6,0,0
47,,731794.86,4635676.188,3729.164,6pr._47,77.79171196,41.8390627,3729.164,Global,0.01,0.01,0.012,0.014,1.934,m,FIX,2024-08-19 14:56:32.0 UTC+06:00,2024-08-19 14:56:32.0 UTC+06:00,1,1.2,1.4,728540.676,4631774.945,3824.264,77.75105896,41.80491059,3824.264,5082.881,,WGS 84 / UTM zone 43N,6,7,6,0,0
48,,731790.514,4635673.528,3728.946,6pr._48,77.79165864,41.83904004,3728.946,Global,0.01,0.01,0.018,0.014,1.934,m,FIX,2024-08-19 14:56:41.0 UTC+06:00,2024-08-19 14:56:41.0 UTC+06:00,1,1.4,1.6,728540.676,4631774.945,3824.264,77.75105896,41.80491059,3824.264,5078.057,,WGS 84 / UTM zone 43N,6,7,6,0,0
