Name,Code,Easting,Northing,Elevation,Description,Longitude,Latitude,Ellipsoidal height,Origin,Easting RMS,Northing RMS,Elevation RMS,Lateral RMS,Antenna height,Antenna height units,Solution status,Averaging start,Averaging end,Samples,PDOP,GDOP,Base easting,Base northing,Base elevation,Base longitude,Base latitude,Base ellipsoidal height,Baseline,Mount point,CS name,GPS Satellites,GLONASS Satellites,Galileo Satellites,BeiDou Satellites,QZSS Satellites
1,,733324.8,4636957.42,3725.952,7pr._1,77.81062187,41.85013956,3725.952,Global,0.46,0.29,0.87,0.544,1.934,m,SINGLE,2024-08-19 16:10:03.8 UTC+06:00,2024-08-19 16:10:03.8 UTC+06:00,1,1.3,1.5,,,,,,,,,WGS 84 / UTM zone 43N,,,,,
2,,733320.084,4636955.367,3725.527,7pr._2,77.81056432,41.85012249,3725.527,Global,0.37,0.24,0.74,0.441,1.934,m,SINGLE,2024-08-19 16:10:15.8 UTC+06:00,2024-08-19 16:10:15.8 UTC+06:00,1,1.3,1.5,,,,,,,,,WGS 84 / UTM zone 43N,,,,,
3,,733315.604,4636953.327,3725.406,7pr._3,77.81050961,41.85010546,3725.406,Global,0.34,0.22,0.68,0.405,1.934,m,SINGLE,2024-08-19 16:10:25.8 UTC+06:00,2024-08-19 16:10:25.8 UTC+06:00,1,1.3,1.5,,,,,,,,,WGS 84 / UTM zone 43N,,,,,
4,,733311.186,4636951.258,3725.396,7pr._4,77.81045564,41.85008814,3725.396,Global,0.32,0.21,0.65,0.383,1.934,m,SINGLE,2024-08-19 16:10:33.8 UTC+06:00,2024-08-19 16:10:33.8 UTC+06:00,1,1.3,1.5,,,,,,,,,WGS 84 / UTM zone 43N,,,,,
5,,733306.176,4636949.03,3725.522,7pr._5,77.81039449,41.85006957,3725.522,Global,0.31,0.21,0.64,0.374,1.934,m,SINGLE,2024-08-19 16:10:42.8 UTC+06:00,2024-08-19 16:10:42.8 UTC+06:00,1,1.3,1.5,,,,,,,,,WGS 84 / UTM zone 43N,,,,,
6,,733301.466,4636947.068,3725.781,7pr._6,77.81033704,41.85005332,3725.781,Global,0.31,0.2,0.63,0.369,1.934,m,SINGLE,2024-08-19 16:10:54.8 UTC+06:00,2024-08-19 16:10:54.8 UTC+06:00,1,1.3,1.5,,,,,,,,,WGS 84 / UTM zone 43N,,,,,
7,,733297.056,4636945.355,3725.589,7pr._7,77.81028331,41.8500392,3725.589,Global,0.31,0.21,0.62,0.374,1.934,m,SINGLE,2024-08-19 16:11:03.8 UTC+06:00,2024-08-19 16:11:03.8 UTC+06:00,1,1.3,1.5,,,,,,,,,WGS 84 / UTM zone 43N,,,,,
8,,733292.421,4636943.517,3725.325,7pr._8,77.81022681,41.85002403,3725.325,Global,0.31,0.21,0.62,0.374,1.934,m,SINGLE,2024-08-19 16:11:11.8 UTC+06:00,2024-08-19 16:11:11.8 UTC+06:00,1,1.3,1.5,,,,,,,,,WGS 84 / UTM zone 43N,,,,,
9,,733287.966,4636941.435,3724.881,7pr._9,77.8101724,41.85000661,3724.881,Global,0.3,0.2,0.61,0.361,1.934,m,SINGLE,2024-08-19 16:11:19.8 UTC+06:00,2024-08-19 16:11:19.8 UTC+06:00,1,1.2,1.4,,,,,,,,,WGS 84 / UTM zone 43N,,,,,
10,,733283.399,4636939.755,3725.36,7pr._10,77.81011678,41.84999285,3725.36,Global,0.29,0.2,0.6,0.352,1.934,m,SINGLE,2024-08-19 16:11:31.8 UTC+06:00,2024-08-19 16:11:31.8 UTC+06:00,1,1.2,1.4,,,,,,,,,WGS 84 / UTM zone 43N,,,,,
11,,733279.15,4636938.11,3725.693,7pr._11,77.810065,41.8499793,3725.693,Global,0.29,0.19,0.6,0.347,1.934,m,SINGLE,2024-08-19 16:11:42.8 UTC+06:00,2024-08-19 16:11:42.8 UTC+06:00,1,1.2,1.4,,,,,,,,,WGS 84 / UTM zone 43N,,,,,
12,,733274.16,4636936.024,3725.949,7pr._12,77.81000414,41.849962,3725.949,Global,0.28,0.19,0.59,0.338,1.934,m,SINGLE,2024-08-19 16:11:56.8 UTC+06:00,2024-08-19 16:11:56.8 UTC+06:00,1,1.2,1.4,,,,,,,,,WGS 84 / UTM zone 43N,,,,,
13,,733269.658,4636934.155,3725.503,7pr._13,77.80994925,41.84994652,3725.503,Global,0.28,0.19,0.59,0.338,1.934,m,SINGLE,2024-08-19 16:12:11.8 UTC+06:00,2024-08-19 16:12:11.8 UTC+06:00,1,1.2,1.4,,,,,,,,,WGS 84 / UTM zone 43N,,,,,
14,,733264.787,4636932.146,3725.571,7pr._14,77.80988985,41.84992988,3725.571,Global,0.29,0.19,0.59,0.347,1.934,m,SINGLE,2024-08-19 16:12:19.8 UTC+06:00,2024-08-19 16:12:19.8 UTC+06:00,1,1.2,1.4,,,,,,,,,WGS 84 / UTM zone 43N,,,,,
15,,733260.305,4636929.497,3725.189,7pr._15,77.80983487,41.84990736,3725.189,Global,0.29,0.2,0.59,0.352,1.934,m,SINGLE,2024-08-19 16:12:26.8 UTC+06:00,2024-08-19 16:12:26.8 UTC+06:00,1,1.2,1.4,,,,,,,,,WGS 84 / UTM zone 43N,,,,,
16,,733255.92,4636927.002,3725.036,7pr._16,77.80978112,41.84988622,3725.036,Global,0.28,0.19,0.57,0.338,1.934,m,SINGLE,2024-08-19 16:12:35.8 UTC+06:00,2024-08-19 16:12:35.8 UTC+06:00,1,1.2,1.4,,,,,,,,,WGS 84 / UTM zone 43N,,,,,
17,,733251.135,4636925,3725.361,7pr._17,77.80972277,41.84986962,3725.361,Global,0.28,0.19,0.57,0.338,1.934,m,SINGLE,2024-08-19 16:12:43.8 UTC+06:00,2024-08-19 16:12:43.8 UTC+06:00,1,1.2,1.4,,,,,,,,,WGS 84 / UTM zone 43N,,,,,
18,,733246.551,4636922.764,3725.727,7pr._18,77.80966673,41.84985085,3725.727,Global,0.28,0.19,0.57,0.338,1.934,m,SINGLE,2024-08-19 16:12:51.8 UTC+06:00,2024-08-19 16:12:51.8 UTC+06:00,1,1.2,1.4,,,,,,,,,WGS 84 / UTM zone 43N,,,,,
19,,733241.964,4636920.583,3725.964,7pr._19,77.80961069,41.84983258,3725.964,Global,0.28,0.19,0.57,0.338,1.934,m,SINGLE,2024-08-19 16:13:00.8 UTC+06:00,2024-08-19 16:13:00.8 UTC+06:00,1,1.2,1.4,,,,,,,,,WGS 84 / UTM zone 43N,,,,,
20,,733237.147,4636918.647,3726.722,7pr._20,77.80955196,41.84981658,3726.722,Global,0.28,0.19,0.57,0.338,1.934,m,SINGLE,2024-08-19 16:13:09.8 UTC+06:00,2024-08-19 16:13:09.8 UTC+06:00,1,1.2,1.4,,,,,,,,,WGS 84 / UTM zone 43N,,,,,
21,,733232.896,4636916.92,3726.998,7pr._21,77.80950013,41.8498023,3726.998,Global,0.28,0.19,0.57,0.338,1.934,m,SINGLE,2024-08-19 16:13:17.8 UTC+06:00,2024-08-19 16:13:17.8 UTC+06:00,1,1.2,1.4,,,,,,,,,WGS 84 / UTM zone 43N,,,,,
22,,733228.155,4636914.372,3726.536,7pr._22,77.80944208,41.84978078,3726.536,Global,0.28,0.19,0.57,0.338,1.934,m,SINGLE,2024-08-19 16:13:25.8 UTC+06:00,2024-08-19 16:13:25.8 UTC+06:00,1,1.2,1.4,,,,,,,,,WGS 84 / UTM zone 43N,,,,,
23,,733223.524,4636912.25,3726.932,7pr._23,77.80938553,41.84976305,3726.932,Global,0.28,0.19,0.57,0.338,1.934,m,SINGLE,2024-08-19 16:13:33.8 UTC+06:00,2024-08-19 16:13:33.8 UTC+06:00,1,1.2,1.4,,,,,,,,,WGS 84 / UTM zone 43N,,,,,
24,,733218.973,4636910.526,3726.791,7pr._24,77.80933009,41.84974888,3726.791,Global,0.28,0.19,0.56,0.338,1.934,m,SINGLE,2024-08-19 16:13:42.8 UTC+06:00,2024-08-19 16:13:42.8 UTC+06:00,1,1.2,1.4,,,,,,,,,WGS 84 / UTM zone 43N,,,,,
25,,733213.07,4636908.281,3727.045,7pr._25,77.80925818,41.84973042,3727.045,Global,0.28,0.19,0.56,0.338,1.934,m,SINGLE,2024-08-19 16:13:55.8 UTC+06:00,2024-08-19 16:13:55.8 UTC+06:00,1,1.2,1.4,,,,,,,,,WGS 84 / UTM zone 43N,,,,,
26,,733208.839,4636906.697,3726.548,7pr._26,77.80920665,41.84971742,3726.548,Global,0.28,0.19,0.56,0.338,1.934,m,SINGLE,2024-08-19 16:14:04.8 UTC+06:00,2024-08-19 16:14:04.8 UTC+06:00,1,1.2,1.4,,,,,,,,,WGS 84 / UTM zone 43N,,,,,
27,,733204.305,4636904.823,3726.816,7pr._27,77.80915136,41.84970189,3726.816,Global,0.28,0.2,0.56,0.344,1.934,m,SINGLE,2024-08-19 16:14:11.8 UTC+06:00,2024-08-19 16:14:11.8 UTC+06:00,1,1.2,1.4,,,,,,,,,WGS 84 / UTM zone 43N,,,,,
28,,733199.867,4636902.563,3726.84,7pr._28,77.80909708,41.84968287,3726.84,Global,0.29,0.19,0.58,0.347,1.934,m,SINGLE,2024-08-19 16:14:25.8 UTC+06:00,2024-08-19 16:14:25.8 UTC+06:00,1,1.2,1.4,,,,,,,,,WGS 84 / UTM zone 43N,,,,,
29,,733195.481,4636900.336,3726.788,7pr._29,77.80904342,41.84966413,3726.788,Global,0.3,0.19,0.6,0.355,1.934,m,SINGLE,2024-08-19 16:14:33.8 UTC+06:00,2024-08-19 16:14:33.8 UTC+06:00,1,1.2,1.4,,,,,,,,,WGS 84 / UTM zone 43N,,,,,
