Name,Code,Easting,Northing,Elevation,Description,Longitude,Latitude,Ellipsoidal height,Origin,Easting RMS,Northing RMS,Elevation RMS,Lateral RMS,Antenna height,Antenna height units,Solution status,Averaging start,Averaging end,Samples,PDOP,GDOP,Base easting,Base northing,Base elevation,Base longitude,Base latitude,Base ellipsoidal height,Baseline,Mount point,CS name,GPS Satellites,GLONASS Satellites,Galileo Satellites,BeiDou Satellites,QZSS Satellites
30,,733190.788,4636898.101,3726.868,7pr._30,77.80898607,41.8496454,3726.868,Global,0.3,0.19,0.6,0.355,1.934,m,SINGLE,2024-08-19 16:14:42.8 UTC+06:00,2024-08-19 16:14:42.8 UTC+06:00,1,1.2,1.4,,,,,,,,,WGS 84 / UTM zone 43N,,,,,
31,,733186.503,4636896.525,3727.733,7pr._31,77.8089339,41.84963249,3727.733,Global,0.3,0.19,0.61,0.355,1.934,m,SINGLE,2024-08-19 16:14:50.8 UTC+06:00,2024-08-19 16:14:50.8 UTC+06:00,1,1.2,1.4,,,,,,,,,WGS 84 / UTM zone 43N,,,,,
32,,733181.687,4636894.24,3727.698,7pr._32,77.80887506,41.84961335,3727.698,Global,0.29,0.19,0.6,0.347,1.934,m,SINGLE,2024-08-19 16:14:58.8 UTC+06:00,2024-08-19 16:14:58.8 UTC+06:00,1,1.2,1.4,,,,,,,,,WGS 84 / UTM zone 43N,,,,,
33,,733177.009,4636892.167,3726.764,7pr._33,77.80881796,41.84959608,3726.764,Global,0.29,0.19,0.59,0.347,1.934,m,SINGLE,2024-08-19 16:15:06.8 UTC+06:00,2024-08-19 16:15:06.8 UTC+06:00,1,1.2,1.4,,,,,,,,,WGS 84 / UTM zone 43N,,,,,
34,,733172.627,4636889.754,3726.717,7pr._34,77.80876429,41.84957566,3726.717,Global,0.29,0.19,0.59,0.347,1.934,m,SINGLE,2024-08-19 16:15:14.8 UTC+06:00,2024-08-19 16:15:14.8 UTC+06:00,1,1.2,1.4,,,,,,,,,WGS 84 / UTM zone 43N,,,,,
35,,733168.372,4636888.036,3726.467,7pr._35,77.8087124,41.84956146,3726.467,Global,0.29,0.19,0.6,0.347,1.934,m,SINGLE,2024-08-19 16:15:22.8 UTC+06:00,2024-08-19 16:15:22.8 UTC+06:00,1,1.2,1.4,,,,,,,,,WGS 84 / UTM zone 43N,,,,,
36,,733163.91,4636886.231,3726.997,7pr._36,77.80865801,41.84954654,3726.997,Global,0.29,0.19,0.6,0.347,1.934,m,SINGLE,2024-08-19 16:15:29.8 UTC+06:00,2024-08-19 16:15:29.8 UTC+06:00,1,1.2,1.4,,,,,,,,,WGS 84 / UTM zone 43N,,,,,
37,,733159.525,4636884.332,3727.839,7pr._37,77.80860451,41.84953075,3727.839,Global,0.29,0.19,0.6,0.347,1.934,m,SINGLE,2024-08-19 16:15:37.8 UTC+06:00,2024-08-19 16:15:37.8 UTC+06:00,1,1.2,1.4,,,,,,,,,WGS 84 / UTM zone 43N,,,,,
38,,733154.666,4636881.798,3726.872,7pr._38,77.80854504,41.84950938,3726.872,Global,0.29,0.19,0.58,0.347,1.934,m,SINGLE,2024-08-19 16:15:46.8 UTC+06:00,2024-08-19 16:15:46.8 UTC+06:00,1,1.2,1.3,,,,,,,,,WGS 84 / UTM zone 43N,,,,,
39,,733149.7,4636879.59,3725.893,7pr._39,77.80848442,41.84949098,3725.893,Global,0.29,0.19,0.58,0.347,1.934,m,SINGLE,2024-08-19 16:15:54.8 UTC+06:00,2024-08-19 16:15:54.8 UTC+06:00,1,1.2,1.3,,,,,,,,,WGS 84 / UTM zone 43N,,,,,
40,,733145.665,4636877.932,3726.092,7pr._40,77.80843523,41.84947725,3726.092,Global,0.29,0.19,0.58,0.347,1.934,m,SINGLE,2024-08-19 16:16:02.8 UTC+06:00,2024-08-19 16:16:02.8 UTC+06:00,1,1.2,1.3,,,,,,,,,WGS 84 / UTM zone 43N,,,,,
41,,733141.281,4636875.654,3726.46,7pr._41,77.80838158,41.84945805,3726.46,Global,0.29,0.19,0.58,0.347,1.934,m,SINGLE,2024-08-19 16:16:09.8 UTC+06:00,2024-08-19 16:16:09.8 UTC+06:00,1,1.2,1.3,,,,,,,,,WGS 84 / UTM zone 43N,,,,,
42,,733136.676,4636873.496,3726.631,7pr._42,77.80832532,41.84943999,3726.631,Global,0.29,0.19,0.59,0.347,1.934,m,SINGLE,2024-08-19 16:16:17.9 UTC+06:00,2024-08-19 16:16:17.9 UTC+06:00,1,1.2,1.3,,,,,,,,,WGS 84 / UTM zone 43N,,,,,
43,,733132.409,4636871.053,3726.26,7pr._43,77.80827302,41.84941927,3726.26,Global,0.29,0.19,0.59,0.347,1.934,m,SINGLE,2024-08-19 16:16:25.8 UTC+06:00,2024-08-19 16:16:25.8 UTC+06:00,1,1.2,1.4,,,,,,,,,WGS 84 / UTM zone 43N,,,,,
44,,733127.872,4636868.797,3726.278,7pr._44,77.80821755,41.84940031,3726.278,Global,0.29,0.2,0.59,0.352,1.934,m,SINGLE,2024-08-19 16:16:33.8 UTC+06:00,2024-08-19 16:16:33.8 UTC+06:00,1,1.2,1.4,,,,,,,,,WGS 84 / UTM zone 43N,,,,,
45,,733123.418,4636867.042,3726.408,7pr._45,77.80816326,41.84938583,3726.408,Global,0.29,0.2,0.58,0.352,1.934,m,SINGLE,2024-08-19 16:16:40.9 UTC+06:00,2024-08-19 16:16:40.9 UTC+06:00,1,1.2,1.4,,,,,,,,,WGS 84 / UTM zone 43N,,,,,
46,,733118.592,4636864.273,3726.214,7pr._46,77.8081041,41.84936234,3726.214,Global,0.27,0.19,0.55,0.33,1.934,m,SINGLE,2024-08-19 16:16:48.9 UTC+06:00,2024-08-19 16:16:48.9 UTC+06:00,1,1.2,1.4,,,,,,,,,WGS 84 / UTM zone 43N,,,,,
47,,733114.012,4636861.726,3725.751,7pr._47,77.808048,41.84934078,3725.751,Global,0.27,0.19,0.55,0.33,1.934,m,SINGLE,2024-08-19 16:16:55.8 UTC+06:00,2024-08-19 16:16:55.8 UTC+06:00,1,1.2,1.4,,,,,,,,,WGS 84 / UTM zone 43N,,,,,
48,,733109.767,4636859.806,3726.032,7pr._48,77.80799617,41.84932476,3726.032,Global,0.27,0.19,0.55,0.33,1.934,m,SINGLE,2024-08-19 16:17:03.9 UTC+06:00,2024-08-19 16:17:03.9 UTC+06:00,1,1.2,1.4,,,,,,,,,WGS 84 / UTM zone 43N,,,,,
