Name,Easting,Northing,Elevation,Description,Longitude,Latitude,Ellipsoidal height,Easting RMS,Northing RMS,Elevation RMS,Lateral RMS,Antenna height,Antenna height units,Solution status,Averaging start,Averaging end,Samples,PDOP,Base easting,Base northing,Base elevation,Base longitude,Base latitude,Base ellipsoidal height,Baseline,CS name
1,,,,,74.48664581,42.47683457,3399.292,0.016,0.011,0.010,0.019,2.134,m,FIX,2022-08-08 10:53:13.1 UTC+06:00,2022-08-08 10:53:19.1 UTC+06:00,7,1.5,,,,74.48739756,42.47628938,3414.281,87.544,Global CS
2,,,,,74.48667329,42.47679570,3398.924,0.011,0.016,0.014,0.019,2.134,m,FIX,2022-08-08 10:53:55.1 UTC+06:00,2022-08-08 10:54:01.1 UTC+06:00,7,1.3,,,,74.48739756,42.47628938,3414.281,83.021,Global CS
3,,,,,74.48670957,42.47676027,3398.107,0.014,0.013,0.010,0.019,2.134,m,FIX,2022-08-08 10:54:31.1 UTC+06:00,2022-08-08 10:54:36.1 UTC+06:00,6,1.3,,,,74.48739756,42.47628938,3414.281,78.371,Global CS
4,,,,,74.48674314,42.47672258,3396.931,0.019,0.011,0.010,0.022,2.134,m,FIX,2022-08-08 10:55:07.1 UTC+06:00,2022-08-08 10:55:13.1 UTC+06:00,7,1.3,,,,74.48739756,42.47628938,3414.281,73.833,Global CS
5,,,,,74.48677676,42.47668680,3396.416,0.011,0.012,0.011,0.016,2.134,m,FIX,2022-08-08 10:55:53.1 UTC+06:00,2022-08-08 10:55:59.1 UTC+06:00,7,1.3,,,,74.48739756,42.47628938,3414.281,69.344,Global CS
6,,,,,74.48680924,42.47665169,3396.554,0.010,0.013,0.012,0.017,2.134,m,FIX,2022-08-08 10:56:40.1 UTC+06:00,2022-08-08 10:56:46.1 UTC+06:00,7,1.3,,,,74.48739756,42.47628938,3414.281,64.880,Global CS
7,,,,,74.48684788,42.47661753,3397.082,0.015,0.013,0.010,0.020,2.134,m,FIX,2022-08-08 10:57:25.1 UTC+06:00,2022-08-08 10:57:30.1 UTC+06:00,6,1.3,,,,74.48739756,42.47628938,3414.281,60.023,Global CS
8,,,,,74.48687702,42.47657428,3397.918,0.010,0.019,0.014,0.022,2.134,m,FIX,2022-08-08 10:58:28.1 UTC+06:00,2022-08-08 10:58:34.1 UTC+06:00,7,1.3,,,,74.48739756,42.47628938,3414.281,55.112,Global CS
9,,,,,74.48691006,42.47653854,3398.550,0.013,0.015,0.010,0.020,2.134,m,FIX,2022-08-08 10:59:25.1 UTC+06:00,2022-08-08 10:59:30.1 UTC+06:00,6,1.3,,,,74.48739756,42.47628938,3414.281,50.593,Global CS
10,,,,,74.48694396,42.47650249,3399.138,0.011,0.012,0.011,0.016,2.134,m,FIX,2022-08-08 11:00:13.1 UTC+06:00,2022-08-08 11:00:18.1 UTC+06:00,6,1.3,,,,74.48739756,42.47628938,3414.281,46.074,Global CS
11,,,,,74.48697613,42.47646859,3399.950,0.013,0.012,0.012,0.017,2.134,m,FIX,2022-08-08 11:01:01.1 UTC+06:00,2022-08-08 11:01:06.1 UTC+06:00,6,1.3,,,,74.48739756,42.47628938,3414.281,41.805,Global CS
12,,,,,74.48700845,42.47642580,3400.837,0.013,0.011,0.011,0.016,2.134,m,FIX,2022-08-08 11:01:43.1 UTC+06:00,2022-08-08 11:01:48.2 UTC+06:00,6,1.3,,,,74.48739756,42.47628938,3414.281,37.188,Global CS
13,,,,,74.48703655,42.47639050,3401.534,0.012,0.012,0.010,0.017,2.134,m,FIX,2022-08-08 11:02:33.1 UTC+06:00,2022-08-08 11:02:38.1 UTC+06:00,6,1.3,,,,74.48739756,42.47628938,3414.281,33.494,Global CS
14,,,,,74.48706463,42.47635047,3402.537,0.010,0.012,0.012,0.016,2.134,m,FIX,2022-08-08 11:03:12.1 UTC+06:00,2022-08-08 11:03:18.1 UTC+06:00,7,1.3,,,,74.48739756,42.47628938,3414.281,29.810,Global CS
15,,,,,74.48710763,42.47631593,3404.067,0.015,0.011,0.010,0.019,2.134,m,FIX,2022-08-08 11:04:17.1 UTC+06:00,2022-08-08 11:04:22.1 UTC+06:00,6,1.3,,,,74.48739756,42.47628938,3414.281,25.353,Global CS
16,,,,,74.48713341,42.47628151,3404.830,0.014,0.012,0.011,0.018,2.134,m,FIX,2022-08-08 11:04:54.2 UTC+06:00,2022-08-08 11:05:00.1 UTC+06:00,7,1.3,,,,74.48739756,42.47628938,3414.281,22.941,Global CS
17,,,,,74.48716122,42.47624064,3405.901,0.013,0.015,0.011,0.020,2.134,m,FIX,2022-08-08 11:05:25.1 UTC+06:00,2022-08-08 11:05:30.1 UTC+06:00,6,1.3,,,,74.48739756,42.47628938,3414.281,21.120,Global CS
18,,,,,74.48719529,42.47620486,3406.901,0.011,0.011,0.011,0.015,2.134,m,FIX,2022-08-08 11:05:52.2 UTC+06:00,2022-08-08 11:05:58.2 UTC+06:00,7,1.3,,,,74.48739756,42.47628938,3414.281,19.822,Global CS
19,,,,,74.48722742,42.47616815,3407.859,0.011,0.018,0.012,0.021,2.134,m,FIX,2022-08-08 11:06:24.1 UTC+06:00,2022-08-08 11:06:30.1 UTC+06:00,7,1.4,,,,74.48739756,42.47628938,3414.281,19.909,Global CS
20,,,,,74.48725867,42.47613372,3408.557,0.011,0.012,0.011,0.016,2.134,m,FIX,2022-08-08 11:06:55.1 UTC+06:00,2022-08-08 11:07:00.1 UTC+06:00,6,1.3,,,,74.48739756,42.47628938,3414.281,21.046,Global CS
21,,,,,74.48729245,42.47609399,3409.884,0.015,0.017,0.010,0.022,2.134,m,FIX,2022-08-08 11:07:35.1 UTC+06:00,2022-08-08 11:07:40.2 UTC+06:00,6,1.3,,,,74.48739756,42.47628938,3414.281,23.480,Global CS
22,,,,,74.48733005,42.47606021,3410.582,0.011,0.017,0.010,0.020,2.134,m,FIX,2022-08-08 11:08:15.2 UTC+06:00,2022-08-08 11:08:21.1 UTC+06:00,7,1.3,,,,74.48739756,42.47628938,3414.281,26.131,Global CS
23,,,,,74.48736050,42.47602297,3411.460,0.012,0.012,0.010,0.017,2.134,m,FIX,2022-08-08 11:08:48.2 UTC+06:00,2022-08-08 11:08:54.2 UTC+06:00,7,1.4,,,,74.48739756,42.47628938,3414.281,29.766,Global CS
24,,,,,74.48739583,42.47598778,3411.948,0.011,0.012,0.014,0.017,2.134,m,FIX,2022-08-08 11:09:19.1 UTC+06:00,2022-08-08 11:09:24.1 UTC+06:00,6,1.3,,,,74.48739756,42.47628938,3414.281,33.516,Global CS
25,,,,,74.48741585,42.47595012,3412.433,0.010,0.011,0.010,0.015,2.134,m,FIX,2022-08-08 11:09:54.1 UTC+06:00,2022-08-08 11:10:00.2 UTC+06:00,7,1.4,,,,74.48739756,42.47628938,3414.281,37.743,Global CS
26,,,,,74.48745034,42.47590910,3412.782,0.015,0.011,0.011,0.018,2.134,m,FIX,2022-08-08 11:10:37.1 UTC+06:00,2022-08-08 11:10:42.2 UTC+06:00,6,1.3,,,,74.48739756,42.47628938,3414.281,42.488,Global CS
27,,,,,74.48748514,42.47587568,3413.229,0.010,0.011,0.011,0.015,2.134,m,FIX,2022-08-08 11:11:03.1 UTC+06:00,2022-08-08 11:11:08.1 UTC+06:00,6,1.3,,,,74.48739756,42.47628938,3414.281,46.545,Global CS
28,,,,,74.48752053,42.47583758,3414.002,0.010,0.011,0.012,0.015,2.134,m,FIX,2022-08-08 11:11:31.1 UTC+06:00,2022-08-08 11:11:36.2 UTC+06:00,6,1.3,,,,74.48739756,42.47628938,3414.281,51.255,Global CS
29,,,,,74.48754588,42.47579567,3414.415,0.012,0.010,0.011,0.016,2.134,m,FIX,2022-08-08 11:12:01.1 UTC+06:00,2022-08-08 11:12:06.2 UTC+06:00,6,1.3,,,,74.48739756,42.47628938,3414.281,56.256,Global CS
30,,,,,74.48757703,42.47575498,3415.083,0.012,0.015,0.010,0.020,2.134,m,FIX,2022-08-08 11:12:31.1 UTC+06:00,2022-08-08 11:12:36.2 UTC+06:00,6,1.3,,,,74.48739756,42.47628938,3414.281,61.265,Global CS
31,,,,,74.48760655,42.47572270,3415.883,0.010,0.011,0.010,0.015,2.134,m,FIX,2022-08-08 11:13:01.1 UTC+06:00,2022-08-08 11:13:06.2 UTC+06:00,6,1.3,,,,74.48739756,42.47628938,3414.281,65.392,Global CS
32,,,,,74.48763465,42.47568129,3416.261,0.011,0.014,0.010,0.017,2.134,m,FIX,2022-08-08 11:13:33.1 UTC+06:00,2022-08-08 11:13:38.2 UTC+06:00,6,1.3,,,,74.48739756,42.47628938,3414.281,70.449,Global CS
33,,,,,74.48765851,42.47563755,3416.616,0.011,0.013,0.011,0.017,2.134,m,FIX,2022-08-08 11:14:01.1 UTC+06:00,2022-08-08 11:14:06.2 UTC+06:00,6,1.3,,,,74.48739756,42.47628938,3414.281,75.683,Global CS
34,,,,,74.48768923,42.47559972,3417.155,0.012,0.013,0.012,0.018,2.134,m,FIX,2022-08-08 11:14:26.2 UTC+06:00,2022-08-08 11:14:32.2 UTC+06:00,7,1.3,,,,74.48739756,42.47628938,3414.281,80.475,Global CS
