Name;Easting;Northing;Elevation;Description;Longitude;Latitude;Ellipsoidal height;Easting RMS;Northing RMS;Elevation RMS;Lateral RMS;Antenna height;Antenna height units;Solution status;Averaging start;Averaging end;Samples;PDOP;Base easting;Base northing;Base elevation;Base longitude;Base latitude;Base ellipsoidal height;Baseline;CS name
G1;;;;;78.07343148;41.81193871;3524.335;0.352;0.246;0.645;0.429;2.134;m;SINGLE;2022-08-18 13:37:27.9 UTC+06:00;2022-08-18 13:37:37.9 UTC+06:00;11;1.2;;;;;;;;Global CS
G2;;;;;78.07347684;41.81192348;3524.613;0.458;0.304;0.794;0.549;2.134;m;SINGLE;2022-08-18 13:37:51.9 UTC+06:00;2022-08-18 13:38:02.9 UTC+06:00;12;1.2;;;;;;;;Global CS
G3;;;;;78.07353141;41.81189841;3523.215;0.418;0.29;0.744;0.509;2.134;m;SINGLE;2022-08-18 13:38:17.9 UTC+06:00;2022-08-18 13:38:27.9 UTC+06:00;11;1.1;;;;;;;;Global CS
G4;;;;;78.07359514;41.81186873;3522.525;0.385;0.263;0.724;0.466;2.134;m;SINGLE;2022-08-18 13:38:47.9 UTC+06:00;2022-08-18 13:38:58.9 UTC+06:00;12;1.2;;;;;;;;Global CS
G5;;;;;78.07364337;41.81185276;3521.727;0.347;0.254;0.621;0.431;2.134;m;SINGLE;2022-08-18 13:39:14.9 UTC+06:00;2022-08-18 13:39:24.9 UTC+06:00;11;1.1;;;;;;;;Global CS
G6;;;;;78.07368839;41.81182669;3521.501;0.392;0.327;0.646;0.51;2.134;m;SINGLE;2022-08-18 13:39:42.9 UTC+06:00;2022-08-18 13:39:52.9 UTC+06:00;11;1.1;;;;;;;;Global CS
G7;;;;;78.07374069;41.81180357;3522.026;0.424;0.284;0.658;0.51;2.134;m;SINGLE;2022-08-18 13:40:08.9 UTC+06:00;2022-08-18 13:40:19.9 UTC+06:00;12;1.1;;;;;;;;Global CS
G8;;;;;78.07378511;41.81177818;3522.734;0.394;0.391;0.595;0.555;2.134;m;SINGLE;2022-08-18 13:40:33.9 UTC+06:00;2022-08-18 13:40:43.9 UTC+06:00;11;1.1;;;;;;;;Global CS
G9;;;;;78.07383513;41.81174668;3523.392;0.389;0.321;0.626;0.504;2.134;m;SINGLE;2022-08-18 13:40:58.9 UTC+06:00;2022-08-18 13:41:08.9 UTC+06:00;11;1.1;;;;;;;;Global CS
G10;;;;;78.07388275;41.8117221;3524.025;0.412;0.305;0.686;0.512;2.134;m;SINGLE;2022-08-18 13:41:23.9 UTC+06:00;2022-08-18 13:41:33.9 UTC+06:00;11;1.1;;;;;;;;Global CS
G11;;;;;78.0739358;41.81169915;3523.656;0.493;0.334;0.756;0.595;2.134;m;SINGLE;2022-08-18 13:41:48.9 UTC+06:00;2022-08-18 13:41:59.9 UTC+06:00;12;1.1;;;;;;;;Global CS
G12;;;;;78.07399514;41.81167387;3524.297;0.461;0.294;0.642;0.547;2.134;m;SINGLE;2022-08-18 13:42:12.9 UTC+06:00;2022-08-18 13:42:22.9 UTC+06:00;11;1.1;;;;;;;;Global CS
G13;;;;;78.0740551;41.81164372;3524.516;0.386;0.28;0.611;0.477;2.134;m;SINGLE;2022-08-18 13:42:37.9 UTC+06:00;2022-08-18 13:42:48.9 UTC+06:00;12;1.1;;;;;;;;Global CS
G14b512;;;;;78.07409904;41.81162092;3524.161;0.37;0.248;0.645;0.446;2.134;m;SINGLE;2022-08-18 13:43:04.9 UTC+06:00;2022-08-18 13:43:15.9 UTC+06:00;12;1.1;;;;;;;;Global CS
