Name;Easting;Northing;Elevation;Description;Longitude;Latitude;Ellipsoidal height;Easting RMS;Northing RMS;Elevation RMS;Lateral RMS;Antenna height;Antenna height units;Solution status;Averaging start;Averaging end;Samples;PDOP;Base easting;Base northing;Base elevation;Base longitude;Base latitude;Base ellipsoidal height;Baseline;CS name
G15b512;;;;;78.0741457;41.81159551;3524.481;0.376;0.253;0.648;0.453;2.134;m;SINGLE;2022-08-18 13:43:37.9 UTC+06:00;2022-08-18 13:43:47.9 UTC+06:00;11;1.1;;;;;;;;Global CS
G16b512;;;;;78.07420312;41.81157274;3524.01;0.351;0.257;0.606;0.435;2.134;m;SINGLE;2022-08-18 13:44:10.9 UTC+06:00;2022-08-18 13:44:21.9 UTC+06:00;12;1.1;;;;;;;;Global CS
G17b512;;;;;78.07425119;41.81154325;3524.079;0.304;0.221;0.559;0.376;2.134;m;SINGLE;2022-08-18 13:44:46.9 UTC+06:00;2022-08-18 13:44:57.9 UTC+06:00;12;1.2;;;;;;;;Global CS
G18b512;;;;;78.07430541;41.81152286;3524.62;0.303;0.24;0.58;0.387;2.134;m;SINGLE;2022-08-18 13:45:31.9 UTC+06:00;2022-08-18 13:45:41.9 UTC+06:00;11;1.2;;;;;;;;Global CS
G19b512;;;;;78.07435036;41.81150266;3524.805;0.342;0.232;0.57;0.413;2.134;m;SINGLE;2022-08-18 13:46:08.9 UTC+06:00;2022-08-18 13:46:18.9 UTC+06:00;11;1.2;;;;;;;;Global CS
G20b512;;;;;78.07440765;41.81147844;3525.268;0.337;0.225;0.574;0.405;2.134;m;SINGLE;2022-08-18 13:46:43.9 UTC+06:00;2022-08-18 13:46:53.9 UTC+06:00;11;1.2;;;;;;;;Global CS
G21b512;;;;;78.07445666;41.81145245;3525.394;0.299;0.241;0.599;0.384;2.134;m;SINGLE;2022-08-18 13:47:31.9 UTC+06:00;2022-08-18 13:47:41.9 UTC+06:00;11;1.2;;;;;;;;Global CS
G22b512;;;;;78.07449923;41.8114328;3525.951;0.424;0.257;0.602;0.496;2.134;m;SINGLE;2022-08-18 13:48:05.9 UTC+06:00;2022-08-18 13:48:16.9 UTC+06:00;12;1.2;;;;;;;;Global CS
G23b512;;;;;78.07455475;41.81140447;3525.586;0.312;0.229;0.573;0.387;2.134;m;SINGLE;2022-08-18 13:48:46.9 UTC+06:00;2022-08-18 13:48:56.9 UTC+06:00;11;1.2;;;;;;;;Global CS
G24b512;;;;;78.07460436;41.81138095;3525.697;0.408;0.235;0.625;0.471;2.134;m;SINGLE;2022-08-18 13:49:16.9 UTC+06:00;2022-08-18 13:49:27.9 UTC+06:00;12;1.2;;;;;;;;Global CS
