Name,Code,Easting,Northing,Elevation,Description,Longitude,Latitude,Ellipsoidal height,Origin,Easting RMS,Northing RMS,Elevation RMS,Lateral RMS,Antenna height,Antenna height units,Solution status,Averaging start,Averaging end,Samples,PDOP,GDOP,Base easting,Base northing,Base elevation,Base longitude,Base latitude,Base ellipsoidal height,Baseline,Mount point,CS name,GPS Satellites,GLONASS Satellites,Galileo Satellites,BeiDou Satellites,QZSS Satellites
1,,728886.507,4634327.222,3772.424,4pr._1,77.75620233,41.82777246,3772.424,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2024-08-19 10:21:04.0 UTC+06:00,2024-08-19 10:21:04.0 UTC+06:00,1,1.6,1.9,728540.676,4631774.945,3824.264,77.75105896,41.80491059,3824.264,2576.992,,WGS 84 / UTM zone 43N,8,6,6,0,0
2,,728887.152,4634332.36,3772.754,4pr._2,77.75621207,41.8278185,3772.754,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2024-08-19 10:21:19.0 UTC+06:00,2024-08-19 10:21:19.0 UTC+06:00,1,1.8,2.1,728540.676,4631774.945,3824.264,77.75105896,41.80491059,3824.264,2582.165,,WGS 84 / UTM zone 43N,7,6,6,0,0
3,,728887.589,4634337.105,3772.991,4pr._3,77.75621916,41.82786107,3772.991,Global,0.01,0.01,0.011,0.014,1.934,m,FIX,2024-08-19 10:21:28.0 UTC+06:00,2024-08-19 10:21:28.0 UTC+06:00,1,1.8,2.1,728540.676,4631774.945,3824.264,77.75105896,41.80491059,3824.264,2586.923,,WGS 84 / UTM zone 43N,7,6,6,0,0
4,,728888.018,4634342.002,3773.24,4pr._4,77.75622621,41.82790499,3773.24,Global,0.01,0.01,0.014,0.014,1.934,m,FIX,2024-08-19 10:21:38.0 UTC+06:00,2024-08-19 10:21:38.0 UTC+06:00,1,1.6,1.9,728540.676,4631774.945,3824.264,77.75105896,41.80491059,3824.264,2591.829,,WGS 84 / UTM zone 43N,8,6,7,0,0
5,,728888.485,4634346.958,3773.462,4pr._5,77.75623374,41.82794945,3773.462,Global,0.01,0.01,0.011,0.014,1.934,m,FIX,2024-08-19 10:21:46.0 UTC+06:00,2024-08-19 10:21:46.0 UTC+06:00,1,1.8,2.1,728540.676,4631774.945,3824.264,77.75105896,41.80491059,3824.264,2596.8,,WGS 84 / UTM zone 43N,8,6,7,0,0
6,,728889.002,4634351.819,3773.677,4pr._6,77.75624185,41.82799303,3773.677,Global,0.01,0.01,0.016,0.014,1.934,m,FIX,2024-08-19 10:21:55.0 UTC+06:00,2024-08-19 10:21:55.0 UTC+06:00,1,1.8,2.1,728540.676,4631774.945,3824.264,77.75105896,41.80491059,3824.264,2601.683,,WGS 84 / UTM zone 43N,8,6,7,0,0
7,,728889.485,4634356.771,3773.887,4pr._7,77.75624956,41.82803744,3773.887,Global,0.01,0.01,0.012,0.014,1.934,m,FIX,2024-08-19 10:22:04.0 UTC+06:00,2024-08-19 10:22:04.0 UTC+06:00,1,1.8,2.1,728540.676,4631774.945,3824.264,77.75105896,41.80491059,3824.264,2606.652,,WGS 84 / UTM zone 43N,8,6,7,0,0
8,,728890,4634361.756,3774.152,4pr._8,77.75625769,41.82808214,3774.152,Global,0.01,0.01,0.011,0.014,1.934,m,FIX,2024-08-19 10:22:14.0 UTC+06:00,2024-08-19 10:22:14.0 UTC+06:00,1,1.6,1.9,728540.676,4631774.945,3824.264,77.75105896,41.80491059,3824.264,2611.657,,WGS 84 / UTM zone 43N,8,6,8,0,0
9,,728890.469,4634366.716,3774.491,4pr._9,77.75626524,41.82812663,3774.491,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2024-08-19 10:22:23.0 UTC+06:00,2024-08-19 10:22:23.0 UTC+06:00,1,1.6,1.9,728540.676,4631774.945,3824.264,77.75105896,41.80491059,3824.264,2616.631,,WGS 84 / UTM zone 43N,8,6,7,0,0
10,,728891.029,4634371.673,3774.754,4pr._10,77.75627389,41.82817106,3774.754,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2024-08-19 10:22:33.0 UTC+06:00,2024-08-19 10:22:33.0 UTC+06:00,1,1.6,1.9,728540.676,4631774.945,3824.264,77.75105896,41.80491059,3824.264,2621.613,,WGS 84 / UTM zone 43N,8,6,8,0,0
11,,728891.674,4634376.714,3774.98,4pr._11,77.7562836,41.82821623,3774.98,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2024-08-19 10:22:42.0 UTC+06:00,2024-08-19 10:22:42.0 UTC+06:00,1,1.6,1.9,728540.676,4631774.945,3824.264,77.75105896,41.80491059,3824.264,2626.693,,WGS 84 / UTM zone 43N,8,6,7,0,0
12,,728892.15,4634381.631,3775.306,4pr._12,77.75629122,41.82826032,3775.306,Global,0.01,0.01,0.011,0.014,1.934,m,FIX,2024-08-19 10:22:51.0 UTC+06:00,2024-08-19 10:22:51.0 UTC+06:00,1,1.6,1.9,728540.676,4631774.945,3824.264,77.75105896,41.80491059,3824.264,2631.624,,WGS 84 / UTM zone 43N,8,6,6,0,0
13,,728892.674,4634386.536,3775.582,4pr._13,77.75629941,41.8283043,3775.582,Global,0.01,0.01,0.012,0.014,1.934,m,FIX,2024-08-19 10:23:01.0 UTC+06:00,2024-08-19 10:23:01.0 UTC+06:00,1,1.6,1.9,728540.676,4631774.945,3824.264,77.75105896,41.80491059,3824.264,2636.551,,WGS 84 / UTM zone 43N,8,6,7,0,0
14,,728893.117,4634391.523,3775.843,4pr._14,77.75630667,41.82834904,3775.843,Global,0.01,0.01,0.013,0.014,1.934,m,FIX,2024-08-19 10:23:11.0 UTC+06:00,2024-08-19 10:23:11.0 UTC+06:00,1,1.6,1.9,728540.676,4631774.945,3824.264,77.75105896,41.80491059,3824.264,2641.549,,WGS 84 / UTM zone 43N,8,6,7,0,0
15,,728893.57,4634396.544,3776.096,4pr._15,77.75631406,41.82839408,3776.096,Global,0.01,0.01,0.011,0.014,1.934,m,FIX,2024-08-19 10:23:21.0 UTC+06:00,2024-08-19 10:23:21.0 UTC+06:00,1,1.6,1.9,728540.676,4631774.945,3824.264,77.75105896,41.80491059,3824.264,2646.583,,WGS 84 / UTM zone 43N,8,6,7,0,0
16,,728894.086,4634401.534,3776.337,4pr._16,77.75632219,41.82843882,3776.337,Global,0.01,0.01,0.015,0.014,1.934,m,FIX,2024-08-19 10:23:31.0 UTC+06:00,2024-08-19 10:23:31.0 UTC+06:00,1,1.6,1.9,728540.676,4631774.945,3824.264,77.75105896,41.80491059,3824.264,2651.593,,WGS 84 / UTM zone 43N,8,6,6,0,0
17,,728894.662,4634406.359,3776.563,4pr._17,77.75633098,41.82848206,3776.563,Global,0.01,0.01,0.015,0.014,1.934,m,FIX,2024-08-19 10:23:40.0 UTC+06:00,2024-08-19 10:23:40.0 UTC+06:00,1,1.7,2.1,728540.676,4631774.945,3824.264,77.75105896,41.80491059,3824.264,2656.449,,WGS 84 / UTM zone 43N,8,6,7,0,0
18,,728895.132,4634411.448,3776.581,4pr._18,77.7563386,41.82852771,3776.581,Global,0.01,0.01,0.016,0.014,1.934,m,FIX,2024-08-19 10:23:49.0 UTC+06:00,2024-08-19 10:23:49.0 UTC+06:00,1,1.7,2.1,728540.676,4631774.945,3824.264,77.75105896,41.80491059,3824.264,2661.556,,WGS 84 / UTM zone 43N,8,6,7,0,0
19,,728895.651,4634416.383,3776.739,4pr._19,77.75634675,41.82857196,3776.739,Global,0.01,0.01,0.013,0.014,1.934,m,FIX,2024-08-19 10:23:58.0 UTC+06:00,2024-08-19 10:23:58.0 UTC+06:00,1,1.7,2.1,728540.676,4631774.945,3824.264,77.75105896,41.80491059,3824.264,2666.515,,WGS 84 / UTM zone 43N,8,6,7,0,0
20,,728896.145,4634421.277,3776.962,4pr._20,77.75635458,41.82861584,3776.962,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2024-08-19 10:24:08.0 UTC+06:00,2024-08-19 10:24:08.0 UTC+06:00,1,1.8,2.1,728540.676,4631774.945,3824.264,77.75105896,41.80491059,3824.264,2671.428,,WGS 84 / UTM zone 43N,8,6,7,0,0
21,,728896.651,4634426.349,3777.109,4pr._21,77.75636263,41.82866132,3777.109,Global,0.01,0.01,0.01,0.014,1.934,m,FIX,2024-08-19 10:24:16.0 UTC+06:00,2024-08-19 10:24:16.0 UTC+06:00,1,1.8,2.1,728540.676,4631774.945,3824.264,77.75105896,41.80491059,3824.264,2676.521,,WGS 84 / UTM zone 43N,8,6,7,0,0
