ORIG_FID,Shape_Length,Longitude,Latitude,Ellipsoidal height
1,0.002309269,71.572315051000032,39.648273516000074,3774.3
2,0.002309269,71.572352468000076,39.648319591000075,3774.1
3,0.002309269,71.572389885000064,39.648365667000064,3774.5
4,0.002309269,71.572427302000051,39.648411742000064,3774.6
5,0.002309269,71.572464719000038,39.648457817000065,3775.3
6,0.002309269,71.572502136000082,39.648503892000065,3776.2
7,0.002309269,71.572539553000070,39.648549968000054,3776.7
8,0.002309269,71.572576970000057,39.648596043000055,3776.7
9,0.002309269,71.572614387000044,39.648642118000055,3777.5
10,0.002309269,71.572651804000031,39.648688193000055,3778.4
11,0.002309269,71.572689221000076,39.648734269000045,3778.6
12,0.002309269,71.572726638000063,39.648780344000045,3779
13,0.002309269,71.572764055000050,39.648826419000045,3778.9
14,0.002309269,71.572801472000037,39.648872494000045,3779.3
15,0.002309269,71.572838889000082,39.648918570000035,3779.6
16,0.002309269,71.572876306000069,39.648964645000035,3780.5
17,0.002309269,71.572913723000056,39.649010720000035,3781.2
18,0.002309269,71.572951140000043,39.649056795000035,3781.4
19,0.002309269,71.572988557000031,39.649102871000025,3781.7
20,0.002309269,71.573025974000075,39.649148946000025,3781.9
21,0.002309269,71.573063391000062,39.649195021000025,3781.9
22,0.002309269,71.573100808000049,39.649241097000072,3782.3
23,0.002309269,71.573138225000037,39.649287172000072,3782.3
24,0.002309269,71.573175642000081,39.649333247000072,3782.2
25,0.002309269,71.573213059000068,39.649379322000073,3782.6
26,0.002309269,71.573250476000055,39.649425398000062,3783.3
27,0.002309269,71.573287893000042,39.649471473000062,3784.6
28,0.002309269,71.573325310000030,39.649517548000063,3785.4
29,0.002309269,71.573362727000074,39.649563623000063,3785.9
30,0.002309269,71.573400144000061,39.649609699000052,3786.8
31,0.002309269,71.573437561000048,39.649655774000053,3786.9
32,0.002309269,71.573474978000036,39.649701849000053,3787.2
33,0.002309269,71.573512395000080,39.649747924000053,3786.7
34,0.002309269,71.573549812000067,39.649794000000043,3786.2
35,0.002309269,71.573587229000054,39.649840075000043,3785.8
36,0.002309269,71.573624646000042,39.649886150000043,3785.1
37,0.002309269,71.573662063000029,39.649932225000043,3785.1
38,0.002309269,71.573699480000073,39.649978301000033,3784.9
39,0.002309269,71.573736897000060,39.650024376000033,3784.4
40,0.002309269,71.573770810000042,39.650066137000067,3784.6
41,0,71.572338620000039,39.648296498000036,3785.2
42,0,71.572409606000065,39.648382046000052,3785.2
43,0,71.572447829000055,39.648427549000075,3785.5
44,0,71.572526096000047,39.648524018000046,3786.2
45,0,71.572598902000038,39.648624126000072,3786
46,0,71.572671709000076,39.648713314000076,3785.7
47,0,71.572753616000057,39.648804322000046,3785.5
48,0,71.573019358000067,39.649128309000048,3785.5
