KAR04_2024-08-18_DD5m.binx
         5.00
11
3
Type of measurement (0=app. resistivity,1=resistance)
0
1022
 2
0
4  0.00  0.00 5.00  0.00 10.00  0.00 15.00  0.00 312.31 
4  5.00  0.00 10.00  0.00 20.00  0.00 25.00  0.00 343.46 
4  5.00  0.00 10.00  0.00 25.00  0.00 30.00  0.00 483.43 
4  5.00  0.00 10.00  0.00 30.00  0.00 35.00  0.00 795.41 
4  5.00  0.00 10.00  0.00 35.00  0.00 40.00  0.00 648.69 
4  5.00  0.00 10.00  0.00 40.00  0.00 45.00  0.00 1099.71 
4  5.00  0.00 10.00  0.00 45.00  0.00 50.00  0.00 893.61 
4  5.00  0.00 10.00  0.00 50.00  0.00 55.00  0.00 1003.78 
4  5.00  0.00 10.00  0.00 55.00  0.00 60.00  0.00 882.68 
4  5.00  0.00 10.00  0.00 60.00  0.00 65.00  0.00 1015.89 
4  5.00  0.00 10.00  0.00 65.00  0.00 70.00  0.00 826.70 
4  5.00  0.00 10.00  0.00 70.00  0.00 75.00  0.00 1317.92 
4  5.00  0.00 10.00  0.00 75.00  0.00 80.00  0.00 845.19 
4  5.00  0.00 10.00  0.00 80.00  0.00 85.00  0.00 647.77 
4  5.00  0.00 10.00  0.00 85.00  0.00 90.00  0.00 699.80 
4  5.00  0.00 10.00  0.00 90.00  0.00 95.00  0.00 1288.16 
4  5.00  0.00 10.00  0.00 95.00  0.00 100.00  0.00 903.26 
4  5.00  0.00 10.00  0.00 100.00  0.00 105.00  0.00 621.94 
4  5.00  0.00 10.00  0.00 105.00  0.00 110.00  0.00 228.18 
4  5.00  0.00 10.00  0.00 110.00  0.00 115.00  0.00 539.09 
4  5.00  0.00 10.00  0.00 115.00  0.00 120.00  0.00 1028.99 
4  5.00  0.00 10.00  0.00 120.00  0.00 125.00  0.00 899.38 
4  5.00  0.00 10.00  0.00 125.00  0.00 130.00  0.00 1095.35 
4  5.00  0.00 10.00  0.00 130.00  0.00 135.00  0.00 1344.52 
4  5.00  0.00 10.00  0.00 135.00  0.00 140.00  0.00 1150.65 
4  5.00  0.00 10.00  0.00 140.00  0.00 145.00  0.00 1533.32 
4  5.00  0.00 10.00  0.00 145.00  0.00 150.00  0.00 715.98 
4  5.00  0.00 10.00  0.00 150.00  0.00 155.00  0.00 932.77 
4  5.00  0.00 10.00  0.00 155.00  0.00 160.00  0.00 636.45 
4  5.00  0.00 10.00  0.00 160.00  0.00 165.00  0.00 1203.99 
4  5.00  0.00 10.00  0.00 165.00  0.00 170.00  0.00 770.20 
4  5.00  0.00 10.00  0.00 170.00  0.00 175.00  0.00 1166.58 
4  5.00  0.00 10.00  0.00 175.00  0.00 180.00  0.00 482.62 
4  5.00  0.00 10.00  0.00 180.00  0.00 185.00  0.00 765.83 
4  5.00  0.00 10.00  0.00 185.00  0.00 190.00  0.00 623.09 
4  5.00  0.00 10.00  0.00 190.00  0.00 195.00  0.00 789.32 
4  5.00  0.00 10.00  0.00 195.00  0.00 200.00  0.00 1097.26 
4  5.00  0.00 10.00  0.00 200.00  0.00 205.00  0.00 1647.75 
4  5.00  0.00 10.00  0.00 205.00  0.00 210.00  0.00 638.04 
4  5.00  0.00 10.00  0.00 215.00  0.00 220.00  0.00 1556.25 
4  5.00  0.00 10.00  0.00 220.00  0.00 225.00  0.00 1230.66 
4  5.00  0.00 10.00  0.00 225.00  0.00 230.00  0.00 469.63 
4  5.00  0.00 10.00  0.00 230.00  0.00 235.00  0.00 603.08 
4  10.00  0.00 15.00  0.00 20.00  0.00 25.00  0.00 232.35 
4  10.00  0.00 15.00  0.00 25.00  0.00 30.00  0.00 405.59 
4  10.00  0.00 15.00  0.00 30.00  0.00 35.00  0.00 722.59 
4  10.00  0.00 15.00  0.00 35.00  0.00 40.00  0.00 631.20 
4  10.00  0.00 15.00  0.00 40.00  0.00 45.00  0.00 1094.02 
4  10.00  0.00 15.00  0.00 45.00  0.00 50.00  0.00 924.52 
4  10.00  0.00 15.00  0.00 50.00  0.00 55.00  0.00 1031.65 
4  10.00  0.00 15.00  0.00 55.00  0.00 60.00  0.00 919.06 
4  10.00  0.00 15.00  0.00 60.00  0.00 65.00  0.00 1056.82 
4  10.00  0.00 15.00  0.00 65.00  0.00 70.00  0.00 891.36 
4  10.00  0.00 15.00  0.00 70.00  0.00 75.00  0.00 1367.15 
4  10.00  0.00 15.00  0.00 75.00  0.00 80.00  0.00 890.46 
4  10.00  0.00 15.00  0.00 80.00  0.00 85.00  0.00 682.97 
4  10.00  0.00 15.00  0.00 85.00  0.00 90.00  0.00 795.96 
4  10.00  0.00 15.00  0.00 90.00  0.00 95.00  0.00 1312.44 
4  10.00  0.00 15.00  0.00 95.00  0.00 100.00  0.00 1041.40 
4  10.00  0.00 15.00  0.00 100.00  0.00 105.00  0.00 586.61 
4  10.00  0.00 15.00  0.00 105.00  0.00 110.00  0.00 272.46 
4  10.00  0.00 15.00  0.00 110.00  0.00 115.00  0.00 571.31 
4  10.00  0.00 15.00  0.00 115.00  0.00 120.00  0.00 1102.73 
4  10.00  0.00 15.00  0.00 120.00  0.00 125.00  0.00 928.55 
4  10.00  0.00 15.00  0.00 125.00  0.00 130.00  0.00 1254.28 
4  10.00  0.00 15.00  0.00 130.00  0.00 135.00  0.00 1277.80 
4  10.00  0.00 15.00  0.00 135.00  0.00 140.00  0.00 1362.09 
4  10.00  0.00 15.00  0.00 140.00  0.00 145.00  0.00 1530.56 
4  10.00  0.00 15.00  0.00 145.00  0.00 150.00  0.00 727.33 
4  10.00  0.00 15.00  0.00 150.00  0.00 155.00  0.00 1041.84 
4  10.00  0.00 15.00  0.00 155.00  0.00 160.00  0.00 643.17 
4  10.00  0.00 15.00  0.00 160.00  0.00 165.00  0.00 1280.11 
4  10.00  0.00 15.00  0.00 165.00  0.00 170.00  0.00 784.78 
4  10.00  0.00 15.00  0.00 170.00  0.00 175.00  0.00 1639.36 
4  10.00  0.00 15.00  0.00 180.00  0.00 185.00  0.00 1654.86 
4  10.00  0.00 15.00  0.00 190.00  0.00 195.00  0.00 2209.30 
4  10.00  0.00 15.00  0.00 205.00  0.00 210.00  0.00 155.97 
4  15.00  0.00 20.00  0.00 25.00  0.00 30.00  0.00 177.79 
4  15.00  0.00 20.00  0.00 30.00  0.00 35.00  0.00 373.72 
4  15.00  0.00 20.00  0.00 35.00  0.00 40.00  0.00 373.13 
4  15.00  0.00 20.00  0.00 40.00  0.00 45.00  0.00 709.85 
4  15.00  0.00 20.00  0.00 45.00  0.00 50.00  0.00 631.02 
4  15.00  0.00 20.00  0.00 50.00  0.00 55.00  0.00 725.37 
4  15.00  0.00 20.00  0.00 55.00  0.00 60.00  0.00 664.52 
4  15.00  0.00 20.00  0.00 60.00  0.00 65.00  0.00 751.53 
4  15.00  0.00 20.00  0.00 65.00  0.00 70.00  0.00 664.39 
4  15.00  0.00 20.00  0.00 70.00  0.00 75.00  0.00 1012.85 
4  15.00  0.00 20.00  0.00 75.00  0.00 80.00  0.00 642.66 
4  15.00  0.00 20.00  0.00 80.00  0.00 85.00  0.00 549.03 
4  15.00  0.00 20.00  0.00 85.00  0.00 90.00  0.00 621.50 
4  15.00  0.00 20.00  0.00 90.00  0.00 95.00  0.00 895.35 
4  15.00  0.00 20.00  0.00 95.00  0.00 100.00  0.00 928.81 
4  15.00  0.00 20.00  0.00 100.00  0.00 105.00  0.00 231.20 
4  15.00  0.00 20.00  0.00 105.00  0.00 110.00  0.00 235.33 
4  15.00  0.00 20.00  0.00 110.00  0.00 115.00  0.00 449.95 
4  15.00  0.00 20.00  0.00 115.00  0.00 120.00  0.00 753.39 
4  15.00  0.00 20.00  0.00 120.00  0.00 125.00  0.00 685.53 
4  15.00  0.00 20.00  0.00 125.00  0.00 130.00  0.00 1110.64 
4  15.00  0.00 20.00  0.00 130.00  0.00 135.00  0.00 859.94 
4  15.00  0.00 20.00  0.00 135.00  0.00 140.00  0.00 1279.15 
4  15.00  0.00 20.00  0.00 140.00  0.00 145.00  0.00 893.99 
4  15.00  0.00 20.00  0.00 145.00  0.00 150.00  0.00 739.74 
4  15.00  0.00 20.00  0.00 150.00  0.00 155.00  0.00 596.60 
4  15.00  0.00 20.00  0.00 155.00  0.00 160.00  0.00 960.78 
4  15.00  0.00 20.00  0.00 160.00  0.00 165.00  0.00 492.75 
4  15.00  0.00 20.00  0.00 165.00  0.00 170.00  0.00 1000.93 
4  15.00  0.00 20.00  0.00 170.00  0.00 175.00  0.00 552.27 
4  15.00  0.00 20.00  0.00 175.00  0.00 180.00  0.00 552.39 
4  15.00  0.00 20.00  0.00 180.00  0.00 185.00  0.00 545.28 
4  15.00  0.00 20.00  0.00 185.00  0.00 190.00  0.00 729.16 
4  15.00  0.00 20.00  0.00 190.00  0.00 195.00  0.00 433.90 
4  15.00  0.00 20.00  0.00 195.00  0.00 200.00  0.00 1180.12 
4  15.00  0.00 20.00  0.00 200.00  0.00 205.00  0.00 1195.96 
4  15.00  0.00 20.00  0.00 215.00  0.00 220.00  0.00 1944.62 
4  15.00  0.00 20.00  0.00 220.00  0.00 225.00  0.00 232.73 
4  15.00  0.00 20.00  0.00 225.00  0.00 230.00  0.00 875.59 
4  20.00  0.00 25.00  0.00 30.00  0.00 35.00  0.00 187.66 
4  20.00  0.00 25.00  0.00 35.00  0.00 40.00  0.00 221.64 
4  20.00  0.00 25.00  0.00 40.00  0.00 45.00  0.00 485.01 
4  20.00  0.00 25.00  0.00 45.00  0.00 50.00  0.00 459.44 
4  20.00  0.00 25.00  0.00 50.00  0.00 55.00  0.00 551.53 
4  20.00  0.00 25.00  0.00 55.00  0.00 60.00  0.00 509.58 
4  20.00  0.00 25.00  0.00 60.00  0.00 65.00  0.00 594.93 
4  20.00  0.00 25.00  0.00 65.00  0.00 70.00  0.00 509.55 
4  20.00  0.00 25.00  0.00 70.00  0.00 75.00  0.00 827.01 
4  20.00  0.00 25.00  0.00 75.00  0.00 80.00  0.00 532.72 
4  20.00  0.00 25.00  0.00 80.00  0.00 85.00  0.00 437.95 
4  20.00  0.00 25.00  0.00 85.00  0.00 90.00  0.00 467.76 
4  20.00  0.00 25.00  0.00 90.00  0.00 95.00  0.00 795.76 
4  20.00  0.00 25.00  0.00 95.00  0.00 100.00  0.00 656.82 
4  20.00  0.00 25.00  0.00 100.00  0.00 105.00  0.00 330.24 
4  20.00  0.00 25.00  0.00 105.00  0.00 110.00  0.00 167.83 
4  20.00  0.00 25.00  0.00 110.00  0.00 115.00  0.00 376.97 
4  20.00  0.00 25.00  0.00 115.00  0.00 120.00  0.00 660.40 
4  20.00  0.00 25.00  0.00 120.00  0.00 125.00  0.00 609.47 
4  20.00  0.00 25.00  0.00 125.00  0.00 130.00  0.00 835.49 
4  20.00  0.00 25.00  0.00 130.00  0.00 135.00  0.00 885.95 
4  20.00  0.00 25.00  0.00 135.00  0.00 140.00  0.00 902.68 
4  20.00  0.00 25.00  0.00 140.00  0.00 145.00  0.00 997.21 
4  20.00  0.00 25.00  0.00 145.00  0.00 150.00  0.00 557.54 
4  20.00  0.00 25.00  0.00 150.00  0.00 155.00  0.00 617.09 
4  20.00  0.00 25.00  0.00 155.00  0.00 160.00  0.00 567.23 
4  20.00  0.00 25.00  0.00 160.00  0.00 165.00  0.00 727.08 
4  20.00  0.00 25.00  0.00 165.00  0.00 170.00  0.00 666.26 
4  20.00  0.00 25.00  0.00 170.00  0.00 175.00  0.00 743.74 
4  20.00  0.00 25.00  0.00 175.00  0.00 180.00  0.00 401.03 
4  20.00  0.00 25.00  0.00 180.00  0.00 185.00  0.00 557.49 
4  20.00  0.00 25.00  0.00 185.00  0.00 190.00  0.00 521.71 
4  20.00  0.00 25.00  0.00 190.00  0.00 195.00  0.00 532.50 
4  20.00  0.00 25.00  0.00 195.00  0.00 200.00  0.00 894.77 
4  20.00  0.00 25.00  0.00 200.00  0.00 205.00  0.00 1246.16 
4  20.00  0.00 25.00  0.00 205.00  0.00 210.00  0.00 1502.55 
4  20.00  0.00 25.00  0.00 210.00  0.00 215.00  0.00 1265.41 
4  20.00  0.00 25.00  0.00 215.00  0.00 220.00  0.00 1331.46 
4  20.00  0.00 25.00  0.00 220.00  0.00 225.00  0.00 780.46 
4  20.00  0.00 25.00  0.00 225.00  0.00 230.00  0.00 500.13 
4  20.00  0.00 25.00  0.00 230.00  0.00 235.00  0.00 399.57 
4  25.00  0.00 30.00  0.00 35.00  0.00 40.00  0.00 121.68 
4  25.00  0.00 30.00  0.00 40.00  0.00 45.00  0.00 335.02 
4  25.00  0.00 30.00  0.00 45.00  0.00 50.00  0.00 358.05 
4  25.00  0.00 30.00  0.00 50.00  0.00 55.00  0.00 456.29 
4  25.00  0.00 30.00  0.00 55.00  0.00 60.00  0.00 433.91 
4  25.00  0.00 30.00  0.00 60.00  0.00 65.00  0.00 521.48 
4  25.00  0.00 30.00  0.00 65.00  0.00 70.00  0.00 459.47 
4  25.00  0.00 30.00  0.00 70.00  0.00 75.00  0.00 747.23 
4  25.00  0.00 30.00  0.00 75.00  0.00 80.00  0.00 491.03 
4  25.00  0.00 30.00  0.00 80.00  0.00 85.00  0.00 402.84 
4  25.00  0.00 30.00  0.00 85.00  0.00 90.00  0.00 442.91 
4  25.00  0.00 30.00  0.00 90.00  0.00 95.00  0.00 748.38 
4  25.00  0.00 30.00  0.00 95.00  0.00 100.00  0.00 622.08 
4  25.00  0.00 30.00  0.00 100.00  0.00 105.00  0.00 317.92 
4  25.00  0.00 30.00  0.00 105.00  0.00 110.00  0.00 163.63 
4  25.00  0.00 30.00  0.00 110.00  0.00 115.00  0.00 363.80 
4  25.00  0.00 30.00  0.00 115.00  0.00 120.00  0.00 631.90 
4  25.00  0.00 30.00  0.00 120.00  0.00 125.00  0.00 580.25 
4  25.00  0.00 30.00  0.00 125.00  0.00 130.00  0.00 794.86 
4  25.00  0.00 30.00  0.00 130.00  0.00 135.00  0.00 826.62 
4  25.00  0.00 30.00  0.00 135.00  0.00 140.00  0.00 859.62 
4  25.00  0.00 30.00  0.00 140.00  0.00 145.00  0.00 934.01 
4  25.00  0.00 30.00  0.00 145.00  0.00 150.00  0.00 530.53 
4  25.00  0.00 30.00  0.00 150.00  0.00 155.00  0.00 579.80 
4  25.00  0.00 30.00  0.00 155.00  0.00 160.00  0.00 552.77 
4  25.00  0.00 30.00  0.00 160.00  0.00 165.00  0.00 697.26 
4  25.00  0.00 30.00  0.00 165.00  0.00 170.00  0.00 660.21 
4  25.00  0.00 30.00  0.00 170.00  0.00 175.00  0.00 709.52 
4  25.00  0.00 30.00  0.00 175.00  0.00 180.00  0.00 399.54 
4  25.00  0.00 30.00  0.00 180.00  0.00 185.00  0.00 537.47 
4  25.00  0.00 30.00  0.00 185.00  0.00 190.00  0.00 511.37 
4  25.00  0.00 30.00  0.00 190.00  0.00 195.00  0.00 515.40 
4  25.00  0.00 30.00  0.00 195.00  0.00 200.00  0.00 883.28 
4  25.00  0.00 30.00  0.00 200.00  0.00 205.00  0.00 1204.51 
4  25.00  0.00 30.00  0.00 205.00  0.00 210.00  0.00 1501.31 
4  25.00  0.00 30.00  0.00 210.00  0.00 215.00  0.00 1210.14 
4  25.00  0.00 30.00  0.00 215.00  0.00 220.00  0.00 1297.18 
4  25.00  0.00 30.00  0.00 220.00  0.00 225.00  0.00 751.36 
4  25.00  0.00 30.00  0.00 225.00  0.00 230.00  0.00 523.27 
4  25.00  0.00 30.00  0.00 230.00  0.00 235.00  0.00 388.70 
4  30.00  0.00 35.00  0.00 40.00  0.00 45.00  0.00 265.81 
4  30.00  0.00 35.00  0.00 45.00  0.00 50.00  0.00 345.86 
4  30.00  0.00 35.00  0.00 50.00  0.00 55.00  0.00 481.24 
4  30.00  0.00 35.00  0.00 55.00  0.00 60.00  0.00 478.48 
4  30.00  0.00 35.00  0.00 60.00  0.00 65.00  0.00 594.20 
4  30.00  0.00 35.00  0.00 65.00  0.00 70.00  0.00 543.76 
4  30.00  0.00 35.00  0.00 70.00  0.00 75.00  0.00 882.59 
4  30.00  0.00 35.00  0.00 75.00  0.00 80.00  0.00 594.53 
4  30.00  0.00 35.00  0.00 80.00  0.00 85.00  0.00 485.07 
4  30.00  0.00 35.00  0.00 85.00  0.00 90.00  0.00 558.52 
4  30.00  0.00 35.00  0.00 90.00  0.00 95.00  0.00 941.77 
4  30.00  0.00 35.00  0.00 95.00  0.00 100.00  0.00 776.57 
4  30.00  0.00 35.00  0.00 100.00  0.00 105.00  0.00 421.91 
4  30.00  0.00 35.00  0.00 105.00  0.00 110.00  0.00 213.49 
4  30.00  0.00 35.00  0.00 110.00  0.00 115.00  0.00 476.63 
4  30.00  0.00 35.00  0.00 115.00  0.00 120.00  0.00 803.47 
4  30.00  0.00 35.00  0.00 120.00  0.00 125.00  0.00 732.31 
4  30.00  0.00 35.00  0.00 125.00  0.00 130.00  0.00 989.27 
4  30.00  0.00 35.00  0.00 130.00  0.00 135.00  0.00 1008.96 
4  30.00  0.00 35.00  0.00 135.00  0.00 140.00  0.00 1050.11 
4  30.00  0.00 35.00  0.00 140.00  0.00 145.00  0.00 1144.97 
4  30.00  0.00 35.00  0.00 145.00  0.00 150.00  0.00 648.02 
4  30.00  0.00 35.00  0.00 150.00  0.00 155.00  0.00 720.56 
4  30.00  0.00 35.00  0.00 155.00  0.00 160.00  0.00 691.98 
4  30.00  0.00 35.00  0.00 160.00  0.00 165.00  0.00 906.86 
4  30.00  0.00 35.00  0.00 165.00  0.00 170.00  0.00 846.99 
4  30.00  0.00 35.00  0.00 170.00  0.00 175.00  0.00 901.07 
4  30.00  0.00 35.00  0.00 175.00  0.00 180.00  0.00 522.25 
4  30.00  0.00 35.00  0.00 180.00  0.00 185.00  0.00 689.62 
4  30.00  0.00 35.00  0.00 185.00  0.00 190.00  0.00 637.83 
4  30.00  0.00 35.00  0.00 190.00  0.00 195.00  0.00 671.10 
4  30.00  0.00 35.00  0.00 195.00  0.00 200.00  0.00 1143.81 
4  30.00  0.00 35.00  0.00 200.00  0.00 205.00  0.00 1549.91 
4  30.00  0.00 35.00  0.00 205.00  0.00 210.00  0.00 1829.67 
4  30.00  0.00 35.00  0.00 210.00  0.00 215.00  0.00 1638.13 
4  30.00  0.00 35.00  0.00 215.00  0.00 220.00  0.00 1607.52 
4  30.00  0.00 35.00  0.00 220.00  0.00 225.00  0.00 965.23 
4  30.00  0.00 35.00  0.00 225.00  0.00 230.00  0.00 695.75 
4  30.00  0.00 35.00  0.00 230.00  0.00 235.00  0.00 534.83 
4  35.00  0.00 40.00  0.00 45.00  0.00 50.00  0.00 133.34 
4  35.00  0.00 40.00  0.00 50.00  0.00 55.00  0.00 224.67 
4  35.00  0.00 40.00  0.00 55.00  0.00 60.00  0.00 241.96 
4  35.00  0.00 40.00  0.00 60.00  0.00 65.00  0.00 313.57 
4  35.00  0.00 40.00  0.00 65.00  0.00 70.00  0.00 296.81 
4  35.00  0.00 40.00  0.00 70.00  0.00 75.00  0.00 501.97 
4  35.00  0.00 40.00  0.00 75.00  0.00 80.00  0.00 346.23 
4  35.00  0.00 40.00  0.00 80.00  0.00 85.00  0.00 285.20 
4  35.00  0.00 40.00  0.00 85.00  0.00 90.00  0.00 328.51 
4  35.00  0.00 40.00  0.00 90.00  0.00 95.00  0.00 562.51 
4  35.00  0.00 40.00  0.00 95.00  0.00 100.00  0.00 462.03 
4  35.00  0.00 40.00  0.00 100.00  0.00 105.00  0.00 261.79 
4  35.00  0.00 40.00  0.00 105.00  0.00 110.00  0.00 128.71 
4  35.00  0.00 40.00  0.00 110.00  0.00 115.00  0.00 290.83 
4  35.00  0.00 40.00  0.00 115.00  0.00 120.00  0.00 496.82 
4  35.00  0.00 40.00  0.00 120.00  0.00 125.00  0.00 453.74 
4  35.00  0.00 40.00  0.00 125.00  0.00 130.00  0.00 605.10 
4  35.00  0.00 40.00  0.00 130.00  0.00 135.00  0.00 625.54 
4  35.00  0.00 40.00  0.00 135.00  0.00 140.00  0.00 641.30 
4  35.00  0.00 40.00  0.00 140.00  0.00 145.00  0.00 724.35 
4  35.00  0.00 40.00  0.00 145.00  0.00 150.00  0.00 401.98 
4  35.00  0.00 40.00  0.00 150.00  0.00 155.00  0.00 455.46 
4  35.00  0.00 40.00  0.00 155.00  0.00 160.00  0.00 420.21 
4  35.00  0.00 40.00  0.00 160.00  0.00 165.00  0.00 582.36 
4  35.00  0.00 40.00  0.00 165.00  0.00 170.00  0.00 526.23 
4  35.00  0.00 40.00  0.00 170.00  0.00 175.00  0.00 576.63 
4  35.00  0.00 40.00  0.00 175.00  0.00 180.00  0.00 327.22 
4  35.00  0.00 40.00  0.00 180.00  0.00 185.00  0.00 434.75 
4  35.00  0.00 40.00  0.00 185.00  0.00 190.00  0.00 400.86 
4  35.00  0.00 40.00  0.00 190.00  0.00 195.00  0.00 432.74 
4  35.00  0.00 40.00  0.00 195.00  0.00 200.00  0.00 716.21 
4  35.00  0.00 40.00  0.00 200.00  0.00 205.00  0.00 993.48 
4  35.00  0.00 40.00  0.00 205.00  0.00 210.00  0.00 1031.52 
4  35.00  0.00 40.00  0.00 210.00  0.00 215.00  0.00 1180.22 
4  35.00  0.00 40.00  0.00 215.00  0.00 220.00  0.00 1012.33 
4  35.00  0.00 40.00  0.00 220.00  0.00 225.00  0.00 630.42 
4  35.00  0.00 40.00  0.00 225.00  0.00 230.00  0.00 436.21 
4  35.00  0.00 40.00  0.00 230.00  0.00 235.00  0.00 358.44 
4  40.00  0.00 45.00  0.00 50.00  0.00 55.00  0.00 195.62 
4  40.00  0.00 45.00  0.00 55.00  0.00 60.00  0.00 254.72 
4  40.00  0.00 45.00  0.00 60.00  0.00 65.00  0.00 358.15 
4  40.00  0.00 45.00  0.00 65.00  0.00 70.00  0.00 365.42 
4  40.00  0.00 45.00  0.00 70.00  0.00 75.00  0.00 624.52 
4  40.00  0.00 45.00  0.00 75.00  0.00 80.00  0.00 453.12 
4  40.00  0.00 45.00  0.00 80.00  0.00 85.00  0.00 366.30 
4  40.00  0.00 45.00  0.00 85.00  0.00 90.00  0.00 459.26 
4  40.00  0.00 45.00  0.00 90.00  0.00 95.00  0.00 769.47 
4  40.00  0.00 45.00  0.00 95.00  0.00 100.00  0.00 643.17 
4  40.00  0.00 45.00  0.00 100.00  0.00 105.00  0.00 378.93 
4  40.00  0.00 45.00  0.00 105.00  0.00 110.00  0.00 194.41 
4  40.00  0.00 45.00  0.00 110.00  0.00 115.00  0.00 410.34 
4  40.00  0.00 45.00  0.00 115.00  0.00 120.00  0.00 731.27 
4  40.00  0.00 45.00  0.00 120.00  0.00 125.00  0.00 629.34 
4  40.00  0.00 45.00  0.00 125.00  0.00 130.00  0.00 859.29 
4  40.00  0.00 45.00  0.00 130.00  0.00 135.00  0.00 835.45 
4  40.00  0.00 45.00  0.00 135.00  0.00 140.00  0.00 906.81 
4  40.00  0.00 45.00  0.00 140.00  0.00 145.00  0.00 957.39 
4  40.00  0.00 45.00  0.00 145.00  0.00 150.00  0.00 574.91 
4  40.00  0.00 45.00  0.00 150.00  0.00 155.00  0.00 529.88 
4  40.00  0.00 45.00  0.00 155.00  0.00 160.00  0.00 726.77 
4  40.00  0.00 45.00  0.00 160.00  0.00 165.00  0.00 763.31 
4  40.00  0.00 45.00  0.00 165.00  0.00 170.00  0.00 862.98 
4  40.00  0.00 45.00  0.00 170.00  0.00 175.00  0.00 755.47 
4  40.00  0.00 45.00  0.00 175.00  0.00 180.00  0.00 542.45 
4  40.00  0.00 45.00  0.00 180.00  0.00 185.00  0.00 579.85 
4  40.00  0.00 45.00  0.00 185.00  0.00 190.00  0.00 590.64 
4  40.00  0.00 45.00  0.00 190.00  0.00 195.00  0.00 593.13 
4  40.00  0.00 45.00  0.00 195.00  0.00 200.00  0.00 1079.97 
4  40.00  0.00 45.00  0.00 200.00  0.00 205.00  0.00 1149.35 
4  40.00  0.00 45.00  0.00 205.00  0.00 210.00  0.00 1851.51 
4  40.00  0.00 45.00  0.00 210.00  0.00 215.00  0.00 1461.88 
