4  35.00 0.00 30.00  0.00 65.00  0.00 70.00  0.00 11715.53 
4  35.00 0.00 30.00  0.00 70.00  0.00 75.00  0.00 13677.89 
4  35.00 0.00 30.00  0.00 75.00  0.00 80.00  0.00 17973.30 
4  35.00 0.00 30.00  0.00 80.00  0.00 85.00  0.00 17437.71 
4  35.00 0.00 30.00  0.00 85.00  0.00 90.00  0.00 35755.06 
4  35.00 0.00 30.00  0.00 90.00  0.00 95.00  0.00 32560.58 
4  35.00 0.00 30.00  0.00 95.00  0.00 100.00  0.00 31498.28 
4  35.00 0.00 30.00  0.00 100.00  0.00 105.00  0.00 44834.96 
4  35.00 0.00 30.00  0.00 105.00  0.00 110.00  0.00 48799.36 
4  35.00 0.00 30.00  0.00 110.00  0.00 115.00  0.00 67451.90 
4  35.00 0.00 30.00  0.00 115.00  0.00 120.00  0.00 66506.93 
4  35.00 0.00 30.00  0.00 120.00  0.00 125.00  0.00 66708.87 
4  35.00 0.00 30.00  0.00 125.00  0.00 130.00  0.00 74436.36 
4  35.00 0.00 30.00  0.00 130.00  0.00 135.00  0.00 74327.59 
4  35.00 0.00 30.00  0.00 135.00  0.00 140.00  0.00 89644.12 
4  35.00 0.00 30.00  0.00 140.00  0.00 145.00  0.00 87598.38 
4  35.00 0.00 30.00  0.00 145.00  0.00 150.00  0.00 114336.96 
4  35.00 0.00 30.00  0.00 150.00  0.00 155.00  0.00 88720.14 
4  35.00 0.00 30.00  0.00 155.00  0.00 160.00  0.00 111090.16 
4  35.00 0.00 30.00  0.00 160.00  0.00 165.00  0.00 66950.76 
4  35.00 0.00 30.00  0.00 165.00  0.00 170.00  0.00 109847.40 
4  35.00 0.00 30.00  0.00 170.00  0.00 175.00  0.00 70952.50 
4  35.00 0.00 30.00  0.00 175.00  0.00 180.00  0.00 66047.38 
4  35.00 0.00 30.00  0.00 180.00  0.00 185.00  0.00 70743.16 
4  35.00 0.00 30.00  0.00 185.00  0.00 190.00  0.00 102829.39 
4  35.00 0.00 30.00  0.00 190.00  0.00 195.00  0.00 83933.70 
4  35.00 0.00 30.00  0.00 195.00  0.00 200.00  0.00 89377.20 
4  40.00 0.00 35.00  0.00 45.00  0.00 50.00  0.00 8813.39 
4  40.00 0.00 35.00  0.00 50.00  0.00 55.00  0.00 7428.73 
4  40.00 0.00 35.00  0.00 55.00  0.00 60.00  0.00 5912.22 
4  40.00 0.00 35.00  0.00 60.00  0.00 65.00  0.00 10433.81 
4  40.00 0.00 35.00  0.00 65.00  0.00 70.00  0.00 10018.81 
4  40.00 0.00 35.00  0.00 70.00  0.00 75.00  0.00 12029.22 
4  40.00 0.00 35.00  0.00 75.00  0.00 80.00  0.00 16339.04 
4  40.00 0.00 35.00  0.00 80.00  0.00 85.00  0.00 16033.22 
4  40.00 0.00 35.00  0.00 85.00  0.00 90.00  0.00 32861.88 
4  40.00 0.00 35.00  0.00 90.00  0.00 95.00  0.00 30549.46 
4  40.00 0.00 35.00  0.00 95.00  0.00 100.00  0.00 29802.63 
4  40.00 0.00 35.00  0.00 100.00  0.00 105.00  0.00 43341.83 
4  40.00 0.00 35.00  0.00 105.00  0.00 110.00  0.00 47615.56 
4  40.00 0.00 35.00  0.00 110.00  0.00 115.00  0.00 64250.66 
4  40.00 0.00 35.00  0.00 115.00  0.00 120.00  0.00 70509.00 
4  40.00 0.00 35.00  0.00 120.00  0.00 125.00  0.00 67591.98 
4  40.00 0.00 35.00  0.00 125.00  0.00 130.00  0.00 77070.55 
4  40.00 0.00 35.00  0.00 130.00  0.00 135.00  0.00 76359.71 
4  40.00 0.00 35.00  0.00 135.00  0.00 140.00  0.00 93285.51 
4  40.00 0.00 35.00  0.00 140.00  0.00 145.00  0.00 92326.00 
4  40.00 0.00 35.00  0.00 145.00  0.00 150.00  0.00 122162.16 
4  40.00 0.00 35.00  0.00 150.00  0.00 155.00  0.00 94740.63 
4  40.00 0.00 35.00  0.00 155.00  0.00 160.00  0.00 119550.51 
4  40.00 0.00 35.00  0.00 160.00  0.00 165.00  0.00 71775.09 
4  40.00 0.00 35.00  0.00 165.00  0.00 170.00  0.00 118831.37 
4  40.00 0.00 35.00  0.00 170.00  0.00 175.00  0.00 77117.01 
4  40.00 0.00 35.00  0.00 175.00  0.00 180.00  0.00 72527.20 
4  40.00 0.00 35.00  0.00 180.00  0.00 185.00  0.00 77742.94 
4  40.00 0.00 35.00  0.00 185.00  0.00 190.00  0.00 113380.17 
4  40.00 0.00 35.00  0.00 190.00  0.00 195.00  0.00 91415.62 
4  40.00 0.00 35.00  0.00 195.00  0.00 200.00  0.00 97382.19 
4  40.00 0.00 35.00  0.00 200.00  0.00 205.00  0.00 71944.08 
4  45.00 0.00 40.00  0.00 50.00  0.00 55.00  0.00 7182.16 
4  45.00 0.00 40.00  0.00 55.00  0.00 60.00  0.00 5849.19 
4  45.00 0.00 40.00  0.00 60.00  0.00 65.00  0.00 9926.36 
4  45.00 0.00 40.00  0.00 65.00  0.00 70.00  0.00 10001.89 
4  45.00 0.00 40.00  0.00 70.00  0.00 75.00  0.00 11680.84 
4  45.00 0.00 40.00  0.00 75.00  0.00 80.00  0.00 16259.46 
4  45.00 0.00 40.00  0.00 80.00  0.00 85.00  0.00 15929.97 
4  45.00 0.00 40.00  0.00 85.00  0.00 90.00  0.00 34943.93 
4  45.00 0.00 40.00  0.00 90.00  0.00 95.00  0.00 32159.58 
4  45.00 0.00 40.00  0.00 95.00  0.00 100.00  0.00 30202.23 
4  45.00 0.00 40.00  0.00 100.00  0.00 105.00  0.00 49215.41 
4  45.00 0.00 40.00  0.00 105.00  0.00 110.00  0.00 53040.86 
4  45.00 0.00 40.00  0.00 110.00  0.00 115.00  0.00 63591.68 
4  45.00 0.00 40.00  0.00 115.00  0.00 120.00  0.00 88112.36 
4  45.00 0.00 40.00  0.00 120.00  0.00 125.00  0.00 76073.23 
4  45.00 0.00 40.00  0.00 125.00  0.00 130.00  0.00 86324.29 
4  45.00 0.00 40.00  0.00 130.00  0.00 135.00  0.00 82491.98 
4  45.00 0.00 40.00  0.00 135.00  0.00 140.00  0.00 104891.78 
4  45.00 0.00 40.00  0.00 140.00  0.00 145.00  0.00 107626.24 
4  45.00 0.00 40.00  0.00 145.00  0.00 150.00  0.00 142123.95 
4  45.00 0.00 40.00  0.00 150.00  0.00 155.00  0.00 113511.86 
4  45.00 0.00 40.00  0.00 155.00  0.00 160.00  0.00 132054.62 
4  45.00 0.00 40.00  0.00 160.00  0.00 165.00  0.00 82613.34 
4  45.00 0.00 40.00  0.00 165.00  0.00 170.00  0.00 135790.30 
4  45.00 0.00 40.00  0.00 170.00  0.00 175.00  0.00 91205.20 
4  45.00 0.00 40.00  0.00 175.00  0.00 180.00  0.00 79239.79 
4  45.00 0.00 40.00  0.00 180.00  0.00 185.00  0.00 95223.05 
4  45.00 0.00 40.00  0.00 185.00  0.00 190.00  0.00 128411.34 
4  45.00 0.00 40.00  0.00 190.00  0.00 195.00  0.00 85668.80 
4  45.00 0.00 40.00  0.00 195.00  0.00 200.00  0.00 109453.12 
4  45.00 0.00 40.00  0.00 200.00  0.00 205.00  0.00 81883.27 
4  45.00 0.00 40.00  0.00 205.00  0.00 210.00  0.00 57041.40 
4  50.00 0.00 45.00  0.00 55.00  0.00 60.00  0.00 5583.11 
4  50.00 0.00 45.00  0.00 60.00  0.00 65.00  0.00 10450.71 
4  50.00 0.00 45.00  0.00 65.00  0.00 70.00  0.00 10396.11 
4  50.00 0.00 45.00  0.00 70.00  0.00 75.00  0.00 11901.02 
4  50.00 0.00 45.00  0.00 75.00  0.00 80.00  0.00 16764.82 
4  50.00 0.00 45.00  0.00 80.00  0.00 85.00  0.00 16792.31 
4  50.00 0.00 45.00  0.00 85.00  0.00 90.00  0.00 37433.88 
4  50.00 0.00 45.00  0.00 90.00  0.00 95.00  0.00 35496.01 
4  50.00 0.00 45.00  0.00 95.00  0.00 100.00  0.00 34771.83 
4  50.00 0.00 45.00  0.00 100.00  0.00 105.00  0.00 55081.98 
4  50.00 0.00 45.00  0.00 105.00  0.00 110.00  0.00 61158.11 
4  50.00 0.00 45.00  0.00 110.00  0.00 115.00  0.00 73777.07 
4  50.00 0.00 45.00  0.00 115.00  0.00 120.00  0.00 105946.96 
4  50.00 0.00 45.00  0.00 120.00  0.00 125.00  0.00 90745.30 
4  50.00 0.00 45.00  0.00 125.00  0.00 130.00  0.00 102395.29 
4  50.00 0.00 45.00  0.00 130.00  0.00 135.00  0.00 102241.59 
4  50.00 0.00 45.00  0.00 135.00  0.00 140.00  0.00 128419.72 
4  50.00 0.00 45.00  0.00 140.00  0.00 145.00  0.00 129984.75 
4  50.00 0.00 45.00  0.00 145.00  0.00 150.00  0.00 171707.39 
4  50.00 0.00 45.00  0.00 150.00  0.00 155.00  0.00 137585.55 
4  50.00 0.00 45.00  0.00 155.00  0.00 160.00  0.00 166047.97 
4  50.00 0.00 45.00  0.00 160.00  0.00 165.00  0.00 102461.60 
4  50.00 0.00 45.00  0.00 165.00  0.00 170.00  0.00 169988.59 
4  50.00 0.00 45.00  0.00 170.00  0.00 175.00  0.00 112575.61 
4  50.00 0.00 45.00  0.00 175.00  0.00 180.00  0.00 101094.45 
