48 	 # Number of sensors 
# x z 
0.00 3741.94 
5.00 3742.11 
10.00 3741.87 
15.00 3742.20 
20.00 3742.00 
25.00 3743.30 
30.00 3743.28 
35.00 3743.50 
40.00 3743.57 
45.00 3744.14 
50.00 3744.41 
55.00 3744.72 
60.00 3744.82 
65.00 3744.79 
70.00 3745.06 
75.00 3744.92 
80.00 3744.81 
85.00 3744.72 
90.00 3744.73 
95.00 3744.82 
100.00 3744.62 
105.00 3744.45 
110.00 3744.10 
115.00 3744.08 
120.00 3743.25 
125.00 3743.58 
130.00 3743.63 
135.00 3743.73 
140.00 3743.71 
145.00 3743.72 
150.00 3744.55 
155.00 3744.73 
160.00 3743.76 
165.00 3742.97 
170.00 3741.17 
175.00 3741.77 
180.00 3741.56 
185.00 3741.93 
190.00 3742.00 
195.00 3742.56 
200.00 3743.11 
205.00 3742.89 
210.00 3742.99 
215.00 3742.39 
220.00 3742.06 
225.00 3742.09 
230.00 3741.68 
235.00 3741.21 
338 	 # Number of measurements 
# a b m n rhoa err
1 4 2 3 167.80 0.040 
2 5 3 4 119.04 0.040 
3 6 4 5 113.96 0.040 
4 7 5 6 103.33 0.040 
6 9 7 8 53.27 0.040 
9 12 10 11 151.79 0.040 
10 13 11 12 200.91 0.040 
11 14 12 13 171.81 0.040 
12 15 13 14 195.93 0.040 
13 16 14 15 186.31 0.040 
14 17 15 16 153.50 0.040 
15 18 16 17 171.06 0.040 
16 19 17 18 176.54 0.040 
17 20 18 19 205.32 0.040 
18 21 19 20 200.24 0.040 
19 22 20 21 213.46 0.040 
20 23 21 22 216.10 0.040 
21 24 22 23 182.57 0.040 
22 25 23 24 168.51 0.040 
23 26 24 25 194.38 0.040 
24 27 25 26 165.71 0.040 
25 28 26 27 187.16 0.040 
26 29 27 28 203.73 0.040 
27 30 28 29 183.15 0.040 
28 31 29 30 216.96 0.040 
29 32 30 31 201.10 0.040 
30 33 31 32 227.01 0.040 
31 34 32 33 215.94 0.040 
32 35 33 34 226.52 0.040 
33 36 34 35 217.75 0.040 
34 37 35 36 166.64 0.040 
35 38 36 37 154.81 0.040 
36 39 37 38 151.40 0.040 
37 40 38 39 159.70 0.040 
38 41 39 40 169.73 0.040 
39 42 40 41 178.06 0.040 
40 43 41 42 194.91 0.040 
41 44 42 43 214.43 0.040 
42 45 43 44 206.04 0.040 
