48 	 # Number of sensors 
# x z 
0.00 0.00 
5.00 -0.50 
10.00 1.00 
15.00 2.20 
20.00 2.00 
25.00 3.70 
30.00 4.80 
35.00 5.20 
40.00 5.20 
45.00 5.40 
50.00 7.60 
55.00 8.70 
60.00 10.20 
65.00 10.50 
70.00 10.80 
75.00 10.30 
80.00 11.10 
85.00 13.40 
90.00 15.70 
95.00 15.90 
100.00 16.30 
105.00 16.00 
110.00 18.50 
115.00 19.50 
120.00 19.80 
125.00 20.00 
130.00 22.50 
135.00 23.40 
140.00 24.10 
145.00 25.00 
150.00 26.30 
155.00 26.90 
160.00 27.50 
165.00 28.60 
170.00 29.10 
175.00 30.20 
180.00 30.90 
185.00 31.20 
190.00 32.10 
195.00 32.80 
200.00 33.10 
205.00 34.10 
210.00 34.80 
215.00 35.30 
220.00 36.00 
225.00 36.40 
230.00 36.70 
235.00 37.30 
360 	 # Number of measurements 
# a b m n rhoa err
17 26 20 23 106638.69 0.040 
17 23 19 21 66405.04 0.040 
17 20 18 19 26569.99 0.040 
18 48 28 38 197877.81 0.040 
18 45 27 36 216154.97 0.040 
18 42 26 34 198533.67 0.040 
18 39 25 32 215241.09 0.040 
18 36 24 30 184934.31 0.040 
18 33 23 28 168334.45 0.040 
18 30 22 26 127310.14 0.040 
18 27 21 24 114824.71 0.040 
18 24 20 22 60766.56 0.040 
18 21 19 20 41688.67 0.040 
19 46 28 37 200531.20 0.040 
19 43 27 35 207865.72 0.040 
19 40 26 33 181224.30 0.040 
19 37 25 31 199575.69 0.040 
19 34 24 29 168225.00 0.040 
19 31 23 27 133686.67 0.040 
19 28 22 25 99705.17 0.040 
19 25 21 23 80562.63 0.040 
19 22 20 21 31639.51 0.040 
20 47 29 38 205789.84 0.040 
20 44 28 36 197949.33 0.040 
20 41 27 34 207952.05 0.040 
20 38 26 32 189164.39 0.040 
20 35 25 30 185756.55 0.040 
20 32 24 28 146396.83 0.040 
20 29 23 26 93187.95 0.040 
20 26 22 24 89109.23 0.040 
20 23 21 22 33115.54 0.040 
21 48 30 39 200902.22 0.040 
21 45 29 37 206657.52 0.040 
21 42 28 35 194642.20 0.040 
21 39 27 33 201273.45 0.040 
21 36 26 31 174174.33 0.040 
21 33 25 29 163653.94 0.040 
21 30 24 27 107479.02 0.040 
21 27 23 25 60889.27 0.040 
21 24 22 23 44062.27 0.040 
22 46 30 38 198075.56 0.040 
22 43 29 36 198543.28 0.040 
22 40 28 34 174462.41 0.040 
22 37 27 32 182079.02 0.040 
22 34 26 30 141079.88 0.040 
22 31 25 28 130127.59 0.040 
22 28 24 26 60175.82 0.040 
22 25 23 24 45254.38 0.040 
23 47 31 39 190556.69 0.040 
23 44 30 37 199784.56 0.040 
23 41 29 35 197601.97 0.040 
23 38 28 33 172430.42 0.040 
23 35 27 31 171666.20 0.040 
23 32 26 29 127000.98 0.040 
23 29 25 27 93255.92 0.040 
23 26 24 25 25083.37 0.040 
24 48 32 40 205392.33 0.040 
24 45 31 38 187132.03 0.040 
24 42 30 36 198277.12 0.040 
24 39 29 34 181494.58 0.040 
24 36 28 32 150640.48 0.040 
24 33 27 30 134203.97 0.040 
24 30 26 28 93580.36 0.040 
24 27 25 26 46165.70 0.040 
25 46 32 39 189277.83 0.040 
25 43 31 37 171707.19 0.040 
25 40 30 35 170685.64 0.040 
25 37 29 33 151176.83 0.040 
25 34 28 31 120260.16 0.040 
25 31 27 29 90030.28 0.040 
25 28 26 27 37678.66 0.040 
26 47 33 40 188522.02 0.040 
26 44 32 38 185326.02 0.040 
26 41 31 36 158440.98 0.040 
26 38 30 34 143544.44 0.040 
26 35 29 32 135046.91 0.040 
26 32 28 30 81267.77 0.040 
26 29 27 28 53528.49 0.040 
27 48 34 41 154586.59 0.040 
27 45 33 39 179331.75 0.040 
27 42 32 37 182268.83 0.040 
27 39 31 35 151316.81 0.040 
27 36 30 33 131537.08 0.040 
27 33 29 31 99955.36 0.040 
27 30 28 29 38665.32 0.040 
28 46 34 40 129538.33 0.040 
28 43 33 38 174513.75 0.040 
28 40 32 36 165425.34 0.040 
28 37 31 34 122885.63 0.040 
28 34 30 32 100727.84 0.040 
28 31 29 30 52837.89 0.040 
29 47 35 41 158568.81 0.040 
29 44 34 39 165591.97 0.040 
29 41 33 37 177550.25 0.040 
29 38 32 35 139223.88 0.040 
29 35 31 33 88669.12 0.040 
29 32 30 31 58552.45 0.040 
30 48 36 42 169665.33 0.040 
30 45 35 40 178067.69 0.040 
30 42 34 38 153917.61 0.040 
30 39 33 36 140210.44 0.040 
30 36 32 34 99729.49 0.040 
30 33 31 32 43463.08 0.040 
31 46 36 41 275499.19 0.040 
31 43 35 39 162183.86 0.040 
31 40 34 37 134652.44 0.040 
31 37 33 35 102808.88 0.040 
31 34 32 33 59084.71 0.040 
32 47 37 42 141369.20 0.040 
32 44 36 40 158545.70 0.040 
32 41 35 38 140449.03 0.040 
32 38 34 36 98116.87 0.040 
32 35 33 34 50327.38 0.040 
33 48 38 43 172056.11 0.040 
33 45 37 41 138085.08 0.040 
33 42 36 39 133913.84 0.040 
33 39 35 37 113356.99 0.040 
33 36 34 35 52333.93 0.040 
34 46 38 42 150320.72 0.040 
34 43 37 40 120015.33 0.040 
34 40 36 38 96580.93 0.040 
34 37 35 36 57229.15 0.040 
35 47 39 43 161185.44 0.040 
35 44 38 41 124780.16 0.040 
35 41 37 39 77649.70 0.040 
35 38 36 37 63360.45 0.040 
36 48 40 44 142609.20 0.040 
36 45 39 42 135632.16 0.040 
36 42 38 40 112550.28 0.040 
36 39 37 38 48728.09 0.040 
37 46 40 43 145919.11 0.040 
37 43 39 41 88055.35 0.040 
37 40 38 39 57337.46 0.040 
38 47 41 44 106971.22 0.040 
38 44 40 42 84756.38 0.040 
38 41 39 40 67104.42 0.040 
39 48 42 45 125450.66 0.040 
39 45 41 43 79596.74 0.040 
39 42 40 41 46228.44 0.040 
40 46 42 44 138997.52 0.040 
40 43 41 42 34120.38 0.040 
41 47 43 45 92578.25 0.040 
41 44 42 43 77113.29 0.040 
42 48 44 46 88311.76 0.040 
42 45 43 44 47563.71 0.040 
43 46 44 45 73462.07 0.040 
44 47 45 46 73555.16 0.040 
45 48 46 47 77743.95 0.040 
