Name;Code;Easting;Northing;Elevation;Description;Longitude;Latitude;Ellipsoidal height;Origin;Easting RMS;Northing RMS;Elevation RMS;Lateral RMS;Antenna height;Antenna height units;Solution status;Averaging start;Averaging end;Samples;PDOP;Base easting;Base northing;Base elevation;Base longitude;Base latitude;Base ellipsoidal height;Baseline;CS name
E1;;;;;;72.80913677;37.40965986;4624.54;Global;0.034;0.028;0.013;0.044;1.134;m;FIX;2023-08-17 08:46:40.4 UTC+02:00;2023-08-17 08:46:50.4 UTC+02:00;51;1.4;;;;72.8084354;37.40873524;4640.905;121.044;Global CS
E2;;;;;;72.80911519;37.40962454;4625.984;Global;0.018;0.017;0.011;0.025;1.134;m;FIX;2023-08-17 08:47:08.8 UTC+02:00;2023-08-17 08:47:18.8 UTC+02:00;51;1.4;;;;72.8084354;37.40873524;4640.905;116.509;Global CS
E3;;;;;;72.80908898;37.40958695;4628.058;Global;0.013;0.016;0.012;0.021;1.134;m;FIX;2023-08-17 08:48:02.4 UTC+02:00;2023-08-17 08:48:12.4 UTC+02:00;51;1.4;;;;72.8084354;37.40873524;4640.905;111.515;Global CS
E4;;;;;;72.80906394;37.40955391;4630.314;Global;0.018;0.02;0.012;0.026;1.134;m;FIX;2023-08-17 08:48:33.0 UTC+02:00;2023-08-17 08:48:43.0 UTC+02:00;51;1.4;;;;72.8084354;37.40873524;4640.905;107.031;Global CS
E5;;;;;;72.8090445;37.4095179;4632.235;Global;0.018;0.016;0.012;0.024;1.134;m;FIX;2023-08-17 08:49:03.6 UTC+02:00;2023-08-17 08:49:13.6 UTC+02:00;51;1.3;;;;72.8084354;37.40873524;4640.905;102.588;Global CS
E6;;;;;;72.80901424;37.4094823;4634.028;Global;0.048;0.033;0.011;0.058;1.134;m;FIX;2023-08-17 08:49:34.6 UTC+02:00;2023-08-17 08:49:44.6 UTC+02:00;51;1.4;;;;72.8084354;37.40873524;4640.905;97.72;Global CS
E7;;;;;;72.80899169;37.40943982;4634.249;Global;0.014;0.014;0.011;0.02;1.134;m;FIX;2023-08-17 08:50:06.8 UTC+02:00;2023-08-17 08:50:16.8 UTC+02:00;51;1.4;;;;72.8084354;37.40873524;4640.905;92.631;Global CS
E8;;;;;;72.80896663;37.40939769;4634.201;Global;0.01;0.012;0.011;0.016;1.134;m;FIX;2023-08-17 08:50:33.2 UTC+02:00;2023-08-17 08:50:43.2 UTC+02:00;51;1.4;;;;72.8084354;37.40873524;4640.905;87.492;Global CS
E9;;;;;;72.80895937;37.40935666;4633.979;Global;0.015;0.016;0.012;0.022;1.134;m;FIX;2023-08-17 08:51:00.4 UTC+02:00;2023-08-17 08:51:10.4 UTC+02:00;51;1.4;;;;72.8084354;37.40873524;4640.905;83.396;Global CS
E10;;;;;;72.80892522;37.40932046;4634.439;Global;0.012;0.012;0.012;0.017;1.134;m;FIX;2023-08-17 08:51:26.6 UTC+02:00;2023-08-17 08:51:36.6 UTC+02:00;51;1.4;;;;72.8084354;37.40873524;4640.905;78.34;Global CS
E11;;;;;;72.80889097;37.40928228;4634.705;Global;0.022;0.055;0.011;0.059;1.134;m;FIX;2023-08-17 08:51:51.6 UTC+02:00;2023-08-17 08:52:01.6 UTC+02:00;51;1.4;;;;72.8084354;37.40873524;4640.905;73.094;Global CS
E12;;;;;;72.80887205;37.40923779;4635.29;Global;0.011;0.011;0.011;0.016;1.134;m;FIX;2023-08-17 08:52:24.8 UTC+02:00;2023-08-17 08:52:34.8 UTC+02:00;51;1.4;;;;72.8084354;37.40873524;4640.905;68.069;Global CS
E13;;;;;;72.80883883;37.40920244;4635.042;Global;0.042;0.018;0.012;0.046;1.134;m;FIX;2023-08-17 08:52:53.8 UTC+02:00;2023-08-17 08:53:03.8 UTC+02:00;51;1.4;;;;72.8084354;37.40873524;4640.905;63.177;Global CS
