Name;Code;Easting;Northing;Elevation;Description;Longitude;Latitude;Ellipsoidal height;Origin;Easting RMS;Northing RMS;Elevation RMS;Lateral RMS;Antenna height;Antenna height units;Solution status;Averaging start;Averaging end;Samples;PDOP;Base easting;Base northing;Base elevation;Base longitude;Base latitude;Base ellipsoidal height;Baseline;CS name
E14;;;;;;72.80881059;37.40916361;4634.899;Global;0.017;0.026;0.011;0.031;1.134;m;FIX;2023-08-17 08:53:15.8 UTC+02:00;2023-08-17 08:53:25.8 UTC+02:00;51;1.4;;;;72.8084354;37.40873524;4640.905;58.23;Global CS
E15;;;;;;72.80877091;37.40913007;4634.689;Global;0.048;0.033;0.015;0.058;1.134;m;FIX;2023-08-17 08:53:46.0 UTC+02:00;2023-08-17 08:53:56.0 UTC+02:00;51;1.4;;;;72.8084354;37.40873524;4640.905;53.229;Global CS
E16;;;;;;72.80874744;37.40909006;4635.661;Global;0.011;0.015;0.011;0.019;1.134;m;FIX;2023-08-17 08:54:16.8 UTC+02:00;2023-08-17 08:54:26.8 UTC+02:00;51;1.3;;;;72.8084354;37.40873524;4640.905;48.331;Global CS
E17;;;;;;72.80871754;37.40905227;4635.884;Global;0.018;0.018;0.012;0.025;1.134;m;FIX;2023-08-17 08:54:41.0 UTC+02:00;2023-08-17 08:54:51.0 UTC+02:00;51;1.3;;;;72.8084354;37.40873524;4640.905;43.345;Global CS
E18;;;;;;72.80869983;37.40901153;4636.5;Global;0.011;0.014;0.015;0.017;1.134;m;FIX;2023-08-17 08:55:03.8 UTC+02:00;2023-08-17 08:55:13.8 UTC+02:00;51;1.3;;;;72.8084354;37.40873524;4640.905;38.74;Global CS
E19;;;;;;72.80867871;37.4089682;4637.004;Global;0.017;0.043;0.011;0.046;1.134;m;FIX;2023-08-17 08:55:25.0 UTC+02:00;2023-08-17 08:55:35.0 UTC+02:00;51;1.3;;;;72.8084354;37.40873524;4640.905;33.735;Global CS
E20;;;;;;72.80864753;37.40893277;4637.119;Global;0.017;0.017;0.011;0.024;1.134;m;FIX;2023-08-17 08:55:49.0 UTC+02:00;2023-08-17 08:55:59.0 UTC+02:00;51;1.3;;;;72.8084354;37.40873524;4640.905;29.018;Global CS
E21;;;;;;72.80861573;37.40889633;4636.856;Global;0.011;0.011;0.011;0.016;1.134;m;FIX;2023-08-17 08:56:25.0 UTC+02:00;2023-08-17 08:56:35.0 UTC+02:00;51;1.3;;;;72.8084354;37.40873524;4640.905;24.169;Global CS
E22;;;;;;72.8086036;37.40885464;4638.988;Global;0.021;0.039;0.011;0.044;1.134;m;FIX;2023-08-17 08:56:59.4 UTC+02:00;2023-08-17 08:57:09.4 UTC+02:00;51;1.3;;;;72.8084354;37.40873524;4640.905;19.957;Global CS
E23;;;;;;72.80858599;37.40881449;4638.819;Global;0.042;0.026;0.012;0.05;1.134;m;FIX;2023-08-17 08:57:26.4 UTC+02:00;2023-08-17 08:57:36.4 UTC+02:00;51;1.3;;;;72.8084354;37.40873524;4640.905;16.017;Global CS
E24;;;;;;72.80855162;37.40878309;4640.314;Global;0.021;0.055;0.011;0.059;1.134;m;FIX;2023-08-17 08:57:55.6 UTC+02:00;2023-08-17 08:58:05.6 UTC+02:00;51;1.3;;;;72.8084354;37.40873524;4640.905;11.602;Global CS
E25;;;;;;72.80852609;37.40872391;4640.695;Global;0.013;0.011;0.011;0.017;1.134;m;FIX;2023-08-17 09:19:21.4 UTC+02:00;2023-08-17 09:19:31.4 UTC+02:00;51;1.3;;;;72.8084354;37.40873524;4640.905;8.192;Global CS
E26;;;;;;72.80851773;37.40868197;4641.381;Global;0.011;0.011;0.011;0.015;1.134;m;FIX;2023-08-17 09:19:49.8 UTC+02:00;2023-08-17 09:19:59.8 UTC+02:00;51;1.3;;;;72.8084354;37.40873524;4640.905;9.539;Global CS
E27;;;;;;72.80848649;37.4086457;4641.884;Global;0.012;0.012;0.012;0.017;1.134;m;FIX;2023-08-17 09:20:15.2 UTC+02:00;2023-08-17 09:20:25.2 UTC+02:00;51;1.4;;;;72.8084354;37.40873524;4640.905;11.137;Global CS
E28;;;;;;72.80847185;37.40860605;4641.726;Global;0.011;0.011;0.011;0.015;1.134;m;FIX;2023-08-17 09:21:49.2 UTC+02:00;2023-08-17 09:21:55.0 UTC+02:00;30;1.3;;;;72.8084354;37.40873524;4640.905;14.835;Global CS
E29;;;;;;72.80845507;37.4085637;4642.263;Global;0.015;0.014;0.01;0.02;1.134;m;FIX;2023-08-17 09:22:12.8 UTC+02:00;2023-08-17 09:22:20.0 UTC+02:00;37;1.3;;;;72.8084354;37.40873524;4640.905;19.301;Global CS
E30;;;;;;72.80843811;37.40852445;4642.759;Global;0.039;0.032;0.046;0.05;1.134;m;FIX;2023-08-17 09:22:37.0 UTC+02:00;2023-08-17 09:22:47.0 UTC+02:00;51;1.3;;;;72.8084354;37.40873524;4640.905;23.583;Global CS
E31;;;;;;72.80841667;37.40848607;4643.151;Global;0.012;0.014;0.011;0.018;1.134;m;FIX;2023-08-17 09:23:00.2 UTC+02:00;2023-08-17 09:23:10.2 UTC+02:00;51;1.2;;;;72.8084354;37.40873524;4640.905;27.923;Global CS
E32;;;;;;72.80841689;37.40844348;4643.653;Global;0.015;0.013;0.011;0.02;1.134;m;FIX;2023-08-17 09:23:28.0 UTC+02:00;2023-08-17 09:23:38.0 UTC+02:00;51;1.3;;;;72.8084354;37.40873524;4640.905;32.677;Global CS
E33;;;;;;72.8084129;37.40839823;4644.462;Global;0.011;0.012;0.011;0.016;1.134;m;FIX;2023-08-17 09:23:55.8 UTC+02:00;2023-08-17 09:24:05.8 UTC+02:00;51;1.3;;;;72.8084354;37.40873524;4640.905;37.781;Global CS
E34;;;;;;72.8084081;37.40835826;4647.044;Global;0.022;0.019;0.011;0.029;1.134;m;FIX;2023-08-17 09:24:29.8 UTC+02:00;2023-08-17 09:24:39.8 UTC+02:00;51;1.2;;;;72.8084354;37.40873524;4640.905;42.538;Global CS
E35;;;;;;72.80840642;37.40832081;4649.69;Global;0.013;0.012;0.011;0.018;1.134;m;FIX;2023-08-17 09:25:04.6 UTC+02:00;2023-08-17 09:25:11.4 UTC+02:00;35;1.3;;;;72.8084354;37.40873524;4640.905;47.159;Global CS
E36;;;;;;72.8084062;37.40828086;4651.098;Global;0.012;0.012;0.011;0.017;1.134;m;FIX;2023-08-17 09:25:28.2 UTC+02:00;2023-08-17 09:25:38.2 UTC+02:00;51;1.2;;;;72.8084354;37.40873524;4640.905;51.782;Global CS
E37;;;;;;72.80840767;37.40823596;4651.684;Global;0.012;0.014;0.011;0.019;1.134;m;FIX;2023-08-17 09:25:57.4 UTC+02:00;2023-08-17 09:26:07.4 UTC+02:00;51;1.2;;;;72.8084354;37.40873524;4640.905;56.779;Global CS
E38;;;;;;72.80840402;37.4081955;4654.191;Global;0.03;0.023;0.011;0.038;1.134;m;FIX;2023-08-17 09:26:32.2 UTC+02:00;2023-08-17 09:26:42.2 UTC+02:00;51;1.2;;;;72.8084354;37.40873524;4640.905;61.731;Global CS
E39;;;;;;72.80839024;37.40815863;4655.346;Global;0.018;0.014;0.012;0.023;1.134;m;FIX;2023-08-17 09:27:03.0 UTC+02:00;2023-08-17 09:27:13.0 UTC+02:00;51;1.3;;;;72.8084354;37.40873524;4640.905;66.043;Global CS
E40;;;;;;72.80837914;37.40811713;4655.69;Global;0.011;0.012;0.012;0.016;1.134;m;FIX;2023-08-17 09:27:56.8 UTC+02:00;2023-08-17 09:28:06.8 UTC+02:00;51;1.2;;;;72.8084354;37.40873524;4640.905;70.648;Global CS
E41;;;;;;72.80835532;37.40808012;4656.124;Global;0.011;0.011;0.011;0.015;1.134;m;FIX;2023-08-17 09:28:20.6 UTC+02:00;2023-08-17 09:28:30.6 UTC+02:00;51;1.3;;;;72.8084354;37.40873524;4640.905;74.91;Global CS
E42;;;;;;72.80835027;37.40804085;4655.37;Global;0.012;0.011;0.01;0.016;1.134;m;FIX;2023-08-17 09:28:57.4 UTC+02:00;2023-08-17 09:29:07.4 UTC+02:00;51;1.2;;;;72.8084354;37.40873524;4640.905;79.047;Global CS
E43;;;;;;72.80833525;37.40799312;4654.57;Global;0.012;0.011;0.011;0.016;1.134;m;FIX;2023-08-17 09:29:23.6 UTC+02:00;2023-08-17 09:29:33.6 UTC+02:00;51;1.2;;;;72.8084354;37.40873524;4640.905;84.216;Global CS
E44;;;;;;72.80832885;37.40795447;4653.976;Global;0.013;0.011;0.011;0.017;1.134;m;FIX;2023-08-17 09:29:49.6 UTC+02:00;2023-08-17 09:29:59.6 UTC+02:00;51;1.2;;;;72.8084354;37.40873524;4640.905;88.382;Global CS
E45;;;;;;72.80831377;37.40791672;4656.168;Global;0.011;0.013;0.011;0.017;1.134;m;FIX;2023-08-17 09:30:23.2 UTC+02:00;2023-08-17 09:30:28.2 UTC+02:00;26;1.2;;;;72.8084354;37.40873524;4640.905;92.992;Global CS
E46;;;;;;72.8083157;37.40787041;4656.997;Global;0.026;0.013;0.011;0.029;1.134;m;FIX;2023-08-17 09:30:44.0 UTC+02:00;2023-08-17 09:30:49.0 UTC+02:00;26;1.2;;;;72.8084354;37.40873524;4640.905;98.165;Global CS
E47;;;;;;72.80829802;37.40782987;4656.238;Global;0.017;0.014;0.011;0.021;1.134;m;FIX;2023-08-17 09:31:18.4 UTC+02:00;2023-08-17 09:31:23.4 UTC+02:00;26;1.2;;;;72.8084354;37.40873524;4640.905;102.593;Global CS
E48;;;;;;72.80828973;37.40779973;4653.556;Global;0.011;0.011;0.011;0.016;1.134;m;FIX;2023-08-17 09:31:52.4 UTC+02:00;2023-08-17 09:31:57.4 UTC+02:00;26;1.2;;;;72.8084354;37.40873524;4640.905;105.601;Global CS
