Name,Code,Easting,Northing,Elevation,Description,Longitude,Latitude,Ellipsoidal height,Origin,Easting RMS,Northing RMS,Elevation RMS,Lateral RMS,Antenna height,Antenna height units,Solution status,Averaging start,Averaging end,Samples,PDOP,GDOP,Base easting,Base northing,Base elevation,Base longitude,Base latitude,Base ellipsoidal height,Baseline,Mount point,CS name,GPS Satellites,GLONASS Satellites,Galileo Satellites,BeiDou Satellites,QZSS Satellites
E14,,,,,,73.44286013,39.20222321,4232.724,Global,0.134,0.110,0.273,0.173,1.134,m,SINGLE,2024-08-18 08:25:19.2 UTC+02:00,2024-08-18 08:25:24.2 UTC+02:00,26,1.0,1.2,,,,,,,,,Global CS,,,,,
E15,,,,,,73.44289961,39.20219024,4232.395,Global,0.129,0.100,0.250,0.163,1.134,m,SINGLE,2024-08-18 08:25:39.0 UTC+02:00,2024-08-18 08:25:44.0 UTC+02:00,26,1.0,1.2,,,,,,,,,Global CS,,,,,
E16,,,,,,73.44293767,39.20215658,4232.206,Global,0.121,0.100,0.251,0.157,1.134,m,SINGLE,2024-08-18 08:25:58.6 UTC+02:00,2024-08-18 08:26:03.6 UTC+02:00,26,1.0,1.2,,,,,,,,,Global CS,,,,,
E17,,,,,,73.44297663,39.20212248,4232.158,Global,0.130,0.110,0.272,0.171,1.134,m,SINGLE,2024-08-18 08:26:14.2 UTC+02:00,2024-08-18 08:26:19.2 UTC+02:00,26,1.0,1.2,,,,,,,,,Global CS,,,,,
E18,,,,,,73.44301612,39.20208819,4232.129,Global,0.120,0.111,0.261,0.163,1.134,m,SINGLE,2024-08-18 08:26:33.8 UTC+02:00,2024-08-18 08:26:38.8 UTC+02:00,26,1.0,1.2,,,,,,,,,Global CS,,,,,
E19,,,,,,73.44305426,39.20205824,4230.678,Global,0.131,0.120,0.295,0.178,1.134,m,SINGLE,2024-08-18 08:26:54.4 UTC+02:00,2024-08-18 08:26:59.4 UTC+02:00,26,1.0,1.2,,,,,,,,,Global CS,,,,,
E20,,,,,,73.44309620,39.20202727,4229.628,Global,0.120,0.110,0.254,0.163,1.134,m,SINGLE,2024-08-18 08:27:13.8 UTC+02:00,2024-08-18 08:27:18.8 UTC+02:00,26,1.0,1.2,,,,,,,,,Global CS,,,,,
E21,,,,,,73.44313380,39.20199418,4229.309,Global,0.132,0.102,0.251,0.167,1.134,m,SINGLE,2024-08-18 08:27:36.0 UTC+02:00,2024-08-18 08:27:41.0 UTC+02:00,26,1.0,1.2,,,,,,,,,Global CS,,,,,
E22,,,,,,73.44317221,39.20196105,4228.984,Global,0.130,0.110,0.253,0.170,1.134,m,SINGLE,2024-08-18 08:27:59.8 UTC+02:00,2024-08-18 08:28:04.8 UTC+02:00,26,1.0,1.2,,,,,,,,,Global CS,,,,,
E23,,,,,,73.44321536,39.20192885,4228.748,Global,0.120,0.100,0.241,0.156,1.134,m,SINGLE,2024-08-18 08:28:18.4 UTC+02:00,2024-08-18 08:28:23.4 UTC+02:00,26,1.0,1.2,,,,,,,,,Global CS,,,,,
E24,,,,,,73.44325814,39.20189540,4229.171,Global,0.125,0.098,0.246,0.159,1.134,m,SINGLE,2024-08-18 08:28:41.6 UTC+02:00,2024-08-18 08:28:46.6 UTC+02:00,26,1.0,1.2,,,,,,,,,Global CS,,,,,
E25,,,,,,73.44330393,39.20186247,4228.482,Global,0.122,0.100,0.262,0.158,1.134,m,SINGLE,2024-08-18 08:29:12.8 UTC+02:00,2024-08-18 08:29:17.8 UTC+02:00,26,1.0,1.2,,,,,,,,,Global CS,,,,,
E26,,,,,,73.44333995,39.20182989,4228.037,Global,0.131,0.112,0.283,0.172,1.134,m,SINGLE,2024-08-18 08:29:35.0 UTC+02:00,2024-08-18 08:29:40.0 UTC+02:00,26,1.0,1.2,,,,,,,,,Global CS,,,,,
E27,,,,,,73.44337712,39.20179502,4228.958,Global,0.121,0.131,0.299,0.179,1.134,m,SINGLE,2024-08-18 08:29:57.0 UTC+02:00,2024-08-18 08:30:02.0 UTC+02:00,26,1.0,1.2,,,,,,,,,Global CS,,,,,
E28,,,,,,73.44341209,39.20176067,4229.168,Global,0.132,0.130,0.312,0.186,1.134,m,SINGLE,2024-08-18 08:30:17.4 UTC+02:00,2024-08-18 08:30:22.4 UTC+02:00,26,1.1,1.2,,,,,,,,,Global CS,,,,,
E29,,,,,,73.44344903,39.20172923,4229.279,Global,0.131,0.140,0.328,0.192,1.134,m,SINGLE,2024-08-18 08:30:38.8 UTC+02:00,2024-08-18 08:30:43.8 UTC+02:00,26,1.1,1.2,,,,,,,,,Global CS,,,,,
E30,,,,,,73.44348519,39.20169617,4229.369,Global,0.130,0.141,0.332,0.192,1.134,m,SINGLE,2024-08-18 08:30:59.8 UTC+02:00,2024-08-18 08:31:04.8 UTC+02:00,26,1.1,1.2,,,,,,,,,Global CS,,,,,
E31,,,,,,73.44352049,39.20166096,4229.015,Global,0.130,0.140,0.332,0.191,1.134,m,SINGLE,2024-08-18 08:31:20.0 UTC+02:00,2024-08-18 08:31:25.0 UTC+02:00,26,1.1,1.2,,,,,,,,,Global CS,,,,,
E32,,,,,,73.44355722,39.20162963,4228.072,Global,0.140,0.140,0.407,0.198,1.134,m,SINGLE,2024-08-18 08:32:14.0 UTC+02:00,2024-08-18 08:32:19.0 UTC+02:00,26,1.1,1.3,,,,,,,,,Global CS,,,,,
E33,,,,,,73.44359545,39.20157527,4229.832,Global,0.015,0.012,0.010,0.019,1.134,m,FIX,2024-08-18 08:32:41.6 UTC+02:00,2024-08-18 08:32:46.6 UTC+02:00,26,1.1,1.3,,,,73.44248446,39.20235797,4239.448,129.836,,Global CS,7,6,7,7,0
E34,,,,,,73.44363226,39.20154109,4229.532,Global,0.010,0.011,0.010,0.015,1.134,m,FIX,2024-08-18 08:33:07.8 UTC+02:00,2024-08-18 08:33:12.8 UTC+02:00,26,1.1,1.3,,,,73.44248446,39.20235797,4239.448,134.739,,Global CS,7,6,7,7,0
E35,,,,,,73.44367031,39.20150726,4229.401,Global,0.012,0.011,0.010,0.016,1.134,m,FIX,2024-08-18 08:33:28.8 UTC+02:00,2024-08-18 08:33:33.8 UTC+02:00,26,1.1,1.3,,,,73.44248446,39.20235797,4239.448,139.701,,Global CS,7,6,7,7,0
E36,,,,,,73.44371040,39.20147522,4229.229,Global,0.010,0.011,0.010,0.015,1.134,m,FIX,2024-08-18 08:33:47.6 UTC+02:00,2024-08-18 08:33:52.6 UTC+02:00,26,1.1,1.3,,,,73.44248446,39.20235797,4239.448,144.665,,Global CS,7,6,7,7,0
E37,,,,,,73.44374679,39.20143988,4229.085,Global,0.012,0.011,0.010,0.016,1.134,m,FIX,2024-08-18 08:34:11.0 UTC+02:00,2024-08-18 08:34:16.0 UTC+02:00,26,1.1,1.4,,,,73.44248446,39.20235797,4239.448,149.647,,Global CS,7,6,7,7,0
E38,,,,,,73.44378473,39.20140634,4228.857,Global,0.011,0.010,0.010,0.015,1.134,m,FIX,2024-08-18 08:34:29.0 UTC+02:00,2024-08-18 08:34:34.0 UTC+02:00,26,1.1,1.4,,,,73.44248446,39.20235797,4239.448,154.593,,Global CS,7,6,7,7,0
E39,,,,,,73.44382402,39.20137301,4228.664,Global,0.010,0.012,0.010,0.016,1.134,m,FIX,2024-08-18 08:34:46.8 UTC+02:00,2024-08-18 08:34:51.8 UTC+02:00,26,1.1,1.4,,,,73.44248446,39.20235797,4239.448,159.597,,Global CS,7,6,7,7,0
E40,,,,,,73.44386239,39.20133969,4228.496,Global,0.012,0.011,0.010,0.016,1.134,m,FIX,2024-08-18 08:35:03.2 UTC+02:00,2024-08-18 08:35:08.2 UTC+02:00,26,1.1,1.4,,,,73.44248446,39.20235797,4239.448,164.552,,Global CS,7,6,7,7,0
E41,,,,,,73.44389939,39.20130521,4228.464,Global,0.011,0.011,0.011,0.016,1.134,m,FIX,2024-08-18 08:35:20.2 UTC+02:00,2024-08-18 08:35:25.2 UTC+02:00,26,1.1,1.4,,,,73.44248446,39.20235797,4239.448,169.512,,Global CS,7,6,7,7,0
E42,,,,,,73.44393697,39.20127069,4228.525,Global,0.011,0.011,0.011,0.015,1.134,m,FIX,2024-08-18 08:35:37.4 UTC+02:00,2024-08-18 08:35:42.4 UTC+02:00,26,1.1,1.4,,,,73.44248446,39.20235797,4239.448,174.499,,Global CS,7,6,7,7,0
E43,,,,,,73.44397386,39.20123640,4228.300,Global,0.013,0.011,0.010,0.017,1.134,m,FIX,2024-08-18 08:35:54.2 UTC+02:00,2024-08-18 08:35:59.2 UTC+02:00,26,1.1,1.4,,,,73.44248446,39.20235797,4239.448,179.447,,Global CS,7,6,7,7,0
E44,,,,,,73.44401449,39.20120498,4227.877,Global,0.011,0.010,0.011,0.015,1.134,m,FIX,2024-08-18 08:36:12.4 UTC+02:00,2024-08-18 08:36:17.4 UTC+02:00,26,1.1,1.4,,,,73.44248446,39.20235797,4239.448,184.408,,Global CS,7,6,7,7,0
E45,,,,,,73.44405421,39.20117271,4227.187,Global,0.011,0.011,0.011,0.016,1.134,m,FIX,2024-08-18 08:36:32.2 UTC+02:00,2024-08-18 08:36:37.2 UTC+02:00,26,1.1,1.4,,,,73.44248446,39.20235797,4239.448,189.409,,Global CS,7,6,7,7,0
E46,,,,,,73.44409287,39.20114103,4226.282,Global,0.012,0.011,0.011,0.016,1.134,m,FIX,2024-08-18 08:36:49.6 UTC+02:00,2024-08-18 08:36:54.6 UTC+02:00,26,1.1,1.4,,,,73.44248446,39.20235797,4239.448,194.292,,Global CS,7,6,7,7,0
E47,,,,,,73.44413065,39.20110866,4225.022,Global,0.011,0.010,0.010,0.015,1.134,m,FIX,2024-08-18 08:37:08.8 UTC+02:00,2024-08-18 08:37:13.8 UTC+02:00,26,1.1,1.4,,,,73.44248446,39.20235797,4239.448,199.214,,Global CS,7,6,7,7,0
E48,,,,,,73.44416864,39.20107931,4223.813,Global,0.011,0.012,0.010,0.016,1.134,m,FIX,2024-08-18 08:37:23.6 UTC+02:00,2024-08-18 08:37:28.6 UTC+02:00,26,1.1,1.4,,,,73.44248446,39.20235797,4239.448,203.922,,Global CS,7,6,7,7,0
E49,,,,,,73.44423421,39.20103793,4224.777,Global,0.125,0.106,0.261,0.164,1.134,m,SINGLE,2024-08-18 10:46:54.4 UTC+02:00,2024-08-18 10:46:59.4 UTC+02:00,26,1.0,1.2,,,,,,,,,Global CS,,,,,
E50,,,,,,73.44427540,39.20100601,4223.730,Global,0.132,0.115,0.266,0.175,1.134,m,SINGLE,2024-08-18 10:47:20.0 UTC+02:00,2024-08-18 10:47:25.0 UTC+02:00,26,1.1,1.2,,,,,,,,,Global CS,,,,,
E51,,,,,,73.44431408,39.20097484,4223.089,Global,0.120,0.110,0.256,0.163,1.134,m,SINGLE,2024-08-18 10:47:46.2 UTC+02:00,2024-08-18 10:47:51.2 UTC+02:00,26,1.0,1.2,,,,,,,,,Global CS,,,,,
E52,,,,,,73.44435095,39.20093961,4222.636,Global,0.121,0.101,0.251,0.158,1.134,m,SINGLE,2024-08-18 10:48:07.8 UTC+02:00,2024-08-18 10:48:12.8 UTC+02:00,26,1.0,1.2,,,,,,,,,Global CS,,,,,
E53,,,,,,73.44438662,39.20090465,4222.004,Global,0.120,0.103,0.258,0.159,1.134,m,SINGLE,2024-08-18 10:48:27.4 UTC+02:00,2024-08-18 10:48:32.4 UTC+02:00,26,1.0,1.2,,,,,,,,,Global CS,,,,,
E54,,,,,,73.44442467,39.20087019,4221.115,Global,0.131,0.101,0.255,0.166,1.134,m,SINGLE,2024-08-18 10:48:43.6 UTC+02:00,2024-08-18 10:48:48.6 UTC+02:00,26,1.0,1.2,,,,,,,,,Global CS,,,,,
E55,,,,,,73.44446472,39.20083765,4220.582,Global,0.132,0.101,0.258,0.166,1.134,m,SINGLE,2024-08-18 10:48:57.6 UTC+02:00,2024-08-18 10:49:02.6 UTC+02:00,26,1.0,1.2,,,,,,,,,Global CS,,,,,
E56,,,,,,73.44449999,39.20080285,4219.666,Global,0.132,0.110,0.269,0.172,1.134,m,SINGLE,2024-08-18 10:49:16.4 UTC+02:00,2024-08-18 10:49:21.4 UTC+02:00,26,1.0,1.2,,,,,,,,,Global CS,,,,,
E57,,,,,,73.44454188,39.20077413,4219.790,Global,0.128,0.111,0.250,0.169,1.134,m,SINGLE,2024-08-18 10:49:32.0 UTC+02:00,2024-08-18 10:49:37.0 UTC+02:00,26,1.0,1.2,,,,,,,,,Global CS,,,,,
E58,,,,,,73.44458232,39.20074298,4219.448,Global,0.129,0.103,0.250,0.166,1.134,m,SINGLE,2024-08-18 10:49:47.0 UTC+02:00,2024-08-18 10:49:52.0 UTC+02:00,26,1.0,1.2,,,,,,,,,Global CS,,,,,
E59,,,,,,73.44462229,39.20070793,4218.369,Global,0.122,0.104,0.242,0.160,1.134,m,SINGLE,2024-08-18 10:50:25.8 UTC+02:00,2024-08-18 10:50:30.8 UTC+02:00,26,1.0,1.2,,,,,,,,,Global CS,,,,,
E60,,,,,,73.44466087,39.20067732,4217.645,Global,0.122,0.108,0.251,0.163,1.134,m,SINGLE,2024-08-18 10:50:43.4 UTC+02:00,2024-08-18 10:50:48.4 UTC+02:00,26,1.0,1.2,,,,,,,,,Global CS,,,,,
E61,,,,,,73.44470185,39.20064800,4217.808,Global,0.125,0.103,0.250,0.162,1.134,m,SINGLE,2024-08-18 10:51:03.8 UTC+02:00,2024-08-18 10:51:08.8 UTC+02:00,26,1.0,1.2,,,,,,,,,Global CS,,,,,
E62,,,,,,73.44473755,39.20061610,4219.250,Global,0.120,0.102,0.261,0.158,1.134,m,SINGLE,2024-08-18 10:51:24.0 UTC+02:00,2024-08-18 10:51:29.0 UTC+02:00,26,1.1,1.3,,,,,,,,,Global CS,,,,,
E63,,,,,,73.44477768,39.20058573,4219.248,Global,0.121,0.100,0.242,0.157,1.134,m,SINGLE,2024-08-18 10:51:43.0 UTC+02:00,2024-08-18 10:51:48.0 UTC+02:00,26,1.1,1.3,,,,,,,,,Global CS,,,,,
E64,,,,,,73.44481653,39.20055167,4218.365,Global,0.135,0.132,0.264,0.189,1.134,m,SINGLE,2024-08-18 10:52:00.8 UTC+02:00,2024-08-18 10:52:05.8 UTC+02:00,26,1.0,1.2,,,,,,,,,Global CS,,,,,
E65,,,,,,73.44485697,39.20051936,4217.903,Global,0.125,0.102,0.255,0.162,1.134,m,SINGLE,2024-08-18 10:52:14.8 UTC+02:00,2024-08-18 10:52:19.8 UTC+02:00,26,1.0,1.2,,,,,,,,,Global CS,,,,,
E66,,,,,,73.44489938,39.20049042,4218.736,Global,0.123,0.108,0.250,0.163,1.134,m,SINGLE,2024-08-18 10:52:31.2 UTC+02:00,2024-08-18 10:52:36.2 UTC+02:00,26,1.1,1.2,,,,,,,,,Global CS,,,,,
E67,,,,,,73.44494103,39.20046143,4220.004,Global,0.130,0.113,0.270,0.172,1.134,m,SINGLE,2024-08-18 10:52:47.0 UTC+02:00,2024-08-18 10:52:52.0 UTC+02:00,26,1.0,1.2,,,,,,,,,Global CS,,,,,
E68,,,,,,73.44498370,39.20043123,4220.375,Global,0.120,0.103,0.250,0.158,1.134,m,SINGLE,2024-08-18 10:53:07.4 UTC+02:00,2024-08-18 10:53:12.4 UTC+02:00,26,1.0,1.2,,,,,,,,,Global CS,,,,,
E69,,,,,,73.44502531,39.20040179,4220.490,Global,0.120,0.100,0.251,0.156,1.134,m,SINGLE,2024-08-18 10:53:25.4 UTC+02:00,2024-08-18 10:53:30.4 UTC+02:00,26,1.0,1.2,,,,,,,,,Global CS,,,,,
E70,,,,,,73.44506450,39.20036899,4220.275,Global,0.121,0.100,0.259,0.157,1.134,m,SINGLE,2024-08-18 10:53:50.4 UTC+02:00,2024-08-18 10:53:55.4 UTC+02:00,26,1.1,1.2,,,,,,,,,Global CS,,,,,
E71,,,,,,73.44510087,39.20035675,4214.463,Global,0.014,0.011,0.012,0.018,1.134,m,FIX,2024-08-18 10:54:11.2 UTC+02:00,2024-08-18 10:54:16.2 UTC+02:00,26,1.2,1.4,,,,,,,,,Global CS,7,8,6,5,0
E72,,,,,,73.44514107,39.20032605,4213.685,Global,0.011,0.011,0.011,0.016,1.134,m,FIX,2024-08-18 10:54:28.8 UTC+02:00,2024-08-18 10:54:33.8 UTC+02:00,26,1.2,1.4,,,,73.44326425,39.20187896,4228.518,237.206,,Global CS,7,8,6,5,0
