Name;Code;Easting;Northing;Elevation;Description;Longitude;Latitude;Ellipsoidal height;Origin;Easting RMS;Northing RMS;Elevation RMS;Lateral RMS;Antenna height;Antenna height units;Solution status;Averaging start;Averaging end;Samples;PDOP;Base easting;Base northing;Base elevation;Base longitude;Base latitude;Base ellipsoidal height;Baseline;CS name
test;;;;;;73.01709172;38.88390356;4572.003;Global;0.035;0.018;0.014;0.04;1.134;m;FIX;2023-08-09 10:50:52.8 UTC+02:00;2023-08-09 10:51:02.8 UTC+02:00;51;1.3;;;;73.01708485;38.88389652;4572.126;1.39;Global CS
E1;;;;;;73.01794219;38.88476566;4585.414;Global;0.01;0.011;0.011;0.015;1.134;m;FIX;2023-08-09 10:58:42.8 UTC+02:00;2023-08-09 10:58:52.8 UTC+02:00;51;1.3;;;;73.01708485;38.88389652;4572.126;122.769;Global CS
E2;;;;;;73.01791977;38.88472422;4585.207;Global;0.011;0.01;0.013;0.015;1.134;m;FIX;2023-08-09 10:59:09.2 UTC+02:00;2023-08-09 10:59:19.2 UTC+02:00;51;1.3;;;;73.01708485;38.88389652;4572.126;117.96;Global CS
E3;;;;;;73.01789434;38.8846845;4584.892;Global;0.011;0.011;0.011;0.016;1.134;m;FIX;2023-08-09 10:59:55.4 UTC+02:00;2023-08-09 11:00:05.4 UTC+02:00;51;1.2;;;;73.01708485;38.88389652;4572.126;113.118;Global CS
E4;;;;;;73.01786868;38.88464473;4584.22;Global;0.011;0.012;0.012;0.016;1.134;m;FIX;2023-08-09 11:00:24.8 UTC+02:00;2023-08-09 11:00:34.8 UTC+02:00;51;1.2;;;;73.01708485;38.88389652;4572.126;108.24;Global CS
E5;;;;;;73.01784506;38.88460403;4583.842;Global;0.012;0.012;0.01;0.017;1.134;m;FIX;2023-08-09 11:00:45.4 UTC+02:00;2023-08-09 11:00:55.4 UTC+02:00;51;1.2;;;;73.01708485;38.88389652;4572.126;103.438;Global CS
E6;;;;;;73.01782024;38.88456404;4583.084;Global;0.027;0.014;0.011;0.03;1.134;m;FIX;2023-08-09 11:01:04.8 UTC+02:00;2023-08-09 11:01:14.8 UTC+02:00;51;1.2;;;;73.01708485;38.88389652;4572.126;98.593;Global CS
E7;;;;;;73.01779365;38.88452514;4582.448;Global;0.01;0.011;0.012;0.015;1.134;m;FIX;2023-08-09 11:01:30.0 UTC+02:00;2023-08-09 11:01:40.0 UTC+02:00;51;1.2;;;;73.01708485;38.88389652;4572.126;93.79;Global CS
E8;;;;;;73.0177679;38.88448492;4582.044;Global;0.01;0.011;0.012;0.015;1.134;m;FIX;2023-08-09 11:01:51.6 UTC+02:00;2023-08-09 11:02:01.6 UTC+02:00;51;1.2;;;;73.01708485;38.88389652;4572.126;88.959;Global CS
E9;;;;;;73.01774433;38.88444429;4581.678;Global;0.012;0.012;0.011;0.017;1.134;m;FIX;2023-08-09 11:02:14.8 UTC+02:00;2023-08-09 11:02:24.8 UTC+02:00;51;1.2;;;;73.01708485;38.88389652;4572.126;84.246;Global CS
E10;;;;;;73.01771794;38.88440394;4581.374;Global;0.011;0.013;0.011;0.016;1.134;m;FIX;2023-08-09 11:02:39.6 UTC+02:00;2023-08-09 11:02:49.6 UTC+02:00;51;1.2;;;;73.01708485;38.88389652;4572.126;79.424;Global CS
E11;;;;;;73.01769548;38.88436493;4580.815;Global;0.019;0.021;0.011;0.028;1.134;m;FIX;2023-08-09 11:02:59.4 UTC+02:00;2023-08-09 11:03:09.4 UTC+02:00;51;1.2;;;;73.01708485;38.88389652;4572.126;74.925;Global CS
E12;;;;;;73.01767154;38.88432299;4580.366;Global;0.011;0.011;0.011;0.015;1.134;m;FIX;2023-08-09 11:03:23.4 UTC+02:00;2023-08-09 11:03:33.4 UTC+02:00;51;1.2;;;;73.01708485;38.88389652;4572.126;70.193;Global CS
E13;;;;;;73.01764716;38.88428251;4580.359;Global;0.011;0.011;0.011;0.016;1.134;m;FIX;2023-08-09 11:03:47.4 UTC+02:00;2023-08-09 11:03:57.4 UTC+02:00;51;1.3;;;;73.01708485;38.88389652;4572.126;65.656;Global CS
E14;;;;;;73.01762161;38.88424327;4579.815;Global;0.01;0.011;0.011;0.015;1.134;m;FIX;2023-08-09 11:04:08.8 UTC+02:00;2023-08-09 11:04:18.8 UTC+02:00;51;1.2;;;;73.01708485;38.88389652;4572.126;61.109;Global CS
E15;;;;;;73.01759545;38.88420314;4579.536;Global;0.01;0.011;0.011;0.015;1.134;m;FIX;2023-08-09 11:04:33.4 UTC+02:00;2023-08-09 11:04:43.4 UTC+02:00;51;1.2;;;;73.01708485;38.88389652;4572.126;56.554;Global CS
E16;;;;;;73.01756692;38.88416432;4579.083;Global;0.016;0.014;0.012;0.022;1.134;m;FIX;2023-08-09 11:04:53.4 UTC+02:00;2023-08-09 11:05:03.4 UTC+02:00;51;1.2;;;;73.01708485;38.88389652;4572.126;51.995;Global CS
E17;;;;;;73.01753718;38.88412526;4578.777;Global;0.011;0.017;0.012;0.02;1.134;m;FIX;2023-08-09 11:05:12.6 UTC+02:00;2023-08-09 11:05:22.6 UTC+02:00;51;1.2;;;;73.01708485;38.88389652;4572.126;47.426;Global CS
E18;;;;;;73.01750757;38.88408687;4578.329;Global;0.015;0.013;0.013;0.019;1.134;m;FIX;2023-08-09 11:05:30.6 UTC+02:00;2023-08-09 11:05:40.6 UTC+02:00;51;1.2;;;;73.01708485;38.88389652;4572.126;42.993;Global CS
E19;;;;;;73.01747759;38.88404906;4577.859;Global;0.017;0.012;0.012;0.021;1.134;m;FIX;2023-08-09 11:05:50.6 UTC+02:00;2023-08-09 11:06:00.6 UTC+02:00;51;1.4;;;;73.01708485;38.88389652;4572.126;38.693;Global CS
E20;;;;;;73.01744687;38.8840121;4576.994;Global;0.012;0.013;0.013;0.018;1.134;m;FIX;2023-08-09 11:06:11.2 UTC+02:00;2023-08-09 11:06:21.2 UTC+02:00;51;1.5;;;;73.01708485;38.88389652;4572.126;34.475;Global CS
E21;;;;;;73.01736824;38.88393688;4576.124;Global;0.012;0.012;0.011;0.017;1.134;m;FIX;2023-08-09 11:06:59.0 UTC+02:00;2023-08-09 11:07:09.0 UTC+02:00;51;1.4;;;;73.01708485;38.88389652;4572.126;25.541;Global CS
E22;;;;;;73.01733942;38.88389831;4575.383;Global;0.015;0.016;0.011;0.022;1.134;m;FIX;2023-08-09 11:07:20.8 UTC+02:00;2023-08-09 11:07:30.8 UTC+02:00;51;1.4;;;;73.01708485;38.88389652;4572.126;22.543;Global CS
E23;;;;;;73.01730917;38.88386072;4574.477;Global;0.01;0.012;0.014;0.016;1.134;m;FIX;2023-08-09 11:07:42.8 UTC+02:00;2023-08-09 11:07:52.8 UTC+02:00;51;1.4;;;;73.01708485;38.88389652;4572.126;20.182;Global CS
E24;;;;;;73.01727891;38.88382328;4573.93;Global;0.011;0.01;0.01;0.015;1.134;m;FIX;2023-08-09 11:08:06.2 UTC+02:00;2023-08-09 11:08:16.2 UTC+02:00;51;1.4;;;;73.01708485;38.88389652;4572.126;18.945;Global CS
