49 	 # Number of sensors 
# x z 
233.70 -19.27 
236.20 -18.81 
238.70 -18.36 
241.20 -18.13 
243.70 -17.89 
246.20 -17.67 
248.70 -17.45 
251.15 -17.01 
253.60 -16.57 
256.00 -15.96 
258.40 -15.36 
260.80 -14.63 
263.20 -13.91 
265.70 -13.48 
268.20 -13.06 
270.65 -12.77 
273.10 -12.49 
275.60 -12.53 
278.10 -12.57 
280.60 -12.89 
283.10 -13.21 
285.50 -12.47 
287.90 -11.74 
290.35 -11.51 
292.80 -11.28 
294.60 -9.54 
296.40 -7.81 
298.90 -7.47 
301.40 -7.13 
303.90 -7.39 
306.40 -7.64 
308.40 -6.17 
310.40 -4.70 
312.55 -3.44 
314.70 -2.17 
316.95 -3.30 
319.20 -4.43 
321.45 -3.42 
323.70 -2.40 
326.15 -1.87 
328.60 -1.35 
331.05 -1.87 
333.50 -2.40 
336.00 -2.39 
338.50 -2.38 
340.95 -1.90 
343.40 -1.43 
345.80 -0.71 
348.20 0.00 
180 	 # Number of measurements 
# s g t err
1 	 995 	 0.00000 	 0.000
1 	 3 	 0.00948 	 0.000
1 	 5 	 0.01163 	 0.000
1 	 7 	 0.01429 	 0.000
1 	 9 	 0.01530 	 0.000
1 	 11 	 0.01643 	 0.000
1 	 13 	 0.01783 	 0.000
1 	 15 	 0.01972 	 0.000
1 	 17 	 0.01997 	 0.000
1 	 19 	 0.02238 	 0.000
1 	 21 	 0.02326 	 0.000
1 	 23 	 0.02453 	 0.000
1 	 25 	 0.02478 	 0.000
1 	 27 	 0.02705 	 0.000
1 	 29 	 0.02832 	 0.000
1 	 31 	 0.02541 	 0.000
1 	 33 	 0.02693 	 0.000
1 	 35 	 0.02946 	 0.000
1 	 47 	 0.03717 	 0.000
1 	 49 	 0.03780 	 0.000
4 	 3 	 0.00759 	 0.000
4 	 1002 	 0.00000 	 0.000
4 	 5 	 0.00569 	 0.000
4 	 9 	 0.01214 	 0.000
4 	 11 	 0.01365 	 0.000
4 	 13 	 0.01517 	 0.000
4 	 15 	 0.01669 	 0.000
4 	 17 	 0.01783 	 0.000
4 	 19 	 0.01997 	 0.000
4 	 21 	 0.01997 	 0.000
4 	 23 	 0.02137 	 0.000
4 	 25 	 0.02200 	 0.000
4 	 27 	 0.02377 	 0.000
4 	 31 	 0.02301 	 0.000
4 	 33 	 0.02351 	 0.000
4 	 35 	 0.02478 	 0.000
4 	 37 	 0.02870 	 0.000
4 	 39 	 0.03009 	 0.000
4 	 41 	 0.03173 	 0.000
4 	 43 	 0.03287 	 0.000
4 	 47 	 0.03426 	 0.000
4 	 49 	 0.03755 	 0.000
10 	 3 	 0.01441 	 0.000
10 	 5 	 0.01416 	 0.000
10 	 7 	 0.01201 	 0.000
10 	 9 	 0.00582 	 0.000
10 	 1017 	 0.00000 	 0.000
10 	 11 	 0.00506 	 0.000
10 	 13 	 0.01214 	 0.000
10 	 15 	 0.01302 	 0.000
10 	 17 	 0.01302 	 0.000
10 	 19 	 0.01479 	 0.000
10 	 21 	 0.01555 	 0.000
10 	 23 	 0.01719 	 0.000
10 	 25 	 0.01783 	 0.000
10 	 27 	 0.01997 	 0.000
10 	 29 	 0.02225 	 0.000
10 	 31 	 0.01909 	 0.000
10 	 33 	 0.02010 	 0.000
10 	 35 	 0.02187 	 0.000
10 	 37 	 0.02402 	 0.000
10 	 39 	 0.02579 	 0.000
10 	 41 	 0.02668 	 0.000
10 	 43 	 0.02819 	 0.000
10 	 47 	 0.03021 	 0.000
10 	 49 	 0.03123 	 0.000
16 	 3 	 0.01833 	 0.000
16 	 5 	 0.01770 	 0.000
16 	 7 	 0.01669 	 0.000
16 	 9 	 0.01466 	 0.000
16 	 11 	 0.01264 	 0.000
16 	 15 	 0.00708 	 0.000
16 	 1032 	 0.00000 	 0.000
16 	 17 	 0.00670 	 0.000
16 	 19 	 0.00860 	 0.000
16 	 21 	 0.01176 	 0.000
16 	 25 	 0.01315 	 0.000
16 	 27 	 0.01542 	 0.000
16 	 29 	 0.01770 	 0.000
16 	 31 	 0.01454 	 0.000
16 	 33 	 0.01492 	 0.000
16 	 35 	 0.01783 	 0.000
16 	 37 	 0.01972 	 0.000
16 	 39 	 0.02086 	 0.000
16 	 41 	 0.02225 	 0.000
16 	 43 	 0.02301 	 0.000
16 	 45 	 0.02592 	 0.000
16 	 47 	 0.02630 	 0.000
16 	 49 	 0.02693 	 0.000
22 	 3 	 0.02212 	 0.000
22 	 5 	 0.02111 	 0.000
22 	 7 	 0.01997 	 0.000
22 	 9 	 0.01707 	 0.000
22 	 11 	 0.01618 	 0.000
22 	 13 	 0.01479 	 0.000
22 	 15 	 0.01403 	 0.000
22 	 17 	 0.00999 	 0.000
22 	 19 	 0.00936 	 0.000
22 	 21 	 0.00771 	 0.000
22 	 1047 	 0.00000 	 0.000
22 	 23 	 0.00607 	 0.000
22 	 25 	 0.00784 	 0.000
22 	 27 	 0.01113 	 0.000
22 	 29 	 0.01277 	 0.000
22 	 31 	 0.00961 	 0.000
22 	 33 	 0.01150 	 0.000
22 	 35 	 0.01403 	 0.000
22 	 37 	 0.01580 	 0.000
22 	 39 	 0.01719 	 0.000
22 	 41 	 0.01770 	 0.000
22 	 43 	 0.01833 	 0.000
22 	 45 	 0.02099 	 0.000
22 	 47 	 0.02137 	 0.000
28 	 3 	 0.02554 	 0.000
28 	 5 	 0.02453 	 0.000
28 	 7 	 0.02326 	 0.000
28 	 9 	 0.02086 	 0.000
28 	 11 	 0.01960 	 0.000
28 	 13 	 0.01795 	 0.000
28 	 15 	 0.01694 	 0.000
28 	 17 	 0.01403 	 0.000
28 	 19 	 0.01327 	 0.000
28 	 21 	 0.01176 	 0.000
28 	 23 	 0.01037 	 0.000
28 	 25 	 0.00834 	 0.000
28 	 27 	 0.00354 	 0.000
28 	 1062 	 0.00000 	 0.000
28 	 31 	 0.00569 	 0.000
28 	 33 	 0.00695 	 0.000
28 	 35 	 0.00910 	 0.000
28 	 37 	 0.01163 	 0.000
28 	 39 	 0.01201 	 0.000
28 	 41 	 0.01327 	 0.000
28 	 43 	 0.01479 	 0.000
28 	 45 	 0.01694 	 0.000
28 	 47 	 0.01719 	 0.000
34 	 3 	 0.02491 	 0.000
34 	 5 	 0.02427 	 0.000
34 	 7 	 0.02288 	 0.000
34 	 9 	 0.02048 	 0.000
34 	 11 	 0.01884 	 0.000
34 	 13 	 0.01820 	 0.000
34 	 15 	 0.01669 	 0.000
34 	 17 	 0.01441 	 0.000
34 	 19 	 0.01327 	 0.000
34 	 21 	 0.01163 	 0.000
34 	 23 	 0.01049 	 0.000
34 	 25 	 0.00872 	 0.000
34 	 27 	 0.00809 	 0.000
34 	 29 	 0.00759 	 0.000
34 	 33 	 0.00063 	 0.000
34 	 1077 	 0.00000 	 0.000
34 	 37 	 0.00367 	 0.000
34 	 39 	 0.00506 	 0.000
34 	 41 	 0.00695 	 0.000
34 	 43 	 0.00771 	 0.000
34 	 47 	 0.01037 	 0.000
