48 	 # Number of sensors 
# x z 
0.00 3229.62 
5.00 3228.26 
10.00 3226.31 
15.00 3225.69 
20.00 3224.76 
25.00 3223.52 
30.00 3223.57 
35.00 3220.21 
40.00 3218.95 
45.00 3219.62 
50.00 3220.99 
55.00 3222.61 
60.00 3223.41 
65.00 3223.63 
70.00 3224.14 
75.00 3223.83 
80.00 3222.53 
85.00 3221.39 
90.00 3220.61 
95.00 3220.02 
100.00 3219.13 
105.00 3218.80 
110.00 3218.93 
115.00 3219.81 
120.00 3221.19 
125.00 3221.35 
130.00 3220.06 
135.00 3218.88 
140.00 3217.56 
145.00 3216.99 
150.00 3216.52 
155.00 3214.14 
160.00 3212.17 
165.00 3207.97 
170.00 3205.29 
175.00 3204.37 
180.00 3204.28 
185.00 3203.86 
190.00 3203.22 
195.00 3203.16 
200.00 3202.43 
205.00 3202.70 
210.00 3201.62 
215.00 3200.93 
220.00 3199.92 
225.00 3199.50 
230.00 3199.45 
235.00 3198.74 
360 	 # Number of measurements 
# a b m n rhoa err
1 46 16 31 4584.07 0.040 
1 43 15 29 4304.86 0.040 
1 40 14 27 3959.12 0.040 
1 37 13 25 3543.72 0.040 
1 34 12 23 3145.71 0.040 
1 31 11 21 2990.57 0.040 
1 28 10 19 2694.80 0.040 
1 25 9 17 2707.98 0.040 
1 22 8 15 1729.11 0.040 
1 19 7 13 2741.33 0.040 
1 16 6 11 2373.44 0.040 
1 13 5 9 2218.24 0.040 
1 10 4 7 1984.32 0.040 
1 7 3 5 1843.22 0.040 
1 4 2 3 1833.80 0.040 
2 47 17 32 4671.97 0.040 
2 44 16 30 4343.84 0.040 
2 41 15 28 4026.78 0.040 
2 38 14 26 3615.25 0.040 
2 35 13 24 3167.49 0.040 
2 32 12 22 2862.81 0.040 
2 29 11 20 2784.74 0.040 
2 26 10 18 2560.82 0.040 
2 23 9 16 2614.25 0.040 
2 20 8 14 1058.56 0.040 
2 17 7 12 2489.23 0.040 
2 14 6 10 2218.52 0.040 
2 11 5 8 402.82 0.040 
2 8 4 6 0.00 0.040 
2 5 3 4 1785.60 0.040 
3 48 18 33 4688.56 0.040 
3 45 17 31 4435.82 0.040 
3 42 16 29 4100.37 0.040 
3 39 15 27 3764.31 0.040 
3 36 14 25 3271.55 0.040 
