0	3377.1
5	3377.126
10	3375.811
15	3374.63
20	3373.095
25	3373.578
30	3374.743
35	3375.549
40	3375.278
45	3375.63
50	3378.273
55	3379.005
60	3380.318
65	3382.861
70	3384.522
75	3386.969
80	3387.641
85	3386.74
90	3385.533
95	3384.959
100	3386.044
105	3385.024
110	3384.194
115	3385.162
120	3386.195
125	3386.7
130	3386.071
135	3386.287
140	3386.148
145	3385.2
150	3383.774
155	3381.502
160	3381.062
165	3380.832
170	3381.436
175	3380.73
180	3379.034
185	3377
190	3376.041
195	3375.975
200	3376.174
205	3377.92
210	3379.284
215	3380.712
220	3383.901
225	3385.205
230	3384.562
235	3385.779
