48 	 # Number of sensors 
# x z 
0.00 3772.42 
5.00 3772.75 
10.00 3772.99 
15.00 3773.24 
20.00 3773.46 
25.00 3773.68 
30.00 3773.89 
35.00 3774.15 
40.00 3774.49 
45.00 3774.75 
50.00 3774.98 
55.00 3775.31 
60.00 3775.58 
65.00 3775.84 
70.00 3776.10 
75.00 3776.34 
80.00 3776.56 
85.00 3776.58 
90.00 3776.74 
95.00 3776.96 
100.00 3777.11 
105.00 3776.99 
110.00 3777.18 
115.00 3777.36 
120.00 3777.49 
125.00 3777.43 
130.00 3777.41 
135.00 3777.39 
140.00 3777.37 
145.00 3777.36 
150.00 3777.33 
155.00 3777.46 
160.00 3777.56 
165.00 3777.58 
170.00 3777.68 
175.00 3777.74 
180.00 3777.80 
185.00 3777.84 
190.00 3777.89 
195.00 3777.95 
200.00 3778.01 
205.00 3778.07 
210.00 3778.09 
215.00 3778.16 
220.00 3778.20 
225.00 3778.38 
230.00 3778.43 
235.00 3778.60 
331 	 # Number of measurements 
# a b m n rhoa err
1 4 2 3 449.22 0.040 
2 5 3 4 496.78 0.040 
3 6 4 5 510.71 0.040 
4 7 5 6 478.87 0.040 
6 9 7 8 508.49 0.040 
9 12 10 11 473.13 0.040 
10 13 11 12 481.14 0.040 
11 14 12 13 527.01 0.040 
13 16 14 15 596.90 0.040 
14 17 15 16 565.74 0.040 
15 18 16 17 538.12 0.040 
16 19 17 18 633.19 0.040 
17 20 18 19 464.08 0.040 
18 21 19 20 560.44 0.040 
19 22 20 21 554.48 0.040 
20 23 21 22 485.72 0.040 
21 24 22 23 515.26 0.040 
22 25 23 24 453.23 0.040 
23 26 24 25 544.09 0.040 
24 27 25 26 420.75 0.040 
25 28 26 27 463.46 0.040 
26 29 27 28 421.56 0.040 
27 30 28 29 416.98 0.040 
29 32 30 31 388.75 0.040 
30 33 31 32 414.97 0.040 
31 34 32 33 415.47 0.040 
33 36 34 35 458.01 0.040 
34 37 35 36 449.39 0.040 
35 38 36 37 459.63 0.040 
36 39 37 38 478.89 0.040 
37 40 38 39 453.26 0.040 
38 41 39 40 439.32 0.040 
39 42 40 41 429.77 0.040 
40 43 41 42 368.84 0.040 
41 44 42 43 402.58 0.040 
42 45 43 44 360.06 0.040 
43 46 44 45 352.94 0.040 
44 47 45 46 367.51 0.040 
45 48 46 47 364.45 0.040 
1 7 3 5 784.13 0.040 
3 9 5 7 752.85 0.040 
5 11 7 9 777.97 0.040 
7 13 9 11 816.96 0.040 
9 15 11 13 810.26 0.040 
10 16 12 14 845.38 0.040 
11 17 13 15 904.73 0.040 
12 18 14 16 901.23 0.040 
13 19 15 17 894.88 0.040 
14 20 16 18 913.46 0.040 
15 21 17 19 839.87 0.040 
17 23 19 21 890.09 0.040 
18 24 20 22 845.05 0.040 
19 25 21 23 729.04 0.040 
20 26 22 24 731.50 0.040 
21 27 23 25 786.36 0.040 
22 28 24 26 739.29 0.040 
23 29 25 27 658.00 0.040 
24 30 26 28 642.18 0.040 
25 31 27 29 661.89 0.040 
26 32 28 30 658.63 0.040 
27 33 29 31 647.07 0.040 
28 34 30 32 641.92 0.040 
29 35 31 33 657.94 0.040 
30 36 32 34 678.24 0.040 
31 37 33 35 708.00 0.040 
32 38 34 36 700.86 0.040 
33 39 35 37 689.08 0.040 
34 40 36 38 710.16 0.040 
35 41 37 39 719.05 0.040 
36 42 38 40 704.48 0.040 
37 43 39 41 673.64 0.040 
38 44 40 42 634.64 0.040 
39 45 41 43 621.78 0.040 
40 46 42 44 658.86 0.040 
41 47 43 45 635.68 0.040 
42 48 44 46 622.90 0.040 
1 10 4 7 929.86 0.040 
3 12 6 9 958.25 0.040 
4 13 7 10 1015.06 0.040 
6 15 9 12 1013.63 0.040 
7 16 10 13 1006.08 0.040 
9 18 12 15 1069.47 0.040 
10 19 13 16 1139.24 0.040 
11 20 14 17 1132.45 0.040 
12 21 15 18 1092.92 0.040 
13 22 16 19 1020.79 0.040 
14 23 17 20 1021.31 0.040 
15 24 18 21 1016.43 0.040 
16 25 19 22 1023.30 0.040 
17 26 20 23 1006.10 0.040 
18 27 21 24 953.22 0.040 
19 28 22 25 963.22 0.040 
20 29 23 26 923.93 0.040 
21 30 24 27 909.43 0.040 
22 31 25 28 811.87 0.040 
23 32 26 29 804.63 0.040 
24 33 27 30 785.37 0.040 
25 34 28 31 791.98 0.040 
26 35 29 32 783.93 0.040 
27 36 30 33 788.89 0.040 
28 37 31 34 808.35 0.040 
29 38 32 35 820.62 0.040 
30 39 33 36 824.43 0.040 
31 40 34 37 814.65 0.040 
32 41 35 38 831.95 0.040 
33 42 36 39 853.90 0.040 
34 43 37 40 850.40 0.040 
35 44 38 41 835.73 0.040 
36 45 39 42 788.33 0.040 
37 46 40 43 763.89 0.040 
38 47 41 44 748.29 0.040 
39 48 42 45 736.79 0.040 
1 13 5 9 1057.73 0.040 
2 14 6 10 1118.82 0.040 
3 15 7 11 1113.25 0.040 
5 17 9 13 1158.68 0.040 
6 18 10 14 1115.84 0.040 
7 19 11 15 1202.90 0.040 
9 21 13 17 1201.30 0.040 
10 22 14 18 1254.86 0.040 
11 23 15 19 1145.95 0.040 
12 24 16 20 1133.05 0.040 
13 25 17 21 1082.18 0.040 
14 26 18 22 1073.05 0.040 
15 27 19 23 1143.23 0.040 
16 28 20 24 1119.78 0.040 
17 29 21 25 1103.44 0.040 
18 30 22 26 1091.82 0.040 
19 31 23 27 1037.30 0.040 
20 32 24 28 1002.27 0.040 
21 33 25 29 933.07 0.040 
22 34 26 30 899.67 0.040 
23 35 27 31 857.89 0.040 
24 36 28 32 853.73 0.040 
25 37 29 33 869.52 0.040 
26 38 30 34 868.19 0.040 
27 39 31 35 888.42 0.040 
28 40 32 36 881.26 0.040 
29 41 33 37 894.84 0.040 
30 42 34 38 921.58 0.040 
31 43 35 39 917.61 0.040 
32 44 36 40 933.50 0.040 
33 45 37 41 929.44 0.040 
34 46 38 42 887.12 0.040 
35 47 39 43 864.01 0.040 
36 48 40 44 809.46 0.040 
1 16 6 11 1157.77 0.040 
2 17 7 12 1170.44 0.040 
4 19 9 14 1225.86 0.040 
5 20 10 15 1252.74 0.040 
6 21 11 16 1248.20 0.040 
7 22 12 17 1254.70 0.040 
9 24 14 19 1225.73 0.040 
10 25 15 20 1189.76 0.040 
11 26 16 21 1198.05 0.040 
12 27 17 22 1168.25 0.040 
13 28 18 23 1138.70 0.040 
14 29 19 24 1179.01 0.040 
15 30 20 25 1219.74 0.040 
16 31 21 26 1176.19 0.040 
17 32 22 27 1158.72 0.040 
18 33 23 28 1124.27 0.040 
19 34 24 29 1054.68 0.040 
20 35 25 30 972.84 0.040 
21 36 26 31 955.29 0.040 
22 37 27 32 920.14 0.040 
23 38 28 33 899.85 0.040 
24 39 29 34 891.52 0.040 
25 40 30 35 917.82 0.040 
26 41 31 36 934.08 0.040 
27 42 32 37 955.94 0.040 
28 43 33 38 975.74 0.040 
29 44 34 39 985.03 0.040 
30 45 35 40 985.13 0.040 
31 46 36 41 986.95 0.040 
32 47 37 42 959.95 0.040 
33 48 38 43 893.43 0.040 
1 19 7 13 1216.11 0.040 
3 21 9 15 1245.48 0.040 
4 22 10 16 1254.06 0.040 
5 23 11 17 1256.37 0.040 
6 24 12 18 1280.83 0.040 
7 25 13 19 1207.11 0.040 
9 27 15 21 1213.46 0.040 
10 28 16 22 1208.38 0.040 
11 29 17 23 1205.37 0.040 
12 30 18 24 1172.10 0.040 
13 31 19 25 1262.17 0.040 
14 32 20 26 1235.96 0.040 
15 33 21 27 1211.15 0.040 
16 34 22 28 1181.59 0.040 
17 35 23 29 1130.60 0.040 
18 36 24 30 1103.22 0.040 
19 37 25 31 995.07 0.040 
20 38 26 32 973.59 0.040 
21 39 27 33 948.21 0.040 
22 40 28 34 930.41 0.040 
23 41 29 35 933.61 0.040 
24 42 30 36 947.22 0.040 
25 43 31 37 987.97 0.040 
26 44 32 38 1016.43 0.040 
27 45 33 39 1037.17 0.040 
28 46 34 40 1029.17 0.040 
29 47 35 41 1003.31 0.040 
30 48 36 42 970.67 0.040 
2 23 9 16 1236.03 0.040 
3 24 10 17 1218.50 0.040 
4 25 11 18 1225.01 0.040 
5 26 12 19 1208.65 0.040 
6 27 13 20 1210.11 0.040 
7 28 14 21 1235.76 0.040 
9 30 16 23 1211.15 0.040 
10 31 17 24 1235.12 0.040 
11 32 18 25 1241.06 0.040 
12 33 19 26 1268.57 0.040 
13 34 20 27 1247.24 0.040 
14 35 21 28 1186.07 0.040 
15 36 22 29 1177.20 0.040 
16 37 23 30 1138.28 0.040 
17 38 24 31 1088.51 0.040 
18 39 25 32 1024.34 0.040 
19 40 26 33 979.43 0.040 
20 41 27 34 965.42 0.040 
21 42 28 35 978.16 0.040 
22 43 29 36 970.99 0.040 
23 44 30 37 991.20 0.040 
24 45 31 38 1028.33 0.040 
25 46 32 39 1061.98 0.040 
26 47 33 40 1066.31 0.040 
27 48 34 41 1036.29 0.040 
1 25 9 17 1174.08 0.040 
2 26 10 18 1183.76 0.040 
3 27 11 19 1154.59 0.040 
4 28 12 20 1186.87 0.040 
5 29 13 21 1219.12 0.040 
6 30 14 22 1229.24 0.040 
7 31 15 23 1224.21 0.040 
9 33 17 25 1248.42 0.040 
10 34 18 26 1241.46 0.040 
11 35 19 27 1264.17 0.040 
12 36 20 28 1226.39 0.040 
13 37 21 29 1177.82 0.040 
14 38 22 30 1144.61 0.040 
15 39 23 31 1113.59 0.040 
16 40 24 32 1087.10 0.040 
17 41 25 33 1023.26 0.040 
18 42 26 34 1024.07 0.040 
19 43 27 35 992.55 0.040 
20 44 28 36 1000.13 0.040 
21 45 29 37 1017.67 0.040 
22 46 30 38 1038.98 0.040 
23 47 31 39 1062.03 0.040 
24 48 32 40 1052.02 0.040 
1 28 10 19 1121.45 0.040 
2 29 11 20 1145.31 0.040 
3 30 12 21 1185.49 0.040 
4 31 13 22 1209.67 0.040 
5 32 14 23 1240.36 0.040 
6 33 15 24 1231.14 0.040 
7 34 16 25 1250.19 0.040 
9 36 18 27 1218.44 0.040 
10 37 19 28 1242.32 0.040 
11 38 20 29 1203.10 0.040 
12 39 21 30 1146.90 0.040 
13 40 22 31 1121.84 0.040 
14 41 23 32 1091.71 0.040 
15 42 24 33 1085.04 0.040 
16 43 25 34 1038.41 0.040 
17 44 26 35 1034.64 0.040 
18 45 27 36 1030.68 0.040 
19 46 28 37 1019.06 0.040 
20 47 29 38 1038.81 0.040 
21 48 30 39 1045.52 0.040 
1 31 11 21 1161.18 0.040 
2 32 12 22 1183.23 0.040 
3 33 13 23 1202.53 0.040 
4 34 14 24 1227.01 0.040 
5 35 15 25 1246.88 0.040 
6 36 16 26 1235.03 0.040 
7 37 17 27 1227.52 0.040 
