0	3737.039
5	3738.679
10	3740.788
15	3740.798
20	3740.182
25	3740.161
30	3740.442
35	3740.332
40	3740.25
45	3740.001
50	3740.543
55	3740.221
60	3740.358
65	3740.116
70	3739.768
75	3739.746
80	3739.396
85	3739.272
90	3739.158
95	3738.133
100	3738.113
105	3737.631
110	3738.848
115	3739.231
120	3738.427
125	3738.633
130	3738.832
135	3739.175
140	3740.45
145	3740.246
150	3740.478
155	3740.974
160	3740.987
165	3739.7
170	3739.752
175	3739.847
180	3739.921
185	3739.817
190	3739.902
195	3739.831
200	3739.733
205	3739.72
210	3739.693
215	3739.69
220	3739.52
225	3739.174
230	3739.164
235	3738.946
