48 	 # Number of sensors 
# x z 
0.00 3130.37 
5.00 3126.09 
10.00 3125.67 
15.00 3126.59 
20.00 3127.13 
25.00 3129.40 
30.00 3128.02 
35.00 3127.12 
40.00 3127.22 
45.00 3127.09 
50.00 3126.80 
55.00 3127.49 
60.00 3126.66 
65.00 3124.88 
70.00 3124.36 
75.00 3126.14 
80.00 3127.05 
85.00 3128.49 
90.00 3128.02 
95.00 3127.86 
100.00 3128.70 
105.00 3128.27 
110.00 3128.58 
115.00 3129.79 
120.00 3131.18 
125.00 3132.16 
130.00 3132.95 
135.00 3133.77 
140.00 3135.25 
145.00 3135.52 
150.00 3136.28 
155.00 3136.91 
160.00 3137.08 
165.00 3137.77 
170.00 3138.15 
175.00 3137.64 
180.00 3137.51 
185.00 3139.30 
190.00 3140.29 
195.00 3142.50 
200.00 3143.87 
205.00 3144.04 
210.00 3144.79 
215.00 3145.76 
220.00 3145.96 
225.00 3146.05 
230.00 3147.76 
235.00 3149.99 
360 	 # Number of measurements 
# a b m n rhoa err
1 46 16 31 159.53 0.040 
1 43 15 29 43204.50 0.040 
1 40 14 27 45854.25 0.040 
1 37 13 25 43294.84 0.040 
1 34 12 23 41545.82 0.040 
1 31 11 21 41777.36 0.040 
1 28 10 19 42182.77 0.040 
1 25 9 17 44383.95 0.040 
1 22 8 15 25122.27 0.040 
1 19 7 13 40999.63 0.040 
1 16 6 11 38143.59 0.040 
1 13 5 9 49806.06 0.040 
1 10 4 7 42642.77 0.040 
1 7 3 5 19458.83 0.040 
1 4 2 3 22219.55 0.040 
2 47 17 32 47644.73 0.040 
2 44 16 30 42873.18 0.040 
2 41 15 28 38634.09 0.040 
2 38 14 26 41069.85 0.040 
2 35 13 24 38023.14 0.040 
2 32 12 22 36611.64 0.040 
2 29 11 20 37307.24 0.040 
2 26 10 18 37209.18 0.040 
2 23 9 16 38974.60 0.040 
2 20 8 14 20587.39 0.040 
2 17 7 12 31964.80 0.040 
2 14 6 10 29848.27 0.040 
2 11 5 8 12552.85 0.040 
2 8 4 6 9424.78 0.040 
2 5 3 4 20235.66 0.040 
3 48 18 33 46757.37 0.040 
3 45 17 31 43316.29 0.040 
3 42 16 29 38097.67 0.040 
3 39 15 27 34921.95 0.040 
3 36 14 25 36630.97 0.040 
3 33 13 23 33716.02 0.040 
3 30 12 21 33195.84 0.040 
3 27 11 19 32483.16 0.040 
3 24 10 17 33135.31 0.040 
3 21 9 15 32546.90 0.040 
3 18 8 13 8595.75 0.040 
3 15 7 11 23804.30 0.040 
3 12 6 9 20788.37 0.040 
3 9 5 7 29269.98 0.040 
3 6 4 5 12438.01 0.040 
4 46 18 32 44630.46 0.040 
4 43 17 30 39506.19 0.040 
4 40 16 28 34469.36 0.040 
4 37 15 26 31611.04 0.040 
4 34 14 24 33255.36 0.040 
4 31 13 22 31631.46 0.040 
4 28 12 20 30957.62 0.040 
4 25 11 18 29795.19 0.040 
4 22 10 16 30199.89 0.040 
4 19 9 14 22631.87 0.040 
4 16 8 12 8312.72 0.040 
4 13 7 10 18711.50 0.040 
4 10 6 8 2242.73 0.040 
4 7 5 6 22315.36 0.040 
5 47 19 33 44692.01 0.040 
5 44 18 31 40365.09 0.040 
5 41 17 29 35377.64 0.040 
5 38 16 27 31163.79 0.040 
5 35 15 25 29298.26 0.040 
5 32 14 23 31219.84 0.040 
5 29 13 21 29970.79 0.040 
5 26 12 19 26743.15 0.040 
5 23 11 17 27185.77 0.040 
5 20 10 15 25296.37 0.040 
5 17 9 13 18422.54 0.040 
5 14 8 11 1147.19 0.040 
5 11 7 9 13096.64 0.040 
5 8 6 7 0.00 0.040 
6 48 20 34 46572.36 0.040 
6 45 19 32 44830.53 0.040 
6 42 18 30 40031.01 0.040 
6 39 17 28 34310.68 0.040 
6 36 16 26 30482.78 0.040 
6 33 15 24 28477.91 0.040 
6 30 14 22 32285.90 0.040 
6 27 13 20 29851.91 0.040 
6 24 12 18 27927.63 0.040 
6 21 11 16 27922.71 0.040 
6 18 10 14 19737.27 0.040 
6 15 9 12 18408.35 0.040 
6 12 8 10 274.82 0.040 
6 9 7 8 986.21 0.040 
7 46 20 33 44902.99 0.040 
7 43 19 31 41454.09 0.040 
7 40 18 29 35939.82 0.040 
7 37 17 27 31291.39 0.040 
7 34 16 25 28851.48 0.040 
7 31 15 23 27398.95 0.040 
7 28 14 21 30906.73 0.040 
7 25 13 19 25482.04 0.040 
7 22 12 17 25610.96 0.040 
7 19 11 15 24504.42 0.040 
7 16 10 13 16367.08 0.040 
7 13 9 11 15334.63 0.040 
7 10 8 9 1264.95 0.040 
8 47 21 34 7963.94 0.040 
8 44 20 32 10367.25 0.040 
8 41 19 30 21080.09 0.040 
8 38 18 28 27488.94 0.040 
8 35 17 26 5796.24 0.040 
8 32 16 24 4649.56 0.040 
8 29 15 22 8796.46 0.040 
8 26 14 20 29216.81 0.040 
8 23 13 18 1649.34 0.040 
8 20 12 16 7916.81 0.040 
8 17 11 14 14419.91 0.040 
8 14 10 12 3204.42 0.040 
8 11 9 10 1727.88 0.040 
9 48 22 35 43738.45 0.040 
9 45 21 33 42286.80 0.040 
9 42 20 31 39176.71 0.040 
9 39 19 29 34469.55 0.040 
9 36 18 27 29583.16 0.040 
9 33 17 25 27348.99 0.040 
9 30 16 23 25109.53 0.040 
9 27 15 21 23070.67 0.040 
9 24 14 19 23162.11 0.040 
9 21 13 17 21432.54 0.040 
9 18 12 15 19653.71 0.040 
9 15 11 13 11285.96 0.040 
