48 	 # Number of sensors 
# x z 
0.00 3810.46 
5.00 3810.53 
10.00 3810.65 
15.00 3810.74 
20.00 3810.88 
25.00 3811.02 
30.00 3811.26 
35.00 3811.61 
40.00 3811.77 
45.00 3811.86 
50.00 3812.01 
55.00 3812.05 
60.00 3812.27 
65.00 3812.24 
70.00 3812.09 
75.00 3812.17 
80.00 3812.07 
85.00 3811.94 
90.00 3811.90 
95.00 3811.79 
100.00 3811.75 
105.00 3811.82 
110.00 3811.80 
115.00 3811.63 
120.00 3811.62 
125.00 3811.88 
130.00 3812.04 
135.00 3811.85 
140.00 3811.75 
145.00 3811.64 
150.00 3811.70 
155.00 3811.57 
160.00 3811.45 
165.00 3811.15 
170.00 3810.88 
175.00 3810.84 
180.00 3810.84 
185.00 3810.82 
190.00 3810.69 
195.00 3810.63 
200.00 3810.42 
205.00 3810.30 
210.00 3810.08 
215.00 3809.82 
220.00 3809.81 
225.00 3809.97 
230.00 3810.24 
235.00 3810.32 
340 	 # Number of measurements 
# a b m n rhoa err
1 4 2 3 694.28 0.040 
2 5 3 4 617.41 0.040 
3 6 4 5 583.95 0.040 
4 7 5 6 790.74 0.040 
7 10 8 9 850.79 0.040 
9 12 10 11 792.11 0.040 
10 13 11 12 658.38 0.040 
11 14 12 13 641.38 0.040 
12 15 13 14 542.25 0.040 
13 16 14 15 526.91 0.040 
14 17 15 16 506.31 0.040 
15 18 16 17 576.55 0.040 
16 19 17 18 632.95 0.040 
17 20 18 19 747.04 0.040 
18 21 19 20 822.35 0.040 
19 22 20 21 964.04 0.040 
20 23 21 22 851.26 0.040 
21 24 22 23 998.95 0.040 
22 25 23 24 907.51 0.040 
23 26 24 25 1156.44 0.040 
24 27 25 26 952.77 0.040 
25 28 26 27 1142.01 0.040 
26 29 27 28 1091.50 0.040 
27 30 28 29 992.42 0.040 
28 31 29 30 1081.66 0.040 
29 32 30 31 1139.17 0.040 
30 33 31 32 1067.59 0.040 
31 34 32 33 981.01 0.040 
32 35 33 34 907.88 0.040 
33 36 34 35 742.22 0.040 
34 37 35 36 687.98 0.040 
35 38 36 37 620.52 0.040 
36 39 37 38 609.05 0.040 
37 40 38 39 533.84 0.040 
38 41 39 40 431.53 0.040 
39 42 40 41 330.43 0.040 
40 43 41 42 365.54 0.040 
41 44 42 43 404.54 0.040 
42 45 43 44 689.81 0.040 
43 46 44 45 654.76 0.040 
44 47 45 46 686.35 0.040 
45 48 46 47 840.87 0.040 
1 7 3 5 953.42 0.040 
3 9 5 7 1090.97 0.040 
4 10 6 8 1936.27 0.040 
5 11 7 9 1059.85 0.040 
7 13 9 11 933.71 0.040 
9 15 11 13 782.95 0.040 
10 16 12 14 753.61 0.040 
11 17 13 15 721.05 0.040 
12 18 14 16 679.68 0.040 
13 19 15 17 753.78 0.040 
14 20 16 18 889.80 0.040 
15 21 17 19 1061.01 0.040 
16 22 18 20 1307.98 0.040 
17 23 19 21 1526.74 0.040 
18 24 20 22 1520.59 0.040 
19 25 21 23 1514.22 0.040 
20 26 22 24 1738.88 0.040 
21 27 23 25 2012.00 0.040 
22 28 24 26 1989.57 0.040 
23 29 25 27 1946.52 0.040 
24 30 26 28 2008.20 0.040 
25 31 27 29 1842.76 0.040 
26 32 28 30 1791.33 0.040 
27 33 29 31 1954.77 0.040 
28 34 30 32 1847.28 0.040 
29 35 31 33 1506.43 0.040 
30 36 32 34 1376.93 0.040 
31 37 33 35 1254.93 0.040 
32 38 34 36 1072.88 0.040 
33 39 35 37 858.99 0.040 
34 40 36 38 699.05 0.040 
35 41 37 39 629.45 0.040 
36 42 38 40 542.47 0.040 
37 43 39 41 453.89 0.040 
38 44 40 42 469.67 0.040 
39 45 41 43 527.99 0.040 
40 46 42 44 833.03 0.040 
41 47 43 45 951.18 0.040 
42 48 44 46 858.70 0.040 
1 10 4 7 977.97 0.040 
3 12 6 9 1072.03 0.040 
4 13 7 10 1051.16 0.040 
6 15 9 12 868.86 0.040 
7 16 10 13 852.55 0.040 
9 18 12 15 703.93 0.040 
10 19 13 16 686.55 0.040 
11 20 14 17 810.00 0.040 
12 21 15 18 920.94 0.040 
13 22 16 19 1209.58 0.040 
14 23 17 20 1514.38 0.040 
15 24 18 21 1798.04 0.040 
16 25 19 22 1741.52 0.040 
17 26 20 23 1854.89 0.040 
18 27 21 24 1835.49 0.040 
19 28 22 25 2131.89 0.040 
20 29 23 26 2273.84 0.040 
21 30 24 27 2486.11 0.040 
22 31 25 28 2269.05 0.040 
23 32 26 29 2184.51 0.040 
24 33 27 30 2095.12 0.040 
25 34 28 31 2182.54 0.040 
26 35 29 32 2167.32 0.040 
27 36 30 33 2048.17 0.040 
28 37 31 34 1808.50 0.040 
29 38 32 35 1477.94 0.040 
30 39 33 36 1252.01 0.040 
31 40 34 37 1033.20 0.040 
32 41 35 38 917.83 0.040 
33 42 36 39 772.88 0.040 
34 43 37 40 711.72 0.040 
35 44 38 41 555.80 0.040 
36 45 39 42 480.36 0.040 
37 46 40 43 524.54 0.040 
38 47 41 44 750.91 0.040 
39 48 42 45 810.82 0.040 
1 13 5 9 912.29 0.040 
2 14 6 10 878.79 0.040 
3 15 7 11 964.56 0.040 
5 17 9 13 774.62 0.040 
6 18 10 14 723.41 0.040 
7 19 11 15 645.73 0.040 
9 21 13 17 748.67 0.040 
10 22 14 18 901.80 0.040 
11 23 15 19 1169.27 0.040 
12 24 16 20 1555.80 0.040 
13 25 17 21 1815.10 0.040 
14 26 18 22 1884.34 0.040 
15 27 19 23 1879.05 0.040 
16 28 20 24 1848.87 0.040 
17 29 21 25 2000.18 0.040 
18 30 22 26 1994.60 0.040 
19 31 23 27 2005.30 0.040 
20 32 24 28 2099.65 0.040 
21 33 25 29 2035.04 0.040 
22 34 26 30 2023.19 0.040 
23 35 27 31 2030.41 0.040 
24 36 28 32 1985.26 0.040 
25 37 29 33 2129.09 0.040 
26 38 30 34 1995.74 0.040 
27 39 31 35 1715.02 0.040 
28 40 32 36 1488.17 0.040 
29 41 33 37 1209.07 0.040 
30 42 34 38 1037.33 0.040 
31 43 35 39 947.60 0.040 
32 44 36 40 761.56 0.040 
33 45 37 41 686.33 0.040 
34 46 38 42 589.97 0.040 
35 47 39 43 523.11 0.040 
36 48 40 44 666.58 0.040 
1 16 6 11 825.04 0.040 
2 17 7 12 779.40 0.040 
3 18 8 13 1372.77 0.040 
4 19 9 14 658.26 0.040 
5 20 10 15 620.84 0.040 
6 21 11 16 618.41 0.040 
7 22 12 17 710.14 0.040 
9 24 14 19 1088.83 0.040 
10 25 15 20 1388.40 0.040 
11 26 16 21 1751.69 0.040 
12 27 17 22 1776.06 0.040 
13 28 18 23 1803.63 0.040 
14 29 19 24 1806.31 0.040 
15 30 20 25 1829.18 0.040 
16 31 21 26 1613.95 0.040 
17 32 22 27 1547.63 0.040 
18 33 23 28 1450.84 0.040 
19 34 24 29 1419.73 0.040 
20 35 25 30 1518.27 0.040 
21 36 26 31 1694.92 0.040 
22 37 27 32 1743.53 0.040 
23 38 28 33 1769.38 0.040 
24 39 29 34 1781.13 0.040 
25 40 30 35 1809.27 0.040 
26 41 31 36 1582.36 0.040 
27 42 32 37 1443.22 0.040 
28 43 33 38 1280.52 0.040 
29 44 34 39 1008.05 0.040 
30 45 35 40 844.53 0.040 
31 46 36 41 707.98 0.040 
32 47 37 42 677.89 0.040 
33 48 38 43 620.08 0.040 
1 19 7 13 669.03 0.040 
3 21 9 15 600.14 0.040 
4 22 10 16 612.22 0.040 
5 23 11 17 652.09 0.040 
6 24 12 18 774.90 0.040 
7 25 13 19 951.85 0.040 
8 26 14 20 942.48 0.040 
9 27 15 21 1507.96 0.040 
10 28 16 22 1572.57 0.040 
11 29 17 23 1666.20 0.040 
12 30 18 24 1609.71 0.040 
13 31 19 25 1534.11 0.040 
14 32 20 26 1336.04 0.040 
15 33 21 27 1170.80 0.040 
16 34 22 28 1017.28 0.040 
17 35 23 29 936.91 0.040 
18 36 24 30 923.21 0.040 
19 37 25 31 1064.33 0.040 
20 38 26 32 1285.67 0.040 
21 39 27 33 1273.72 0.040 
22 40 28 34 1466.15 0.040 
23 41 29 35 1568.67 0.040 
24 42 30 36 1578.95 0.040 
25 43 31 37 1516.67 0.040 
26 44 32 38 1349.30 0.040 
27 45 33 39 993.17 0.040 
28 46 34 40 947.37 0.040 
29 47 35 41 765.27 0.040 
30 48 36 42 637.72 0.040 
1 22 8 15 493.94 0.040 
2 23 9 16 551.95 0.040 
3 24 10 17 644.63 0.040 
4 25 11 18 695.19 0.040 
5 26 12 19 863.72 0.040 
6 27 13 20 1085.27 0.040 
7 28 14 21 1285.83 0.040 
9 30 16 23 1407.67 0.040 
10 31 17 24 1309.36 0.040 
11 32 18 25 1242.92 0.040 
12 33 19 26 1059.01 0.040 
13 34 20 27 894.44 0.040 
14 35 21 28 763.80 0.040 
15 36 22 29 642.59 0.040 
16 37 23 30 634.70 0.040 
17 38 24 31 668.62 0.040 
18 39 25 32 676.29 0.040 
19 40 26 33 846.22 0.040 
20 41 27 34 1065.19 0.040 
21 42 28 35 1266.45 0.040 
22 43 29 36 1350.26 0.040 
23 44 30 37 1355.04 0.040 
24 45 31 38 1261.79 0.040 
25 46 32 39 1192.82 0.040 
26 47 33 40 1017.86 0.040 
27 48 34 41 843.13 0.040 
1 25 9 17 575.40 0.040 
2 26 10 18 638.18 0.040 
3 27 11 19 764.35 0.040 
4 28 12 20 940.39 0.040 
5 29 13 21 1113.96 0.040 
6 30 14 22 1135.35 0.040 
7 31 15 23 1092.01 0.040 
9 33 17 25 964.79 0.040 
10 34 18 26 797.02 0.040 
11 35 19 27 701.53 0.040 
12 36 20 28 575.66 0.040 
13 37 21 29 517.48 0.040 
14 38 22 30 467.38 0.040 
15 39 23 31 432.41 0.040 
16 40 24 32 460.35 0.040 
17 41 25 33 526.08 0.040 
18 42 26 34 632.83 0.040 
19 43 27 35 764.52 0.040 
20 44 28 36 923.94 0.040 
21 45 29 37 1089.92 0.040 
22 46 30 38 1111.74 0.040 
23 47 31 39 1052.17 0.040 
24 48 32 40 966.13 0.040 
1 28 10 19 675.65 0.040 
2 29 11 20 820.88 0.040 
3 30 12 21 942.75 0.040 
4 31 13 22 892.51 0.040 
5 32 14 23 850.38 0.040 
6 33 15 24 783.04 0.040 
7 34 16 25 714.35 0.040 
9 36 18 27 581.19 0.040 
10 37 19 28 477.95 0.040 
11 38 20 29 409.18 0.040 
12 39 21 30 345.11 0.040 
13 40 22 31 350.74 0.040 
14 41 23 32 371.61 0.040 
15 42 24 33 412.46 0.040 
16 43 25 34 440.61 0.040 
17 44 26 35 478.05 0.040 
18 45 27 36 511.96 0.040 
19 46 28 37 608.71 0.040 
20 47 29 38 772.96 0.040 
21 48 30 39 883.19 0.040 
1 31 11 21 750.43 0.040 
2 32 12 22 707.95 0.040 
3 33 13 23 666.21 0.040 
4 34 14 24 587.92 0.040 
5 35 15 25 556.38 0.040 
6 36 16 26 524.25 0.040 
7 37 17 27 515.23 0.040 
9 39 19 29 312.22 0.040 
10 40 20 30 297.84 0.040 
11 41 21 31 311.87 0.040 
12 42 22 32 337.02 0.040 
13 43 23 33 355.27 0.040 
14 44 24 34 347.88 0.040 
15 45 25 35 335.84 0.040 
