48 	 # Number of sensors 
# x z 
0.00 3126.29 
5.00 3127.68 
10.00 3124.95 
15.00 3121.63 
20.00 3120.68 
25.00 3120.86 
30.00 3121.55 
35.00 3121.76 
40.00 3121.98 
45.00 3121.63 
50.00 3123.25 
55.00 3124.23 
60.00 3125.14 
65.00 3126.35 
70.00 3125.48 
75.00 3125.83 
80.00 3126.09 
85.00 3125.21 
90.00 3125.47 
95.00 3127.35 
100.00 3128.41 
105.00 3128.21 
110.00 3127.02 
115.00 3126.87 
120.00 3126.94 
125.00 3128.54 
130.00 3127.10 
135.00 3126.74 
140.00 3126.99 
145.00 3127.42 
150.00 3127.78 
155.00 3129.01 
160.00 3130.02 
165.00 3131.03 
170.00 3132.71 
175.00 3132.44 
180.00 3131.79 
185.00 3131.57 
190.00 3133.95 
195.00 3135.57 
200.00 3136.06 
205.00 3136.92 
210.00 3138.16 
215.00 3140.79 
220.00 3141.53 
225.00 3141.63 
230.00 3143.37 
235.00 3143.53 
360 	 # Number of measurements 
# a b m n rhoa err
1 46 16 31 55512.44 0.040 
1 43 15 29 57543.96 0.040 
1 40 14 27 57967.62 0.040 
1 37 13 25 59282.84 0.040 
1 34 12 23 60507.07 0.040 
1 31 11 21 63397.02 0.040 
1 28 10 19 66294.75 0.040 
1 25 9 17 70335.37 0.040 
1 22 8 15 1298.72 0.040 
1 19 7 13 57870.06 0.040 
1 16 6 11 45793.89 0.040 
1 13 5 9 38027.64 0.040 
1 10 4 7 28639.20 0.040 
1 7 3 5 19881.72 0.040 
1 4 2 3 9305.34 0.040 
2 47 17 32 53633.46 0.040 
2 44 16 30 54648.01 0.040 
2 41 15 28 54786.80 0.040 
2 38 14 26 53786.92 0.040 
2 35 13 24 56645.08 0.040 
2 32 12 22 58428.75 0.040 
2 29 11 20 61679.66 0.040 
2 26 10 18 66329.49 0.040 
2 23 9 16 67401.06 0.040 
2 20 8 14 3503.17 0.040 
2 17 7 12 48385.62 0.040 
2 14 6 10 39544.46 0.040 
2 11 5 8 495.92 0.040 
2 8 4 6 0.00 0.040 
2 5 3 4 8900.30 0.040 
3 48 18 33 51327.12 0.040 
3 45 17 31 52228.50 0.040 
3 42 16 29 54915.75 0.040 
3 39 15 27 54339.23 0.040 
3 36 14 25 52136.93 0.040 
3 33 13 23 54133.43 0.040 
3 30 12 21 57562.64 0.040 
3 27 11 19 62730.69 0.040 
3 24 10 17 64147.83 0.040 
3 21 9 15 61908.19 0.040 
3 18 8 13 372.00 0.040 
3 15 7 11 38992.98 0.040 
3 12 6 9 29025.60 0.040 
3 9 5 7 16811.72 0.040 
3 6 4 5 9741.07 0.040 
4 46 18 32 51631.57 0.040 
4 43 17 30 52729.39 0.040 
4 40 16 28 52342.92 0.040 
