48 	 # Number of sensors 
# x z 
0	-21.8
5	-22.17
10	-22.98
15	-24.16
20	-24.67
25	-24.54
30	-24.01
35	-23.17
40	-22.54
45	-21.95
50	-21.14
55	-20.25
60	-19.56
65	-18.55
70	-17.02
75	-16.26
80	-15.19
85	-14.19
90	-13.23
95	-12.53
100	-11.21
105	-10.51
110	-9.63
115	-9.14
120	-8.66
125	-8.31
130	-7.86
135	-7.09
140	-6.68
145	-6.01
150	-5.21
155	-4.83
160	-4.47
165	-3.93
170	-3.16
175	-2.99
180	-2.86
185	-1.77
190	-1.19
195	-0.49
200	-0.05
205	0
210	-0.08
215	-0.2
220	-0.68
225	-0.8
230	-0.6
235	-0.47
896 	 # Number of measurements 
# a b m n rhoa err
11 10 17 18 85289.00 0.040 
12 11 18 19 98745.00 0.040 
13 12 19 20 65467.00 0.040 
14 13 20 21 114446.00 0.040 
15 14 21 22 103898.00 0.040 
16 15 22 23 72280.00 0.040 
17 16 23 24 74721.00 0.040 
18 17 24 25 96997.00 0.040 
19 18 25 26 82118.00 0.040 
20 19 26 27 78733.00 0.040 
21 20 27 28 96434.00 0.040 
22 21 28 29 115393.00 0.040 
23 22 29 30 130297.00 0.040 
24 23 30 31 91476.00 0.040 
25 24 31 32 105098.00 0.040 
26 25 32 33 91567.00 0.040 
27 26 33 34 110372.00 0.040 
28 27 34 35 87964.00 0.040 
29 28 35 36 104773.00 0.040 
30 29 36 37 105533.00 0.040 
31 30 37 38 175267.00 0.040 
32 31 38 39 94749.00 0.040 
33 32 39 40 103957.00 0.040 
34 33 40 41 95086.00 0.040 
35 34 41 42 87739.00 0.040 
36 35 42 43 74427.00 0.040 
37 36 43 44 73533.00 0.040 
38 37 44 45 119109.00 0.040 
39 38 45 46 85852.00 0.040 
40 39 46 47 136076.00 0.040 
41 40 47 48 96959.00 0.040 
2 1 9 10 96739.00 0.040 
3 2 10 11 71157.00 0.040 
4 3 11 12 92948.00 0.040 
5 4 12 13 57275.00 0.040 
7 6 14 15 90269.00 0.040 
8 7 15 16 86689.00 0.040 
9 8 16 17 101764.00 0.040 
10 9 17 18 100687.00 0.040 
11 10 18 19 102676.00 0.040 
12 11 19 20 108442.00 0.040 
13 12 20 21 97124.00 0.040 
14 13 21 22 112177.00 0.040 
15 14 22 23 135792.00 0.040 
16 15 23 24 66582.00 0.040 
17 16 24 25 113146.00 0.040 
18 17 25 26 93647.00 0.040 
19 18 26 27 104366.00 0.040 
20 19 27 28 85473.00 0.040 
21 20 28 29 152137.00 0.040 
22 21 29 30 142939.00 0.040 
23 22 30 31 138361.00 0.040 
24 23 31 32 121428.00 0.040 
25 24 32 33 77296.00 0.040 
26 25 33 34 147607.00 0.040 
27 26 34 35 111773.00 0.040 
28 27 35 36 91922.00 0.040 
29 28 36 37 113479.00 0.040 
30 29 37 38 224817.00 0.040 
31 30 38 39 79058.00 0.040 
32 31 39 40 183758.00 0.040 
33 32 40 41 93560.00 0.040 
34 33 41 42 116570.00 0.040 
35 34 42 43 91509.00 0.040 
36 35 43 44 90553.00 0.040 
37 36 44 45 94724.00 0.040 
38 37 45 46 122703.00 0.040 
39 38 46 47 117206.00 0.040 
40 39 47 48 147142.00 0.040 
2 1 10 11 120136.00 0.040 
3 2 11 12 99483.00 0.040 
4 3 12 13 74273.00 0.040 
5 4 13 14 65258.00 0.040 
6 5 14 15 96574.00 0.040 
7 6 15 16 69132.00 0.040 
8 7 16 17 127334.00 0.040 
9 8 17 18 107593.00 0.040 
10 9 18 19 112340.00 0.040 
11 10 19 20 110356.00 0.040 
12 11 20 21 158222.00 0.040 
13 12 21 22 93551.00 0.040 
14 13 22 23 139928.00 0.040 
15 14 23 24 121049.00 0.040 
16 15 24 25 99139.00 0.040 
17 16 25 26 108844.00 0.040 
18 17 26 27 116782.00 0.040 
19 18 27 28 110257.00 0.040 
20 19 28 29 138151.00 0.040 
21 20 29 30 193487.00 0.040 
22 21 30 31 148522.00 0.040 
23 22 31 32 175341.00 0.040 
24 23 32 33 92495.00 0.040 
25 24 33 34 113071.00 0.040 
27 26 35 36 116159.00 0.040 
28 27 36 37 97720.00 0.040 
29 28 37 38 235110.00 0.040 
30 29 38 39 115659.00 0.040 
31 30 39 40 163894.00 0.040 
32 31 40 41 161651.00 0.040 
33 32 41 42 111274.00 0.040 
34 33 42 43 119007.00 0.040 
35 34 43 44 109231.00 0.040 
36 35 44 45 117306.00 0.040 
37 36 45 46 95176.00 0.040 
38 37 46 47 164319.00 0.040 
39 38 47 48 127786.00 0.040 
2 1 11 12 146359.00 0.040 
3 2 12 13 77717.00 0.040 
4 3 13 14 116334.00 0.040 
5 4 14 15 110737.00 0.040 
6 5 15 16 69717.00 0.040 
7 6 16 17 105259.00 0.040 
8 7 17 18 140948.00 0.040 
9 8 18 19 125099.00 0.040 
10 9 19 20 115988.00 0.040 
11 10 20 21 156611.00 0.040 
12 11 21 22 149002.00 0.040 
13 12 22 23 113462.00 0.040 
14 13 23 24 123371.00 0.040 
15 14 24 25 177119.00 0.040 
16 15 25 26 92723.00 0.040 
17 16 26 27 134371.00 0.040 
18 17 27 28 121034.00 0.040 
19 18 28 29 173126.00 0.040 
20 19 29 30 163782.00 0.040 
21 20 30 31 189950.00 0.040 
22 21 31 32 186029.00 0.040 
23 22 32 33 132098.00 0.040 
24 23 33 34 140372.00 0.040 
25 24 34 35 104882.00 0.040 
27 26 36 37 123221.00 0.040 
28 27 37 38 207521.00 0.040 
29 28 38 39 130744.00 0.040 
30 29 39 40 210069.00 0.040 
31 30 40 41 140786.00 0.040 
32 31 41 42 186523.00 0.040 
33 32 42 43 113774.00 0.040 
34 33 43 44 140008.00 0.040 
35 34 44 45 142633.00 0.040 
36 35 45 46 111034.00 0.040 
37 36 46 47 125989.00 0.040 
38 37 47 48 172160.00 0.040 
2 1 12 13 111886.00 0.040 
3 2 13 14 123190.00 0.040 
4 3 14 15 141666.00 0.040 
5 4 15 16 77968.00 0.040 
6 5 16 17 103804.00 0.040 
8 7 18 19 154185.00 0.040 
9 8 19 20 127893.00 0.040 
11 10 21 22 147013.00 0.040 
12 11 22 23 178461.00 0.040 
13 12 23 24 98956.00 0.040 
14 13 24 25 177112.00 0.040 
15 14 25 26 157053.00 0.040 
16 15 26 27 112661.00 0.040 
17 16 27 28 137092.00 0.040 
18 17 28 29 186808.00 0.040 
19 18 29 30 204690.00 0.040 
20 19 30 31 160783.00 0.040 
21 20 31 32 241525.00 0.040 
22 21 32 33 137553.00 0.040 
23 22 33 34 200074.00 0.040 
24 23 34 35 140422.00 0.040 
27 26 37 38 286621.00 0.040 
28 27 38 39 96256.00 0.040 
29 28 39 40 226922.00 0.040 
30 29 40 41 175519.00 0.040 
31 30 41 42 162064.00 0.040 
32 31 42 43 187756.00 0.040 
33 32 43 44 130241.00 0.040 
34 33 44 45 186680.00 0.040 
35 34 45 46 119851.00 0.040 
36 35 46 47 147877.00 0.040 
37 36 47 48 129636.00 0.040 
2 1 13 14 172707.00 0.040 
3 2 14 15 151824.00 0.040 
4 3 15 16 97116.00 0.040 
5 4 16 17 116183.00 0.040 
6 5 17 18 108882.00 0.040 
7 6 18 19 121742.00 0.040 
8 7 19 20 160840.00 0.040 
9 8 20 21 178437.00 0.040 
10 9 21 22 151874.00 0.040 
11 10 22 23 173480.00 0.040 
12 11 23 24 153209.00 0.040 
13 12 24 25 139818.00 0.040 
14 13 25 26 128049.00 0.040 
15 14 26 27 189435.00 0.040 
16 15 27 28 113703.00 0.040 
17 16 28 29 208443.00 0.040 
18 17 29 30 216994.00 0.040 
19 18 30 31 201913.00 0.040 
20 19 31 32 199799.00 0.040 
21 20 32 33 170929.00 0.040 
22 21 33 34 202959.00 0.040 
23 22 34 35 199057.00 0.040 
24 23 35 36 133498.00 0.040 
28 27 39 40 181323.00 0.040 
29 28 40 41 187229.00 0.040 
30 29 41 42 204292.00 0.040 
31 30 42 43 158564.00 0.040 
32 31 43 44 211517.00 0.040 
33 32 44 45 138033.00 0.040 
